Music,Artist,Text,Language,Url,Search Status
Meninamoça,TitoMadi,"['botão', 'rosa', 'amanhã', 'flor', 'mulher', 'jóia', 'preciosa', 'cada', 'deseja', 'quer', 'manhã', 'banhada', 'sol', 'vem', 'mar', 'beijar', 'lua', 'enciumada', 'noite', 'alta', 'vai', 'olhar', 'menina', 'moça', 'menina', 'mulher', 'confissões', 'ouça', 'abra', 'olhos', 'puder', 'tudo', 'tempo', 'certo', 'tempo', 'amar', 'coração', 'aberto', 'faz', 'chorar', 'lua', 'sol', 'praia', 'mar', 'missão', 'deus', 'vida', 'eterna', 'amar']",PT-BR,https://api.vagalume.com.br/search.php?art= Tito Madi &mus=Menina-moca&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Tudodemim,AltemarDutra,"['feito', 'afinal', 'coração', 'espécie', 'amor', 'deseja', 'dar', 'humilho', 'demais', 'abaixo', 'chão', 'ainda', 'fico', 'dever', 'contentar', 'quer', 'tudo', 'dei', 'resta', 'mim', 'sorrindo', 'entreguei', 'pranto', 'olhar', 'gota', 'sequer', 'chorar', 'vida', 'dou', 'dar', 'morto', 'bisar']",PT-BR,https://api.vagalume.com.br/search.php?art= Altemar Dutra &mus=Tudo-de-mim&apikey=dc668952146a4a25b6d06586e7b69708,aprox
OBomRapaz,WanderleyCardoso,"['parece', 'sabia', 'hoje', 'dia', 'tudo', 'terminar', 'pois', 'logo', 'notei', 'telefonei', 'jeito', 'falar', 'nunca', 'pensei', 'tanto', 'amei', 'assim', 'desprezar', 'mundo', 'grande', 'vou', 'sei', 'pra', 'onde', 'alguém', 'amar', 'terminamos', 'resta', 'agora', 'adeus', 'final', 'amar', 'demais', 'ser', 'bom', 'rapaz', 'mal']",PT-BR,https://api.vagalume.com.br/search.php?art= Wanderley Cardoso &mus=O-Bom-Rapaz&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Marina,CaubiPeixoto,"['marina', 'morena', 'marina', 'pintou', 'marina', 'faça', 'tudo', 'faça', 'favor', 'pinte', 'rosto', 'gosto', 'marina', 'bonita', 'deus', 'deu', 'aborreci', 'zanguei', 'posso', 'falar', 'zango', 'marina', 'sei', 'perdoar', 'desculpei', 'muita', 'coisa', 'arranjava', 'outra', 'igual', 'desculpe', 'marina', 'morena', 'mal', 'mal', 'mal']",PT-BR,https://api.vagalume.com.br/search.php?art= Caubi Peixoto &mus=Marina&apikey=dc668952146a4a25b6d06586e7b69708,exact
SuaveéANoite,MoacyrFranco,"['tão', 'calma', 'noite', 'noite', 'dois', 'ninguém', 'amou', 'assim', 'amar', 'amanhã', 'separar', 'lembrança', 'ficar', 'beijos', 'verão', 'ternuras', 'luar', 'brisa', 'murmurar', 'canção', 'tudo', 'suave', 'encanto', 'noite', 'vem', 'noite', 'mundo', 'ninguém', 'beijos', 'verão', 'ternuras', 'luar', 'brisa', 'murmurar', 'canção', 'tudo', 'suave', 'encanto', 'noite', 'vem', 'noite', 'mundo', 'ninguém']",PT-BR,https://api.vagalume.com.br/search.php?art= Moacyr Franco &mus=Suave-e-A-Noite&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Dominique,Giane,"['dominique', 'nique', 'nique', 'sempre', 'alegre', 'esperando', 'alguém', 'possa', 'amar', 'príncipe', 'encantado', 'eterno', 'namorado', 'cansa', 'esperar', 'dominique', 'sonho', 'alguém', 'pode', 'realizar', 'vir', 'cavalheiro', 'conduza', 'altar', 'dominique', 'nique', 'nique', 'sempre', 'alegre', 'esperando', 'alguém', 'possa', 'amar', 'príncipe', 'encantado', 'eterno', 'namorado', 'cansa', 'esperar', 'certo', 'dia', 'passagem', 'avenida', 'alguém', 'notou', 'doce', 'olhar', 'dominique', 'então', 'enamorou', 'dominique', 'nique', 'nique', 'sempre', 'alegre', 'esperando', 'alguém', 'possa', 'amar', 'príncipe', 'encantado', 'eterno', 'namorado', 'cansa', 'esperar', 'rapaz', 'sorriso', 'logo', 'pediu', 'mão', 'visão', 'paraíso', 'fez', 'pulsar', 'coração', 'dominique', 'nique', 'nique', 'sempre', 'alegre', 'esperando', 'alguém', 'possa', 'amar', 'príncipe', 'encantado', 'eterno', 'namorado', 'cansa', 'esperar', 'apesar', 'pouca', 'idade', 'dominique', 'percebeu', 'maior', 'felicidade', 'amor', 'deus', 'deu', 'dominique', 'nique', 'nique', 'sempre', 'alegre', 'esperando', 'alguém', 'possa', 'amar', 'príncipe', 'encantado', 'eterno', 'namorado', 'cansa', 'esperar', 'tempo', 'passando', 'verdade', 'apareceu', 'pois', 'vive', 'sonhando', 'dessa', 'vida', 'esqueceu', 'dominique', 'nique', 'nique', 'sempre', 'alegre', 'esperando', 'alguém', 'possa', 'amar', 'príncipe', 'encantado', 'eterno', 'namorado', 'cansa', 'esperar', 'lágrima', 'caída', 'rolar', 'olhos', 'tarde', 'domingo', 'rapaz', 'disse', 'adeus', 'dominique', 'nique', 'nique', 'sempre', 'triste', 'chorar', 'amor', 'acabou', 'príncipe', 'encantado', 'eterno', 'namorado', 'voltou']",PT-BR,https://api.vagalume.com.br/search.php?art= Giane &mus=Dominique&apikey=dc668952146a4a25b6d06586e7b69708,exact
Meubem,RonnieVon,"['quiser', 'ouvir', 'então', 'história', 'sobre', 'alguém', 'amei', 'direi', 'deixou', 'imagem', 'ilusória', 'coração', 'fechei', 'ah', 'bem', 'bem', 'belo', 'sonho', 'fez', 'ver', 'tudo', 'sempre', 'idealizei', 'bem', 'partiu', 'hoje', 'vivo', 'triste', 'mudo', 'buscá-la', 'onde', 'andei', 'ah', 'bem', 'bem', 'sofrer', 'ninguém', 'virá', 'maldizer', 'momento', 'algum', 'pois', 'meigo', 'olhar', 'fará', 'novo', 'brilhar', 'nenhum', 'hum', 'hum', 'hum', 'bem', 'bem', 'nada', 'existe', 'dê', 'qualquer', 'prazer', 'agora', 'longe', 'mim', 'caso', 'volte', 'deixarei', 'ir', 'embora', 'vou', 'ficar', 'fim', 'ah', 'bem', 'bem', 'by', 'eric', 'lopes']",PT-BR,https://api.vagalume.com.br/search.php?art= Ronnie Von &mus=Meu-bem&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Mustangcordesangue,MarcosValle,"['questão', 'social', 'industrial', 'permite', 'quer', 'ande', 'pé', 'vitrine', 'mustang', 'cor', 'sangue', 'novo', 'ideal', 'sexual', 'abandono', 'mulher', 'virgem', 'altar', 'amo', 'ferro', 'sangue', 'mustangue', 'cor', 'sangue', 'farol', 'vejo', 'olhar', 'mão', 'toca', 'direção', 'painel', 'vejo', 'amor', 'corpo', 'invade', 'interior', 'questão', 'social', 'industrial', 'permite', 'quer', 'fiel', 'vitrine', 'corcel', 'cor', 'mel', 'corcel', 'cor', 'mel', 'corcel', 'farol', 'vejo', 'olhar', 'mão', 'toca', 'direção', 'painel', 'vejo', 'amor', 'corpo', 'invade', 'interior']",PT-BR,https://api.vagalume.com.br/search.php?art= Marcos Valle &mus=Mustang-cor-de-sangue&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK
Negue,NelsonGonçalves,"['negue', 'amor', 'carinho', 'diga', 'esqueceu', 'pise', 'machucando', 'jeitinho', 'coração', 'ainda', 'diga', 'pranto', 'covardia', 'esqueça', 'dia', 'diga', 'quer', 'negue', 'pertenceu', 'mostro', 'boca', 'molhada', 'ainda', 'marcada', 'beijo']",PT-BR,https://api.vagalume.com.br/search.php?art= Nelson Goncalves &mus=Negue&apikey=dc668952146a4a25b6d06586e7b69708,exact
Disparada,JairRodrigues,"['prepare', 'coração', 'pras', 'coisas', 'vou', 'contar', 'venho', 'lá', 'sertão', 'venho', 'lá', 'sertão', 'venho', 'lá', 'sertão', 'posso', 'agradar', 'aprendi', 'dizer', 'ver', 'morte', 'chorar', 'morte', 'destino', 'tudo', 'morte', 'destino', 'tudo', 'lugar', 'vivo', 'pra', 'consertar', 'boiada', 'boi', 'dia', 'montei', 'motivo', 'comigo', 'qualquer', 'querer', 'porém', 'necessidade', 'dono', 'boiada', 'cujo', 'vaqueiro', 'morreu', 'boiadeiro', 'tempo', 'laço', 'firme', 'braço', 'forte', 'gado', 'muita', 'gente', 'vida', 'segurei', 'seguia', 'sonho', 'boiadeiro', 'rei', 'mundo', 'rodando', 'patas', 'cavalo', 'sonhos', 'sonhando', 'visões', 'clareando', 'visões', 'clareando', 'dia', 'acordei', 'então', 'pude', 'seguir', 'valente', 'lugar', 'tenente', 'dono', 'gado', 'gente', 'porque', 'gado', 'gente', 'marca', 'tange', 'ferra', 'engorda', 'mata', 'gente', 'diferente', 'concordar', 'posso', 'desculpar', 'canto', 'pra', 'enganar', 'vou', 'pegar', 'viola', 'vou', 'deixar', 'lado', 'vou', 'cantar', 'noutro', 'lugar', 'boiada', 'boi', 'boiadeiro', 'rei', 'mim', 'ninguém', 'junto', 'comigo', 'quisesse', 'pudesse', 'qualquer', 'coisa', 'qualquer', 'coisa', 'querer', 'longe', 'mundo', 'rodando', 'patas', 'cavalo', 'dia', 'montei', 'agora', 'cavaleiro', 'laço', 'firme', 'braço', 'forte', 'reino', 'rei', 'boiada', 'boi', 'boiadeiro', 'rei', 'mim', 'ninguém', 'junto', 'comigo', 'quisesse', 'pudesse', 'qualquer', 'coisa', 'qualquer', 'coisa', 'querer', 'longe', 'mundo', 'rodando', 'patas', 'cavalo', 'dia', 'montei', 'agora', 'cavaleiro', 'laço', 'firme', 'braço', 'forte', 'reino', 'rei', 'laiá', 'laiá', 'laiá', 'laiá', 'laiá', 'lá', 'laiá']",PT-BR,https://api.vagalume.com.br/search.php?art= Jair Rodrigues &mus=Disparada&apikey=dc668952146a4a25b6d06586e7b69708,exact
Arrastão,ElisRegina,"['eh', 'jangada', 'mar', 'eh', 'eh', 'eh', 'hoje', 'arrastão', 'eh', 'todo', 'mundo', 'pescar', 'chega', 'sombra', 'joão', 'jovi', 'olha', 'arrastão', 'entrando', 'mar', 'fim', 'irmão', 'traz', 'iemanjá', 'pra', 'mim', 'santa', 'bárbara', 'abençoai', 'quero', 'casar', 'janaína', 'eh', 'puxa', 'bem', 'devagar', 'eh', 'eh', 'eh', 'vem', 'vindo', 'arrastão', 'eh', 'rainha', 'mar', 'vem', 'vem', 'rede', 'joão', 'prá', 'mim', 'valha-me', 'senhor', 'bonfim', 'nunca', 'jamais', 'viu', 'tanto', 'peixe', 'assim']",PT-BR,https://api.vagalume.com.br/search.php?art= Elis Regina &mus=Arrastao&apikey=dc668952146a4a25b6d06586e7b69708,exact
Travessia,Miltonnascimento,"['embora', 'fez-se', 'noite', 'viver', 'forte', 'jeito', 'hoje', 'chorar', 'casa', 'lugar', 'resisto', 'prá', 'falar', 'solto', 'voz', 'estradas', 'quero', 'parar', 'caminho', 'pedra', 'posso', 'sonhar', 'sonho', 'feito', 'brisa', 'vento', 'vem', 'terminar', 'vou', 'fechar', 'pranto', 'vou', 'querer', 'matar', 'vou', 'seguindo', 'vida', 'esquecendo', 'quero', 'morte', 'viver', 'vou', 'querer', 'amar', 'novo', 'der', 'vou', 'sofrer', 'sonho', 'hoje', 'faço', 'braço', 'viver', 'solto', 'voz', 'estradas', 'quero', 'parar', 'caminho', 'pedra', 'posso', 'sonhar', 'sonho', 'feito', 'brisa', 'vento', 'vem', 'terminar', 'vou', 'fechar', 'pranto', 'vou', 'querer', 'matar', 'vou', 'seguindo', 'vida', 'esquecendo', 'quero', 'morte', 'viver', 'vou', 'querer', 'amar', 'novo', 'der', 'vou', 'sofrer', 'sonho', 'hoje', 'faço', 'braço', 'viver']",PT-BR,https://api.vagalume.com.br/search.php?art= Milton nascimento &mus=Travessia&apikey=dc668952146a4a25b6d06586e7b69708,exact
Alguémmedisse,AnísioSilva,"['alguém', 'disse', 'andas', 'novamente', 'novo', 'amor', 'nova', 'paixão', 'toda', 'contente', 'conheço', 'bem', 'promessas', 'outras', 'ouvi', 'iguais', 'jeito', 'enganar', 'conheço', 'bem', 'pouco', 'importa', 'vejam', 'tantas', 'vezes', 'mudes', 'paixão', 'todos', 'meses', 'vais', 'beijar', 'bem', 'sei', 'fazer', 'sonhar', 'sonhei', 'ter', 'nunca', 'amor', 'igual', 'dei']",PT-BR,https://api.vagalume.com.br/search.php?art= Anisio Silva &mus=Alguem-me-disse&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Maringá,CarlosGalhardo,"['leva', 'cabocla', 'maringá', 'ficou', 'sendo', 'retirante', 'dava', 'falar', 'junto', 'veio', 'alguém', 'suplicou', 'pra', 'nunca', 'esquecesse', 'caboclo', 'ficou', 'maringá', 'maringá', 'partiste', 'tudo', 'aqui', 'ficou', 'tão', 'triste', 'garrei', 'maginar', 'maringá', 'maringá', 'haver', 'felicidade', 'preciso', 'saudade', 'vá', 'bater', 'noutro', 'lugar', 'maringá', 'maringá', 'volta', 'aqui', 'pró', 'sertão', 'pra', 'novo', 'coração', 'caboclo', 'sossegar', 'antigamente', 'alegria', 'igual', 'dominava', 'gente', 'cidade', 'pombal', 'veio', 'seca', 'toda', 'chuva', 'foi-se', 'embora', 'restando', 'então', 'água', 'chora', 'instrumental', 'maringá', 'maringá', 'instrumental', 'maringá', 'maringá', 'instrumental', 'maringá', 'maringá', 'volta', 'aqui', 'pró', 'sertão', 'pra', 'novo', 'coração', 'caboclo', 'sossegar']",PT-BR,https://api.vagalume.com.br/search.php?art= Carlos Galhardo &mus=Maringa&apikey=dc668952146a4a25b6d06586e7b69708,exact
Quequerestudemim,AltemarDutra,"['queres', 'mim', 'fazes', 'junto', 'mim', 'tudo', 'perdido', 'amor', 'podes', 'dar', 'nada', 'tens', 'dar', 'marca', 'nova', 'dor', 'loucura', 'reviver', 'inútil', 'querer', 'amor', 'porque', 'voltaste', 'aqui', 'estando', 'junto', 'ti', 'sinto', 'ninguém', 'pensas', 'julgas', 'ainda', 'vou', 'pedir', 'deixes', 'pedir', 'sei', 'pedir', 'tudo', 'desejo', 'paz', 'culpa', 'tudo', 'perdeu', 'quiseste', 'assim', 'então', 'queres', 'mim', 'pranto', 'chorei', 'ti', 'sei']",PT-BR,https://api.vagalume.com.br/search.php?art= Altemar Dutra &mus=Que-queres-tu-de-mim&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Enigma,NelsonGonçalves,"['quis', 'conter-me', 'pude', 'revoltado', 'atitude', 'dessa', 'gente', 'original', 'pensa', 'ser', 'incomum', 'julgar', 'todos', 'prega', 'ter', 'moral', 'insensatos', 'pregadores', 'cruéis', 'detratores', 'agem', 'quase', 'sempre', 'assim', 'imbecis', 'personagens', 'molares', 'engrenagens', 'vão', 'roubá-la', 'mim', 'opiniões', 'dois', 'corações', 'cada', 'amando', 'diz', 'alguém', 'entendido', 'dividido', 'duas', 'partes', 'iguais', 'temo', 'assusto', 'sabendo', 'justo', 'vezes', 'paga', 'pecador', 'pois', 'deve', 'medra', 'atire', 'primeira', 'pedra', 'errou', 'amor']",PT-BR,https://api.vagalume.com.br/search.php?art= Nelson Goncalves &mus=Enigma&apikey=dc668952146a4a25b6d06586e7b69708,exact
AVolta,OsVips,"['guardando', 'bom', 'mim', 'dar', 'chegar', 'toda', 'ternura', 'todo', 'amor', 'guardando', 'pra', 'dar', 'toda', 'vez', 'beijar', 'vida', 'quero', 'en', 'tregar', 'cada', 'beijo', 'certo', 'ficarei', 'vai', 'deixar', 'grande', 'demais', 'sempre', 'amor', 'destino', 'quis', 'parar', 'agora', 'perto', 'dia', 'chegar', 'bom', 'vou', 'entregar', 'bis', 'vejo', 'hora', 'chegar', 'pra', 'todo', 'amor', 'poder', 'mostrar', 'perto', 'olhar', 'sei', 'vou', 'poder', 'falar', 'guardando', 'bom', 'mim']",PT-BR,https://api.vagalume.com.br/search.php?art= Os Vips &mus=A-Volta&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Festadobolinha,TrioEsperança,"['ontem', 'festa', 'casa', 'bolinha', 'confesso', 'gostei', 'modos', 'glorinha', 'toda', 'assanhada', 'nunca', 'vi', 'igual', 'trocava', 'mil', 'beijocas', 'raposo', 'quintal', 'porém', 'pouco', 'durou', 'paixão', 'pois', 'bolinha', 'ciúmes', 'formou', 'confusão', 'aninha', 'tropeçou', 'copos', 'derrubou', 'casa', 'bolinha', 'inferno', 'tornou', 'bolinha', 'provou', 'ciumento', 'pra', 'xuxu', 'gosta', 'lulu', 'bobinha', 'ainda', 'chora', 'tanto', 'pão', 'dando', 'bola', 'salão', 'luluzinha', 'gostar', 'logo', 'bolão']",PT-BR,https://api.vagalume.com.br/search.php?art= Trio Esperanca &mus=Festa-do-bolinha&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Tenhoumamormelhorqueoseu,JoséRoberto,"['todo', 'amor', 'dei', 'ligou', 'todo', 'bem', 'fiz', 'esqueceu', 'vai', 'ter', 'alguém', 'melhor', 'amor', 'melhor', 'quero', 'lembrar', 'existe', 'penso', 'fico', 'triste', 'dia', 'amei', 'sei', 'porque', 'agora', 'amor', 'melhor', 'soube', 'querer', 'quanto', 'quis', 'agindo', 'assim', 'fez', 'infeliz', 'grande', 'amor', 'soube', 'compreender', 'porém', 'bem', 'resolvi', 'deixar', 'sofrer', 'quero', 'lembrar', 'quanto', 'amei', 'pois', 'assim', 'lembro', 'passei', 'vai', 'ter', 'alguém', 'melhor', 'amor', 'melhor', 'pois', 'amor', 'melhor', 'amor', 'melhor', 'pois', 'amor', 'melhor']",PT-BR,https://api.vagalume.com.br/search.php?art= Jose Roberto &mus=Tenho-um-amor-melhor-que-o-seu&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK
TudoPassara,NelsonNed,"['dei', 'amor', 'dia', 'querer', 'perdi', 'pensei', 'amor', 'existia', 'choraria', 'ti', 'tudo', 'passa', 'tudo', 'passará', 'nada', 'fica', 'nada', 'ficará', 'encontra', 'felicidade', 'entrega', 'coração', 'instrumental', 'voltarei', 'querer', 'algum', 'dia', 'pois', 'sei', 'vou', 'chorar', 'mim', 'alegria', 'esperança', 'ensina', 'gritar', 'tudo', 'passa', 'tudo', 'passará', 'nada', 'fica', 'nada', 'ficará', 'encontra', 'felicidade', 'entrega', 'coração', 'instrumental', 'encontra', 'felicidade', 'entrega', 'coração']",PT-BR,https://api.vagalume.com.br/search.php?art= Nelson Ned &mus=Tudo-Passara&apikey=dc668952146a4a25b6d06586e7b69708,aprox
SeAcasoVocêChegasse,ElzaSoares,"['acaso', 'chegasse', 'chateau', 'encontrasse', 'mulher', 'gostou', 'coragem', 'trocar', 'amizade', 'abandonou', 'falo', 'porque', 'dona', 'mora', 'barraco', 'beira', 'regato', 'bosque', 'flor', 'dia', 'lava', 'roupa', 'noite', 'beija', 'boca', 'assim', 'vamos', 'vivendo', 'amor']",PT-BR,https://api.vagalume.com.br/search.php?art= Elza Soares &mus=Se-Acaso-Voce-Chegasse&apikey=dc668952146a4a25b6d06586e7b69708,aprox
AMesmaRosaAmarela,Maysa,"['quase', 'tudo', 'perfume', 'mesma', 'cor', 'mesma', 'rosa', 'amarela', 'amor', 'nesses', 'dias', 'carnaval', 'mim', 'vai', 'ser', 'perfume', 'mesma', 'cor', 'mesma', 'rosa', 'amarela', 'sei', 'chegar', 'lembrança', 'apenas', 'restar', 'mesma', 'rosa', 'amarela']",PT-BR,https://api.vagalume.com.br/search.php?art= Maysa &mus=A-Mesma-Rosa-Amarela&apikey=dc668952146a4a25b6d06586e7b69708,exact
Acorrentados,AgnaldoRayol,"['talvez', 'melhor', 'voltasses', 'talvez', 'melhor', 'esquecesses', 'voltar', 'começar', 'atormentar-nos', 'querer-nos', 'odiar-nos', 'princípio', 'final', 'queremos', 'outro', 'tanto', 'tanto', 'amar', 'dois', 'martírio', 'jamais', 'suportarei', 'ausência', 'mundo', 'delírio', 'seguiremos', 'sempre', 'igual', 'carinho', 'castigo', 'leva', 'dentro', ""d'alma"", 'morte', 'vida', 'necessita', 'vida', 'necessitas', 'despedida', 'paz', 'alguma', 'consolar-nos', 'toda', 'dor', 'encontrar-nos', 'joelhos', 'outra', 'vida', 'frente', 'frente', 'nada']",PT-BR,https://api.vagalume.com.br/search.php?art= Agnaldo Rayol &mus=Acorrentados&apikey=dc668952146a4a25b6d06586e7b69708,exact
UmGrandeAmor,JerryAdriani,"['logo', 'notei', 'meigo', 'olhar', 'grande', 'amor', 'ia', 'começar', 'sorriu', 'tomou', 'mão', 'falou', 'baixinho', 'precisava', 'falar', 'comigo', 'sobre', 'amor', 'notei', 'amor', 'sei', 'pois', 'coração', 'vida', 'tão', 'bela', 'pra', 'juntinhos', 'assim', 'vivendo', 'pra', 'mim', 'pra', 'ninguém']",PT-BR,https://api.vagalume.com.br/search.php?art= Jerry Adriani &mus=Um-Grande-Amor&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Festadearromba,ErasmoCarlos,"['vejam', 'festa', 'arromba', 'outro', 'dia', 'parar', 'presentes', 'local', 'rádio', 'televisão', 'cinema', 'mil', 'jornais', 'muita', 'gente', 'confusão', 'quase', 'consigo', 'entrada', 'chegar', 'pois', 'multidão', 'amargar', 'hey', 'hey', 'hey', 'hey', 'onda', 'festa', 'arromba', 'logo', 'cheguei', 'notei', 'ronnie', 'cord', 'copo', 'mão', 'enquanto', 'prini', 'lorez', 'bancava', 'anfitrião', 'apresentando', 'todo', 'mundo', 'meire', 'pavão', 'wanderléa', 'ria', 'cleide', 'desistia', 'agarrar', 'doce', 'prato', 'saia', 'hey', 'hey', 'hey', 'hey', 'onda', 'festa', 'arromba', 'renato', 'blue', 'caps', 'tocavam', 'piscina', 'the', 'clevers', 'terraço', 'jet', 'black', 'salão', 'bells', 'cabeleira', 'podiam', 'tocar', 'enquanto', 'rosemary', 'parasse', 'dançar', 'vejam', 'chegou', 'repente', 'roberto', 'carlos', 'novo', 'carrão', 'enquanto', 'tony', 'demétrius', 'fumavam', 'jardim', 'sérgio', 'zé', 'ricardo', 'esbarravam', 'mim', 'lá', 'corre', 'corre', 'brotos', 'lugar', 'ed', 'wilson', 'acabava', 'chegar', 'hey', 'hey', 'hey', 'hey', 'onda', 'festa', 'arromba', 'renato', 'blus', 'caps', 'tocavam', 'piscina', 'the', 'clevers', 'terraço', 'jet', 'black', 'salão', 'bells', 'cabeleira', 'podiam', 'tocar', 'enquanto', 'rosemary', 'parasse', 'dançar', 'vejam', 'chegou', 'repente', 'roberto', 'carlos', 'novo', 'carrão', 'enquanto', 'tony', 'demétrius', 'fumavam', 'jardim', 'sérgio', 'zé', 'ricardo', 'esbarravam', 'mim', 'lá', 'corre', 'corre', 'brotos', 'lugar', 'ed', 'wilson', 'acabava', 'chegar', 'hey', 'hey', 'hey', 'hey', 'onda']",PT-BR,https://api.vagalume.com.br/search.php?art= Erasmo Carlos &mus=Festa-de-arromba&apikey=dc668952146a4a25b6d06586e7b69708,aprox
AChuvaQueCai,OsCaçulas,"['nesse', 'mundo', 'cheio', 'dinheiro', 'ambição', 'andado', 'procurando', 'ilusão', 'muita', 'gente', 'esquece', 'vida', 'faz', 'morrer', 'esperança', 'querer', 'acreditar', 'existe', 'amor', 'mundo', 'mudando', 'querer', 'perdendo', 'céu', 'milhões', 'nuvens', 'começam', 'chorar', 'chuva', 'cairá', 'neste', 'mundo', 'pequeno', 'outro', 'dia', 'sozinho', 'lugar', 'bem', 'tristonho', 'percebi', 'esperança', 'sonho', 'muita', 'gente', 'lutar', 'cansada', 'crêem', 'nada', 'fogem', 'deste', 'mundo', 'mundo', 'mudando', 'querer', 'perdendo', 'céu', 'escurecendo', 'começa', 'chorar', 'chuva', 'cairá', 'sobre', 'mundo', 'pequeno']",PT-BR,https://api.vagalume.com.br/search.php?art= Os Caculas &mus=A-Chuva-Que-Cai&apikey=dc668952146a4a25b6d06586e7b69708,aprox
PáraPedro,JoséMendes,"['baila', 'lá', 'serra', 'fazenda', 'ramada', 'lá', 'tal', 'pedro', 'chegou', 'madrugada', 'escutei', 'zum', 'zum', 'sabia', 'nada', 'ouvia', 'mulher', 'gritando', 'pedro', 'parada', 'pára', 'pedro', 'pedro', 'pára', 'vezes', 'pedro', 'lá', 'canto', 'beliscando', 'namorada', 'pára', 'pedro', 'pedro', 'pára', 'vezes', 'lá', 'tantas', 'farra', 'animada', 'apagaram', 'lampião', 'bagunça', 'formada', 'velhas', 'revoltaram', 'pedroca', 'nada', 'pedro', 'brigou', 'velhas', 'deu', 'peleia', 'danada', 'pára', 'pedro', 'pedro', 'pára', 'vezes', 'fazia', 'cócegas', 'velhas', 'velhas', 'davam', 'risadas', 'pára', 'pedro', 'pedro', 'pára', 'vezes', 'pedro', 'dançar', 'xote', 'velha', 'apaixonada', 'surgiu', 'velho', 'velha', 'coisa', 'complicada', 'pedro', 'correu', 'fundos', 'entrou', 'porta', 'errada', 'moças', 'levaram', 'susto', 'gritavam', 'desesperadas', 'pára', 'pedro', 'pedro', 'pára', 'vezes', 'velha', 'grudada', 'pedro', 'velho', 'pedro', 'agarrado', 'pára', 'pedro', 'pedro', 'pára', 'vezes', 'assim', 'noite', 'inteira', 'fim', 'madrugada', 'pára', 'pedro', 'pedro', 'pára', 'vezes']",PT-BR,https://api.vagalume.com.br/search.php?art= Jose Mendes &mus=Para-Pedro&apikey=dc668952146a4a25b6d06586e7b69708,aprox
CasadeBamba,MartinhodaVila,"['casa', 'todo', 'mundo', 'bamba', 'todo', 'mundo', 'bebe', 'todo', 'mundo', 'samba', 'casa', 'bola', 'pra', 'vizinha', 'fala', 'alheio', 'liga', 'pra', 'candinha', 'casa', 'todo', 'mundo', 'bamba', 'todo', 'mundo', 'bebe', 'todo', 'mundo', 'samba', 'casa', 'ninguém', 'liga', 'pra', 'intriga', 'todo', 'mundo', 'xinga', 'todo', 'mundo', 'briga', 'macumba', 'lá', 'casa', 'galinha', 'preta', 'azeite', 'dendê', 'ladainha', 'lá', 'casa', 'reza', 'bonitinha', 'canjiquinha', 'pra', 'comer', 'alguém', 'aflito', 'todo', 'mundo', 'chora', 'todo', 'mundo', 'sofre', 'logo', 'reza', 'pra', 'benedito', 'pra', 'senhora', 'pra', 'santo', 'onofre', 'alguém', 'cantando', 'todo', 'mundo', 'canta', 'todo', 'mundo', 'dança', 'todo', 'mundo', 'samba', 'ninguém', 'cansa', 'pois', 'casa', 'casa', 'bamba']",PT-BR,https://api.vagalume.com.br/search.php?art= Martinho da Vila &mus=Casa-de-Bamba&apikey=dc668952146a4a25b6d06586e7b69708,aprox
NinguémÉdeNinguém,CaubiPeixoto,"['ninguém', 'ninguém', 'vida', 'tudo', 'passa', 'ninguém', 'ninguém', 'abraça', 'recordação', 'fim', 'ninguém', 'ninguém', 'mundo', 'assim', 'sensação', 'amava', 'fervor', 'ilusão', 'grande', 'amor', 'talvez', 'alguém', 'pensou', 'amor', 'sonhei', 'perdi', 'assim', 'vi', 'vida', 'ninguém', 'ninguém', 'sensação', 'amava', 'fervor', 'ilusão', 'grande', 'amor', 'talvez', 'alguém', 'pensou', 'amor', 'sonhei', 'perdi', 'assimvi', 'vida', 'ninguém', 'ninguém', 'ninguém', 'ninguém']",PT-BR,-,Aproe
