Music,Artist,Text,Language,Url,Search Status,Unnamed: 6
DancingDays,AsFrenéticas,"['abra', 'asas', 'solte', 'feras', 'caia', 'gandaia', 'nessa', 'festa', 'leve', 'vocêee', 'sonho', 'loouuco', 'eu', 'quero', 'ver', 'corpo', 'lindo', 'leve', 'solto', 'gente', 'vezes', 'sente', 'sofre', 'dança', 'querer', 'dançar', 'na', 'festa', 'vale', 'tudo', 'vale', 'ser', 'alguém', 'abra', 'asas', 'solte', 'feras', 'caia', 'gandaia', 'nessa', 'festa', 'leve', 'vocêee', 'sonho', 'loouuco', 'eu', 'quero', 'ver', 'corpo', 'lindo', 'leve', 'solto', 'gente', 'vezes', 'sente', 'sofre', 'dança', 'querer', 'dançar', 'na', 'festa', 'vale', 'tudo', 'vale', 'ser', 'alguém', 'gente', 'vezes', 'sente', 'sofre', 'dança', 'querer', 'dançar', 'na', 'festa', 'vale', 'tudo', 'vale', 'ser', 'alguém', 'dance', 'bem', 'dance', 'mal', 'dance', 'parar', 'dance', 'bem', 'dance', 'saber', 'dançar', 'dance', 'bem', 'dance', 'mal', 'dance', 'parar', 'dance', 'bem', 'dance', 'saber', 'dançar', 'na', 'festa', 'vale', 'tudo', 'vale', 'ser', 'alguém', 'na', 'festa', 'vale', 'tudo', 'vale', 'ser', 'alguém', 'na', 'festa', 'vale', 'tudo', 'vale', 'ser', 'alguém', 'dance', 'bem', 'dance', 'mal', 'dance', 'parar', 'dance', 'bem', 'dance', 'saber', 'dançar', 'dance', 'bem', 'dance', 'mal', 'dance', 'parar', 'dance', 'bem', 'dance', 'saber', 'dançar', 'na', 'festa', 'vale', 'tudo', 'vale', 'ser', 'alguém']",PT-BR,https://api.vagalume.com.br/search.php?art= As Freneticas &mus=Dancing-Days&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
CidadeDoSalvador,EuSóQueroUmXodó,"['que', 'falta', 'sinto', 'bem', 'que', 'falta', 'faz', 'xodó', 'mas', 'ninguém', 'eu', 'levo', 'vida', 'assim', 'tão', 'eu', 'quero', 'amor', 'que', 'acabe', 'sofrer', 'um', 'xodó', 'pra', 'mim', 'do', 'jeito', 'assim', 'que', 'alegre', 'viver', 'que', 'falta', 'sinto', 'bem', 'que', 'falta', 'faz', 'xodó', 'mas', 'ninguém', 'eu', 'levo', 'vida', 'assim', 'tão', 'eu', 'quero', 'amor', 'que', 'acabe', 'sofrer', 'um', 'xodó', 'pra', 'mim', 'do', 'jeito', 'assim', 'que', 'alegre', 'viver']",PT-BR,https://api.vagalume.com.br/search.php?art= Eu So Quero Um Xodo &mus=Cidade-Do-Salvador&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
"MinhaMadrinha,MangueiraQuerida",JairRodrigues,"['tengo-tengo', 'santo', 'antônio', 'chalé', 'minha', 'gente', 'é', 'samba', 'pé', 'vamos', 'tengo-tengo', 'santo', 'antônio', 'chalé', 'minha', 'gente', 'é', 'samba', 'pé', 'noite', 'linda', 'noite', 'bela', 'iremos', 'avenida', 'desfilar', 'passarela', 'nossa', 'senhora', 'noite', 'linda', 'noite', 'bela', 'iremos', 'avenida', 'desfilar', 'passarela', 'o', 'batizado', 'lembrado', 'pelo', 'salgueiro', 'agora', 'alô', 'laurindo', 'alô', 'viola', 'alô', 'mangueira', 'cartola', 'tengo-tengo', 'santo', 'antônio', 'chalé', 'ô', 'gente', 'minha', 'gente', 'é', 'samba', 'pé', 'tengo-tengo', 'santo', 'antônio', 'chalé', 'minha', 'gente', 'é', 'samba', 'pé', 'ô-ô-ô', 'ó', 'senhor', 'foi', 'mangueira', 'estação', 'primeira', 'quem', 'batizou', 'ô-ô-ô', 'ó', 'senhor', 'foi', 'mangueira', 'estação', 'primeira', 'quem', 'batizou', 'o', 'batizado', 'lembrado', 'pelo', 'salgueiro', 'agora', 'alô', 'laurindo', 'alô', 'viola', 'alô', 'mangueira', 'cartola', 'tengo-tengo', 'santo', 'antônio', 'chalé', 'ô', 'gente', 'minha', 'gente', 'é', 'samba', 'pé', 'tengo-tengo', 'santo', 'antônio', 'chalé', 'minha', 'gente', 'é', 'samba', 'pé']",PT-BR,https://api.vagalume.com.br/search.php?art= Jair Rodrigues &mus=Minha-Madrinha-Mangueira-Querida&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
Começardenovo,Simone,"['começar', 'novo', 'contar', 'comigo', 'vai', 'valer', 'pena', 'ter', 'amanhecido', 'ter', 'rebelado', 'ter', 'debatido', 'ter', 'machucado', 'ter', 'sobrevivido', 'ter', 'virado', 'mesa', 'ter', 'conhecido', 'ter', 'virado', 'barco', 'ter', 'socorrido', 'começar', 'novo', 'contar', 'comigo', 'vai', 'valer', 'pena', 'ter', 'amanhecido', 'garras', 'sempre', 'tão', 'seguras', 'fantasma', 'moldura', 'escoras', 'domínio', 'esporas', 'fascínio', 'começar', 'novo', 'contar', 'comigo', 'vai', 'valer', 'pena', 'ter', 'amanhecido', 'garras', 'sempre', 'tão', 'seguras', 'fantasma', 'moldura', 'escoras', 'domínio', 'esporas', 'fascínio', 'começar', 'novo', 'contar', 'comigo', 'vai', 'valer', 'pena', 'ter', 'esquecido']",PT-BR,https://api.vagalume.com.br/search.php?art= Simone &mus=Comecar-de-novo&apikey=dc668952146a4a25b6d06586e7b69708,exact,
FlordeLis,Djavan,"['valei-me', 'deus', 'é', 'fim', 'amor', 'perdoa', 'favor', 'eu', 'sei', 'erro', 'aconteceu', 'mas', 'sei', 'fez', 'tudo', 'mudar', 'vez', 'onde', 'errei', 'eu', 'sei', 'amei', 'que', 'amei', 'amei', 'amei', 'será', 'talvez', 'que', 'ilusão', 'foi', 'dar', 'coração', 'com', 'toda', 'força', 'pra', 'moça', 'me', 'fazer', 'feliz', 'destino', 'quis', 'me', 'ver', 'raiz', 'de', 'flor', 'lis', 'assim', 'vi', 'nosso', 'amor', 'poeira', 'poeira', 'morto', 'beleza', 'fria', 'maria', 'jardim', 'vida', 'ressecou', 'morreu', 'do', 'pé', 'brotou', 'maria', 'nem', 'margarida', 'nasceu', 'jardim', 'vida', 'ressecou', 'morreu', 'do', 'pé', 'brotou', 'maria', 'nem', 'margarida', 'nasceu', '©', 'bmg', 'music', 'publishing', 'brasil']",PT-BR,https://api.vagalume.com.br/search.php?art= Djavan &mus=Flor-de-Lis&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Perigosa,AsFreneticas,"['eu', 'sei', 'bonita', 'gostosa', 'sei', 'olha', 'quer', 'eu', 'fera', 'pele', 'macia', 'cuidado', 'garoto', 'perigosa', 'eu', 'veneno', 'doce', 'boca', 'eu', 'demônio', 'guardado', 'peito', 'eu', 'faca', 'brilho', 'olhos', 'eu', 'louca', 'dentro', 'mim', 'eu', 'sei', 'bonita', 'gostosa', 'sei', 'olha', 'quer', 'eu', 'fera', 'pele', 'macia', 'cuidado', 'garoto', 'perigosa', 'eu', 'posso', 'dar', 'pouco', 'fogo', 'eu', 'posso', 'prender', 'escravo', 'eu', 'faço', 'feliz', 'medo', 'eu', 'vou', 'fazer', 'ficar', 'louco', 'muito', 'louco', 'louco', 'dentro', 'mim']",PT-BR,https://api.vagalume.com.br/search.php?art= As Freneticas &mus=Perigosa&apikey=dc668952146a4a25b6d06586e7b69708,exact,
JesusCristo,RpbertoCarlos,"['jesús', 'cristo', 'jesús', 'cristo', 'jesús', 'cristo', 'yo', 'estoy', 'aquí', 'jesús', 'cristo', 'jesús', 'cristo', 'jesús', 'cristo', 'yo', 'estoy', 'aquí', 'jesús', 'cristo', 'jesús', 'cristo', 'jesús', 'cristo', 'yo', 'estoy', 'aquí', 'miro', 'al', 'cielo', 'why', 'veo', 'una', 'nube', 'blanca', 'que', 'pasando', 'miro', 'al', 'tierra', 'why', 'veo', 'una', 'multitud', 'caminando', 'como', 'esa', 'nube', 'blanca', 'esa', 'gente', 'sabe', 'adónde', 'va', 'quién', 'les', 'podrá', 'decir', 'el', 'camino', 'cierto', 'es', 'nuentro', 'señor', 'jesús', 'cristo', 'jesús', 'cristo', 'jesús', 'cristo', 'yo', 'estoy', 'aquí', 'jesús', 'cristo', 'jesús', 'cristo', 'jesús', 'cristo', 'yo', 'estoy', 'aquí', 'toda', 'esa', 'multitud', 'en', 'el', 'pecho', 'lleva', 'el', 'amor', 'why', 'paz', 'why', 'pesar', 'todo', 'la', 'esperanza', 'aumenta', 'más', 'mirando', 'la', 'flor', 'nace', 'en', 'suelo', 'de', 'aquél', 'tiene', 'amor', 'miro', 'al', 'cielo', 'why', 'siento', 'aumentar', 'la', 'fé', 'en', 'mi', 'salvador', 'jesús', 'cristo', 'jesús', 'cristo', 'jesús', 'cristo', 'yo', 'estoy', 'aquí', 'jesús', 'cristo', 'jesús', 'cristo', 'jesús', 'cristo', 'yo', 'estoy', 'aquí', 'jesús', 'cristo', 'jesús', 'cristo', 'jesús', 'cristo', 'yo', 'estoy', 'aquí', 'en', 'cada', 'esquina', 'veo', 'el', 'mirar', 'perdido', 'un', 'hermano', 'en', 'busca', 'del', 'mismo', 'bien', 'con', 'la', 'misma', 'fé', 'viene', 'caminando', 'es', 'mi', 'deseo', 'ver', 'aumentando', 'siempre', 'esa', 'procisión', 'para', 'todos', 'canten', 'en', 'una', 'voz', 'oración', 'jesús', 'cristo', 'jesús', 'cristo', 'jesús', 'cristo', 'yo', 'estoy', 'aquí', 'jesús', 'cristo', 'jesús', 'cristo', 'jesús', 'cristo', 'yo', 'estoy', 'aquí', 'jesús', 'cristo', 'jesús', 'cristo', 'jesús', 'cristo', 'yo', 'estoy', 'aquí', 'jesús', 'cristo', 'jesús', 'cristo', 'jesús', 'cristo', 'yo', 'estoy', 'aquí', 'jesús', 'cristo', 'jesús', 'cristo', 'jesús', 'cristo', 'yo', 'estoy', 'aquí', 'jesús', 'cristo', 'jesús', 'cristo', 'jesús', 'cristo', 'yo', 'estoy', 'aquí']",PT-BR,https://api.vagalume.com.br/search.php?art= Rpberto Carlos &mus=Jesus-Cristo&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
Gita,RaulSeixas,"['eu', 'andei', 'quatro', 'cantos', 'mundo', 'procurando', 'justamente', 'sonho', 'ele', 'falou', 'às', 'vezes', 'pergunta', 'por', 'tão', 'calado', 'não', 'falo', 'amor', 'quase', 'nada', 'nem', 'fico', 'sorrindo', 'lado', 'você', 'pensa', 'mim', 'toda', 'hora', 'me', 'come', 'cospe', 'deixa', 'talvez', 'entenda', 'mas', 'hoje', 'vou', 'mostrar', 'eu', 'luz', 'estrelas', 'eu', 'cor', 'luar', 'eu', 'coisas', 'vida', 'eu', 'medo', 'amar', 'eu', 'medo', 'fraco', 'força', 'imaginação', 'o', 'blefe', 'jogador', 'eu', 'vou', 'gita', 'gita', 'gita', 'gita', 'gita', 'eu', 'sacrifício', 'placa', 'contra-mão', 'o', 'sangue', 'olhar', 'vampiro', 'juras', 'maldição', 'eu', 'vela', 'acende', 'eu', 'luz', 'apaga', 'eu', 'beira', 'abismo', 'eu', 'tudo', 'nada', 'por', 'pergunta', 'perguntas', 'vão', 'mostrar', 'que', 'feito', 'terra', 'do', 'fogo', 'água', 'ar', 'você', 'todo', 'dia', 'mas', 'sabe', 'bom', 'ruim', 'mas', 'saiba', 'mas', 'mim', 'das', 'telhas', 'telhado', 'pesca', 'pescador', 'letra', 'nome', 'dos', 'sonhos', 'amor', 'eu', 'dona', 'casa', 'nos', 'pegue-pagues', 'mundo', 'eu', 'mão', 'carrasco', 'sou', 'raso', 'largo', 'profundo', 'gita', 'gita', 'gita', 'gita', 'gita', 'eu', 'mosca', 'sopa', 'dente', 'tubarão', 'eu', 'olhos', 'cego', 'cegueira', 'visão', 'mas', 'amargo', 'língua', 'mãe', 'pai', 'avô', 'o', 'filho', 'ainda', 'veio', 'o', 'início', 'fim', 'meio', 'eu', 'início', 'fim', 'meio']",PT-BR,https://api.vagalume.com.br/search.php?art= Raul Seixas &mus=Gita&apikey=dc668952146a4a25b6d06586e7b69708,exact,
MeuCaroAmigo,ChicoBuarque,"['meu', 'caro', 'amigo', 'perdoe', 'favor', 'se', 'faço', 'visita', 'mas', 'agora', 'apareceu', 'portador', 'mando', 'notícias', 'nessa', 'fita', 'aqui', 'terra', 'jogando', 'futebol', 'tem', 'samba', 'choro', 'rock', 'n', 'roll', 'uns', 'dias', 'chove', 'noutros', 'dias', 'bate', 'sol', 'mas', 'quero', 'dizer', 'coisa', 'aqui', 'tá', 'preta', 'muita', 'mutreta', 'pra', 'levar', 'situação', 'que', 'gente', 'vai', 'levando', 'teimoso', 'pirraça', 'gente', 'vai', 'tomando', 'cachaça', 'ninguém', 'segura', 'rojão', 'meu', 'caro', 'amigo', 'pretendo', 'provocar', 'nem', 'atiçar', 'saudades', 'mas', 'acontece', 'posso', 'furtar', 'contar', 'novidades', 'aqui', 'terra', 'jogando', 'futebol', 'tem', 'samba', 'choro', 'rock', 'n', 'roll', 'uns', 'dias', 'chove', 'noutros', 'dias', 'bate', 'sol', 'mas', 'quero', 'dizer', 'coisa', 'aqui', 'tá', 'preta', 'é', 'pirueta', 'pra', 'cavar', 'ganha-pão', 'que', 'gente', 'vai', 'cavando', 'birra', 'sarro', 'gente', 'vai', 'fumando', 'cigarro', 'ninguém', 'segura', 'rojão', 'meu', 'caro', 'amigo', 'quis', 'telefonar', 'mas', 'tarifa', 'graça', 'eu', 'ando', 'aflito', 'pra', 'fazer', 'ficar', 'par', 'tudo', 'passa', 'aqui', 'terra', 'jogando', 'futebol', 'tem', 'samba', 'choro', 'rock', 'n', 'roll', 'uns', 'dias', 'chove', 'noutros', 'dias', 'bate', 'sol', 'mas', 'quero', 'dizer', 'coisa', 'aqui', 'tá', 'preta', 'muita', 'careta', 'pra', 'engolir', 'transação', 'gente', 'tá', 'engolindo', 'cada', 'sapo', 'caminho', 'gente', 'vai', 'amando', 'carinho', 'ninguém', 'segura', 'rojão', 'meu', 'caro', 'amigo', 'bem', 'queria', 'escrever', 'mas', 'correio', 'andou', 'arisco', 'se', 'permitem', 'vou', 'tentar', 'remeter', 'notícias', 'frescas', 'nesse', 'disco', 'aqui', 'terra', 'jogando', 'futebol', 'tem', 'samba', 'choro', 'rock', 'n', 'roll', 'uns', 'dias', 'chove', 'noutros', 'dias', 'bate', 'sol', 'mas', 'quero', 'dizer', 'coisa', 'aqui', 'tá', 'preta', 'marieta', 'manda', 'beijo', 'um', 'beijo', 'família', 'cecília', 'crianças', 'o', 'francis', 'aproveita', 'pra', 'mandar', 'lembranças', 'todo', 'pessoal', 'adeus', '©', 'by', 'trevo', 'editora', 'musical', 'ltda']",PT-BR,https://api.vagalume.com.br/search.php?art= Chico Buarque &mus=Meu-Caro-Amigo&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
GostavaTantodeVoce,TimMaia,"['não', 'sei', 'porque', 'quantas', 'saudades', 'senti', 'tristezas', 'vou', 'viver', 'adeus', 'pude', 'dar', 'você', 'marcou', 'vida', 'viveu', 'morreu', 'na', 'história', 'chego', 'ter', 'medo', 'futuro', 'solidão', 'que', 'porta', 'bate', 'gostava', 'tanto', 'gostava', 'tanto', 'eu', 'corro', 'fujo', 'desta', 'sombra', 'sonho', 'vejo', 'passado', 'parede', 'quarto', 'ainda', 'retrato', 'não', 'quero', 'ver', 'pra', 'lembrar', 'pensei', 'mudar', 'lugar', 'qualquer', 'exista', 'o', 'pensamento', 'gostava', 'tanto', 'gostava', 'tanto', 'não', 'sei', 'porque', 'quantas', 'saudades', 'senti', 'tristezas', 'vou', 'viver', 'adeus', 'pude', 'dar', 'você', 'marcou', 'vida', 'viveu', 'morreu', 'na', 'história', 'chego', 'ter', 'medo', 'futuro', 'solidão', 'que', 'porta', 'bate', 'gostava', 'tanto', 'gostava', 'tanto', 'eu', 'corro', 'fujo', 'desta', 'sombra', 'sonho', 'vejo', 'passado', 'parede', 'quarto', 'ainda', 'retrato', 'não', 'quero', 'ver', 'pra', 'lembrar', 'pensei', 'mudar', 'lugar', 'qualquer', 'exista', 'o', 'pensamento', 'gostava', 'tanto', 'gostava', 'tanto']",PT-BR,https://api.vagalume.com.br/search.php?art= Tim Maia &mus=Gostava-Tanto-de-Voce&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
CharlieBrown,BenitoDiPaula,"['eh', 'meu', 'amigo', 'charlie', 'eh', 'meu', 'amigo', 'charlie', 'brown', 'charlie', 'brown', 'se', 'quiser', 'vou', 'mostrar', 'são', 'paulo', 'terra', 'garoa', 'se', 'quiser', 'vou', 'mostrar', 'bahia', 'caetano', 'gente', 'boa', 'se', 'quiser', 'vou', 'mostrar', 'lebre', 'bonita', 'imperial', 'se', 'quiser', 'vou', 'mostrar', 'meu', 'rio', 'janeiro', 'carnaval', 'eh', 'meu', 'amigo', 'charlie', 'eh', 'meu', 'amigo', 'charlie', 'brown', 'charlie', 'brown', 'se', 'quiser', 'vou', 'mostrar', 'vinícius', 'moraes', 'som', 'jorge', 'ben', 'se', 'quiser', 'vou', 'mostrar', 'torcida', 'flamengo', 'coisa', 'igual', 'eh', 'meu', 'amigo', 'charlie', 'eh', 'meu', 'amigo', 'charlie', 'brown', 'charlie', 'brown', 'se', 'quiser', 'vou', 'mostrar', 'luiz', 'gonzaga', 'rei', 'baião', 'se', 'quiser', 'vou', 'mostrar', 'brasil', 'ponta', 'ponta', 'coração']",PT-BR,https://api.vagalume.com.br/search.php?art= Benito Di Paula &mus=Charlie-Brown&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
ANoiteVaiChegar,LadyZu,"['noite', 'vai', 'chegar', 'meu', 'pensamento', 'tão', 'longe', 'eu', 'sei', 'vou', 'sonhar', 'momentos', 'mundo', 'distante', 'hey', 'hey', 'hey', 'yeah', 'yeah', 'noite', 'vai', 'chegar', 'meu', 'pensamento', 'tão', 'longe', 'eu', 'sei', 'vou', 'sonhar', 'momentos', 'mundo', 'distante', 'hey', 'hey', 'hey', 'vida', 'sempre', 'quis', 'ser', 'feliz', 'mas', 'destino', 'diz', 'o', 'vai', 'acontecer', 'hey', 'hey', 'vida', 'desejei', 'ter', 'sempre', 'lado', 'dizendo', 'que', 'mim', 'pode', 'viver', 'noite', 'vai', 'chegar', 'meu', 'pensamento', 'tão', 'longe', 'eu', 'sei', 'vou', 'sonhar', 'momentos', 'mundo', 'distante', 'hey', 'hey', 'hey', 'yeah', 'yeah', 'noite', 'vai', 'chegar', 'meu', 'pensamento', 'tão', 'longe', 'eu', 'sei', 'vou', 'sonhar', 'momentos', 'mundo', 'distante', 'hey', 'hey', 'hey', 'já', 'consigo', 'mais', 'esperar', 'tanto', 'assim', 'quero', 'fique', 'comigo', 'vou', 'dar', 'tudo', 'mim', 'hey', 'hey', 'venha', 'medo', 'diga', 'pensa', 'quer', 'diga', 'vida', 'vida', 'se', 'mulher', 'eu', 'sei', 'vou', 'amar', 'não', 'quero', 'olhar']",PT-BR,https://api.vagalume.com.br/search.php?art= Lady Zu &mus=A-Noite-Vai-Chegar&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
OVira,SecoseMolhados,"['o', 'gato', 'preto', 'cruzou', 'estrada', 'passou', 'debaixo', 'escada', 'lá', 'fundo', 'azul', 'noite', 'floresta', 'lua', 'iluminou', 'dança', 'roda', 'festa', 'vira', 'vira', 'vira', 'vira', 'vira', 'vira', 'homem', 'vira', 'vira', 'vira', 'vira', 'lobisomen', 'vira', 'vira', 'vira', 'vira', 'vira', 'vira', 'homem', 'vira', 'vira', 'bailam', 'corujas', 'pirilampos', 'sacis', 'fadas', 'lá', 'fundo', 'azul', 'noite', 'floresta', 'lua', 'iluminou', 'dança', 'roda', 'festa', 'vira', 'vira', 'vira', 'vira', 'vira', 'vira', 'homem', 'vira', 'vira', 'vira', 'vira', 'lobisomen', 'vira', 'vira', 'vira', 'vira', 'vira', 'vira', 'homem', 'vira', 'vira', 'bailam', 'corujas', 'pirilampos', 'sacis', 'fadas', 'lá', 'fundo', 'azul', 'noite', 'floresta', 'lua', 'iluminou', 'dança', 'roda', 'festa', 'vira', 'vira', 'vira', 'vira', 'vira', 'vira', 'homem', 'vira', 'vira', 'vira', 'vira', 'lobisomen', 'vira', 'vira', 'vira', 'vira', 'vira', 'vira', 'homem', 'vira', 'vira']",PT-BR,https://api.vagalume.com.br/search.php?art= Secos e Molhados &mus=O-Vira&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
SeverinaXique-Xique,GenivalLacerda,"['quem', 'conheçe', 'severina', 'xique-xique', 'botou', 'butique', 'vida', 'melhorar', 'pedro', 'caroço', 'filho', 'zé', 'vagamela', 'passa', 'dia', 'esquina', 'fazendo', 'aceno', 'ele', 'tá', 'olho', 'butique', 'ele', 'tá', 'olho', 'butique', 'ele', 'tá', 'olho', 'butique', 'ele', 'tá', 'olho', 'butique', 'antigamente', 'severina', 'coitadinha', 'pobrezinha', 'ninguém', 'quis', 'le', 'namorar', 'mas', 'hoje', 'dia', 'porque', 'butique', 'pensando', 'dar', 'trambique', 'pedro', 'quer', 'paqueirar', 'haih', 'refrão', 'severina', 'dá', 'confiança', 'pedro', 'acho', ""que'la"", 'medo', 'perder', 'arranjou', 'pedro', 'caroço', 'insistente', 'desiste', 'vontade', 'persiste', 'finge', 'apaixonou', 'haih', 'refrão', 'severina', 'filha', 'vai', 'onda', 'pedro', 'olha', 'interesse', 'sabe', 'porquê', 'por', 'botique', 'filha', 'agora', 'querendo', 'sócio', 'olha', 'aqui', 'babá', 'hahahahai', 'passa-lá', 'severina', 'lá', 'ta', 'tão', 'bonzinho', 'agora', 'oh', 'deus', 'xau', 'refrão', 'o', 'severina', 'resolve', 'filha', 'se', 'quiser', 'pisiu', 'passa-lá', 'hahai', 'ai', 'jesus', 'olha', 'vier', 'loira', 'dona', 'graça', 'ta', 'lá', 'hiheiiehee', 'ai', 'xau']",PT-BR,https://api.vagalume.com.br/search.php?art= Genival Lacerda &mus=Severina-Xique-Xique&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Umavidasó(Paredetomarapilula),OdairJosé,"['já', 'sei', 'quanto', 'tempo', 'nossa', 'vida', 'vida', 'nada', 'nossos', 'dias', 'vão', 'passando', 'sempre', 'deixando', 'tudo', 'pra', 'todo', 'dia', 'gente', 'ama', 'mais', 'quer', 'deixar', 'nascer', 'o', 'fruto', 'desse', 'amor', 'não', 'entende', 'preciso', 'ter', 'alguém', 'vida', 'seja', 'você', 'diz', 'adora', 'que', 'tudo', 'nessa', 'vida', 'então', 'quero', 'ver', 'esperando', 'filho', 'então', 'quero', 'ver', 'esperando', 'filho', 'pare', 'tomar', 'pílula', 'pare', 'tomar', 'pílula', 'pare', 'tomar', 'pílula', 'porque', 'deixa', 'filho', 'nascer', 'pare', 'tomar', 'pílula', 'pare', 'tomar', 'pílula', 'pare', 'tomar', 'pílula', 'porque', 'deixa', 'filho', 'nascer', 'pare', 'tomar', 'pílula', 'pare', 'tomar', 'pílula', 'pare', 'tomar', 'pílula', 'porque', 'deixa', 'filho', 'nascer', 'você', 'diz', 'adora', 'que', 'tudo', 'nessa', 'vida', 'então', 'quero', 'ver', 'esperando', 'filho', 'então', 'quero', 'ver', 'esperando', 'filho', 'pare', 'tomar', 'pílula', 'pare', 'tomar', 'pílula', 'pare', 'tomar', 'pílula', 'porque', 'deixa', 'filho', 'nascer', 'pare', 'tomar', 'pílula', 'pare', 'tomar', 'pílula', 'pare', 'tomar', 'pílula', 'porque', 'deixa', 'filho', 'nascer', 'pare', 'tomar', 'pílula', 'pare', 'tomar', 'pílula', 'pare', 'tomar', 'pílula', 'porque', 'deixa', 'filho', 'nascer']",PT-BR,https://api.vagalume.com.br/search.php?art= Odair Jose &mus=Uma-vida-so-(Pare-de-tomar-a-pilula)&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
Moça,Wando,"['moça', 'espere', 'amanhã', 'levo', 'coração', 'pronto', 'pra', 'entregar', 'moça', 'moça', 'prometo', 'viro', 'avesso', 'só', 'pra', 'abraçar', 'moça', 'sei', 'pura', 'teu', 'passado', 'tão', 'forte', 'pode', 'machucar', 'moça', 'dobre', 'mangas', 'tempo', 'jogue', 'sentimento', 'todo', 'mãos', 'eu', 'quero', 'enrolar', 'cabelos', 'abraçar', 'corpo', 'inteiro', 'morrer', 'amor', 'amor', 'perder']",PT-BR,https://api.vagalume.com.br/search.php?art= Wando &mus=Moca&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Voufestejar,BethCarvalho,"['chora', 'vou', 'ligar', 'chegou', 'hora', 'vais', 'pagar', 'pode', 'chorar', 'pode', 'chorar', 'és', 'castigo', 'brigou', 'comigo', 'sem', 'ter', 'vou', 'festejar', 'vou', 'festejar', 'o', 'sofrer', 'penar', 'você', 'pagou', 'traição', 'sempre', 'deu', 'mão', 'você', 'pagou', 'traição', 'sempre', 'deu', 'mão']",PT-BR,https://api.vagalume.com.br/search.php?art= Beth Carvalho &mus=Vou-festejar&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
