Music,Artist,Text,Language,Url,Search Status,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
Lôrabúrra,GabrieloPensador,"['existem', 'mulheres', 'beleza', 'mas', 'abrem', 'boca', 'hmm', 'tristeza', 'não', 'hálito', 'apodrece', 'ar', 'o', 'problema', 'falam', 'dá', 'pra', 'agüentar', 'nada', 'cabeça', 'personalidade', 'fraca', 'tem', 'feminilidade', 'sensualidade', 'vaca', 'produzidas', 'roupinhas', 'estação', 'que', 'viram', 'anúncio', 'televisão', 'milhões', 'pessoas', 'transitam', 'ruas', 'conhecemos', 'facilmente', 'tipo', 'perua', 'bundinha', 'empinada', 'pra', 'mostrar', 'bonita', 'cabeça', 'parafinada', 'pra', 'ficar', 'igual', 'paquita', 'lôira', 'búrra', 'lôira', 'búrra', 'lôira', 'búrra', 'lôira', 'búrra', 'elas', 'toda', 'parte', 'rio', 'janeiro', 'vezes', 'interrogo', 'tão', 'mundo', 'inteiro', 'à', 'procura', 'carros', 'à', 'procura', 'dinheiro', 'o', 'lugar', 'dessas', 'cadelas', 'puteiro', 'só', 'preocupam', 'chamar', 'atenção', 'não', 'idéias', 'burrão', 'não', 'pensam', 'nada', 'só', 'querem', 'badalar', 'estar', 'moda', 'tirar', 'onda', 'beber', 'fumar', 'cadelinhas', 'boate', 'ratinhas', 'praia', 'apenas', 'otários', 'aturam', 'laia', 'enquanto', 'playboy', 'dá', 'dinheiro', 'atenção', 'eu', 'saio', 'pra', 'ser', 'ricardão', 'lôrabúrra', 'lôrabúrra', 'lôrabúrra', 'lôrabúrra', 'não', 'machista', 'exigente', 'talvez', 'mas', 'quero', 'mulheres', 'inteligentes', 'não', 'vocês', 'puro', 'retrato', 'falsidade', 'desculpa', 'amor', 'mas', 'prefiro', 'mulher', 'verdade', 'você', 'medíocre', 'ainda', 'sim', 'orgulhosa', 'lôraburra', 'não', 'tá', 'nada', 'tá', 'prosa', 'jeito', 'forçado', 'falar', 'deprimente', 'já', 'entendi', 'problema', 'vocês', 'tão', 'carentes', 'mas', 'vou', 'usar', 'você', 'nada', 'pra', 'mim', 'hmm', 'amor', 'foi', 'bom', 'pra', 'ah', 'deixa', 'dormir', 'pra', 'dar', 'atenção', 'pra', 'sabe', 'conversar', 'pra', 'falar', 'sobre', 'tempo', 'sobre', 'mar', 'não', 'eu', 'prefiro', 'dormir', 'sai', 'daqui', 'eu', 'bem', 'claro', 'vou', 'repetir', 'pra', 'voce', 'entender', 'vou', 'ser', 'ate', 'direto', 'lôrabúrra', 'cê', 'passa', 'mulher-objeto', 'lôrabúrra', 'lôrabúrra', 'lôrabúrra', 'lôrabúrra', 'escravas', 'moda', 'todas', 'iguais', 'cabelos', 'sorrisos', 'gestos', 'artificiais', 'idéias', 'banais', 'dizem', 'racionais', 'mulheres', 'vulgares', 'uma', 'noite', 'nada', 'lôrabúrra', 'vulgar', 'sim', 'seus', 'valores', 'deturpados', 'leviana', 'pensa', 'tudo', 'engana', 'frágil', 'cabecinha', 'porcelana', 'filosofia', 'ser', 'bonita', 'gostosa', 'fora', 'disso', 'sebosa', 'tapada', 'preconceituosa', 'seus', 'lindos', 'peitos', 'merecem', 'respeito', 'marionetes', 'alienadas', 'têm', 'jeito', 'eu', 'agressivo', 'contundente', 'talvez', 'o', 'pensador', 'dá', 'valor', 'mulheres', 'mas', 'vocês', 'puro', 'retrato', 'falsidade', 'desculpa', 'amor', 'mas', 'prefiro', 'mulher', 'verdade', 'lôrabúrra', 'lôrabúrra', 'lôrabúrra', 'lôrabúrra', 'é', 'problema', 'tá', 'cabelo', 'tá', 'cabeca', 'não', 'esqueça', 'nem', 'todas', 'sócias', 'farmácia', 'lorácia', 'tem', 'muita', 'lôrabúrra', 'cabelo', 'preto', 'castanho', 'aí', 'é', 'lôrabúrra', 'morena', 'ruiva', 'preta', 'lôrabúrra', 'careca', 'lôrabúrra', 'natural', 'loraça', 'belzebúrra', 'cada', 'lôrabúrra', 'jeito', 'todas', 'sao', 'iguais', 'cê', 'tá', 'entendendo', 'eu', 'gosto', 'mulher', 'lôira', 'búrra', 'lôria', 'búrra', 'lôria', 'búrra', 'lôria', 'búrra']",PT-BR,https://api.vagalume.com.br/search.php?art= Gabriel o Pensador &mus=Loraburra&apikey=dc668952146a4a25b6d06586e7b69708,exact,,,,,,,,,,,,,,
Penseemmim,LeandroeLeonardo,"['vez', 'ficar', 'pensando', 'nele', 'vez', 'viver', 'chorando', 'pensa', 'mim', 'chore', 'mim', 'liga', 'pra', 'mim', 'não', 'liga', 'pra', 'pra', 'não', 'chore', 'se', 'lembre', 'tempo', 'amo', 'amo', 'amo', 'quero', 'fazer', 'feliz', 'vamos', 'pegar', 'primeiro', 'avião', 'com', 'destino', 'felicidade', 'felicidade', 'pra', 'mim']",PT-BR,https://api.vagalume.com.br/search.php?art= Leandro e Leonardo &mus=Pense-em-mim&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
Eumeamarrei,JoãoPauloeDaniel,"['eu', 'amarrei', 'eu', 'amarrei', 'eu', 'amarrei', 'no', 'coração', 'eu', 'amarrei', 'eu', 'amarrei', 'eu', 'amarrei', 'tô', 'amarrado', 'nessa', 'paixão', 'ela', 'agarra', 'num', 'chamêgo', 'tão', 'gostoso', 'o', 'corpo', 'pega', 'fogo', 'é', 'demais', 'mulher', 'chora', 'sanfona', 'aqui', 'grudado', 'nela', 'noite', 'inteira', 'rela', 'rela', 'quer', 'eu', 'ganho', 'beijo', 'num', 'cantinho', 'escondidinho', 'fala', 'bem', 'baixinho', 'seu', 'desejo', 'mulher', 'suor', 'pingando', 'feito', 'tampa', 'panela', 'xonado', 'gamado', 'nela', 'quer', '<', 'por', 'raviera', '>']",PT-BR,https://api.vagalume.com.br/search.php?art= Joao Paulo e Daniel &mus=Eu-me-amarrei&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
SemMedodeSerFeliz,ZezéDiCamargoeLuciano,"['tira', 'paixão', 'cabeça', 'tira', 'tristeza', 'olhar', 'já', 'faz', 'sentido', 'busca', 'já', 'vale', 'pena', 'chorar', 'tempo', 'perdido', 'amor', 'bandido', 'fez', 'final', 'história', 'rumo', 'vez', 'rio', 'busca', 'mar', 'vem', 'procurar', 'encontra', 'peito', 'amor', 'q', 'quis', 'dar', 'então', 'viaja', 'corpo', 'medo', 'ser', 'feliz', 'dou', 'amor', 'faço', 'amor', 'nunca', 'fiz', 'refrão', 'perco', 'cabeça', 'queimo', 'fogo', 'eu', 'juizo', 'faço', 'jogo', 'sou', 'brinquedo', 'presente', 'caiu', 'ceu', 'faço', 'tudo', 'pra', 'agradar', 'dorme', 'braços', 'faço', 'sonhar', 'mas', 'amanheceu', 'ja', 'esqueceu', 'mais', 'vez', 'vai', 'leva', 'pedaço', 'mim', 'mais', 'vez', 'vou', 'ficar', 'esperando', 'aqui', 'repete', 'refrao']",PT-BR,https://api.vagalume.com.br/search.php?art= Zeze Di Camargo e Luciano &mus=Sem-Medo-de-Ser-Feliz&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
RecadoaMinhaAmada,Katinguelê,"['lua', 'vai', 'iluminar', 'pensamentos', 'falar', 'pra', 'vivo', 'viver', 'pior', 'castigo', 'va', 'dizer', 'vou', 'sentir', 'saudades', 'dos', 'velhos', 'tempos', 'felicidade', 'reinava', 'pensamentos', 'lua', 'lua', 'vai', 'dizer', 'que', 'paz', 'depende', 'vontade', 'bondade', 'vinda', 'dessa', 'moça', 'perdoar', 'sentimentos', 'lua', 'ora', 'vá', 'dizer', 'que', 'mim', 'felicidade', 'que', 'moço', 'igual', 'cidade', 'mande', 'recado', 'amada', 'lua', 'vai']",PT-BR,https://api.vagalume.com.br/search.php?art= Katinguele &mus=Recado-a-Minha-Amada&apikey=dc668952146a4a25b6d06586e7b69708,exact,,,,,,,,,,,,,,
Lávemonegão,CravoeCanella,"['lá', 'vem', 'negão', 'cheio', 'paixão', 'te', 'catá', 'catá', 'catá', 'querendo', 'ganhar', 'todas', 'menininhas', 'nem', 'coroa', 'perdoa', 'fungou', 'cangote', 'da', 'linda', 'morena', 'te', 'catá', 'catá', 'catá', 'loirinha', 'cafungada', 'negão', 'é', 'problema', 'loirinha', 'cafungada', 'negão', 'é', 'problema', 'se', 'ninguém', 'soube', 'amar', 'pode', 'preparar', 'chegou', 'salvação', 'só', 'alegria', 'pode', 'arrumar', 'que', 'chegou', 'negão', 'mas', 'compromissada', 'é', 'melhor', 'vacilar', 'basta', 'sorriso', 'olhar', 'para', 'negão', 'catar', 'lá', 'vem', 'negão', 'cheio', 'paixão', 'te', 'catá', 'catá', 'catá', 'querendo', 'ganhar', 'todas', 'menininhas', 'nem', 'coroa', 'perdoa', 'fungou', 'cangote', 'da', 'linda', 'morena', 'te', 'catá', 'catá', 'catá', 'loirinha', 'cafungada', 'negão', 'é', 'problema', 'loirinha', 'cafungada', 'negão', 'é', 'problema', 'vem', 'negão', 'vem', 'depressa', 'é', 'mulherio', 'gritar', 'vem', 'negão', 'hora', 'vamos', 'deitar', 'rolar', 'na', 'praia', 'rua', 'supermercado', 'na', 'feira', 'maior', 'curtição', 'as', 'garotinhas', 'vem', 'requebrando', 'pra', 'ficar', 'negão']",PT-BR,https://api.vagalume.com.br/search.php?art= Cravo e Canella &mus=La-vem-o-negao&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
CartãoPostal,Olodum,"['pelourinho', 'pelourinho', 'pelourinho', 'sim', 'pelourinho', 'olha', 'cara', 'bis', 'você', 'fica', 'toa', 'tem', 'muita', 'gente', 'boa', 'bis', 'aqui', 'tudo', 'mudou', 'são', 'quinze', 'anos', 'brilhou', 'bis', 'olodum', 'filhos', 'sol', 'reluz', 'seduz', 'amor', 'bis', 'negros', 'conscientizados', 'cantam', 'tocam', 'pelô', 'bis', 'pelourinho', 'primeiro', 'mundo', 'cartão', 'postal', 'salvador', 'bis', 'passa', 'lá', 'passa', 'lá', 'passa', 'lá', 'vou', 'passa', 'lá', 'passa', 'lá', 'passa', 'lá', 'pelô', 'bis']",PT-BR,https://api.vagalume.com.br/search.php?art= Olodum &mus=Cartao-Postal&apikey=dc668952146a4a25b6d06586e7b69708,exact,,,,,,,,,,,,,,
ChorandoSeFoi,Kaoma,"['chorando', 'dia', 'fez', 'chorar', 'chorando', 'dia', 'fez', 'chorar', 'chorando', 'estará', 'lembrar', 'amor', 'que', 'dia', 'soube', 'cuidar', 'chorando', 'estará', 'lembrar', 'amor', 'que', 'dia', 'soube', 'cuidar', 'recordação', 'vai', 'estar', 'aonde', 'recordação', 'vai', 'estar', 'pra', 'sempre', 'aonde', 'dança', 'sol', 'mar', 'guardarei', 'olhar', 'o', 'amor', 'faz', 'perder', 'encontrar', 'lambando', 'estarei', 'lembrar', 'amor', 'por', 'dia', 'instante', 'rei', 'recordação', 'vai', 'estar', 'aonde', 'recordação', 'vai', 'estar', 'pra', 'sempre', 'aonde', 'chorando', 'estara', 'lembrar', 'amor', 'que', 'dia', 'nao', 'soube', 'cuidar', 'canção', 'riso', 'dor', 'melodia', 'amor', 'um', 'momento', 'fica', 'ar']",PT-BR,https://api.vagalume.com.br/search.php?art= Kaoma &mus=Chorando-Se-Foi&apikey=dc668952146a4a25b6d06586e7b69708,exact,,,,,,,,,,,,,,
Swingdacor,DanielaMercury,"['não', 'abandone', 'desespere', 'porque', 'posso', 'ficar', 'bis', 'porque', 'posso', 'ficar', 'ficar', 'ver', 'vem', 'pro', 'swing', 'cor', 'relaxar', 'calor', 'sabe', 'amarrar', 'vem', 'sorriso', 'pequeno', 'no', 'beijo', 'veneno', 'está', 'querendo', 'apaixonar', 'te', 'curupaco', 'kioiô', 'eu', 'muzenza', 'larauê', 'te', 'curupaco', 'kioiô', 'eu', 'muzenza', 'larauê', 'aia', 'ulêlêlê', 'lêlê', 'aia', 'ulêlêlê', 'lêlê', 'aia']",PT-BR,https://api.vagalume.com.br/search.php?art= Daniela Mercury &mus=Swing-da-cor&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
EssaTalLiberdade,SóPraContrariar,"['o', 'vou', 'fazer', 'tal', 'liberdade', 'se', 'solidão', 'pensando', 'eu', 'nunca', 'imaginei', 'sentir', 'tanta', 'saudade', 'meu', 'coração', 'sabe', 'esquecer', 'eu', 'andei', 'errado', 'pisei', 'bola', 'troquei', 'amava', 'ilusão', 'mas', 'gente', 'aprende', 'vida', 'escola', 'não', 'assim', 'acaba', 'grande', 'paixão', 'quero', 'abraçar', 'quero', 'beijar', 'te', 'desejo', 'noite', 'dia', 'quero', 'prender', 'todo', 'você', 'tudo', 'queria', 'o', 'vou', 'fazer', 'fim', 'tarde', 'pra', 'onde', 'quer', 'olhe', 'lembro', 'não', 'sei', 'fico', 'aqui', 'mudo', 'cidade', 'sinceramente', 'amor', 'sei', 'fazer', 'eu', 'andei', 'errado', 'pisei', 'bola', 'achei', 'melhor', 'cantar', 'outra', 'canção', 'mas', 'gente', 'aprende', 'vida', 'escola', 'eu', 'troco', 'liberdade', 'perdão', 'quero', 'abraçar', 'quero', 'beijar', 'te', 'desejo', 'noite', 'dia', 'quero', 'prender', 'todo', 'você', 'tudo', 'queria']",PT-BR,https://api.vagalume.com.br/search.php?art= So Pra Contrariar &mus=Essa-Tal-Liberdade&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
Catedral,ZéliaDuncan,"['o', 'deserto', 'que', 'atravessei', 'ninguém', 'viu', 'passar', 'estranha', 'nem', 'pude', 'ver', 'que', 'céu', 'maior', 'tentei', 'dizer', 'vi', 'tão', 'longe', 'chegar', 'mas', 'perto', 'algum', 'lugar', 'é', 'deserto', 'onde', 'encontrei', 'você', 'viu', 'passar', 'correndo', 'nem', 'pude', 'ver', 'que', 'tempo', 'maior', 'olhei', 'pra', 'mim', 'me', 'vi', 'assim', 'tão', 'perto', 'chegar', 'onde', 'no', 'silêncio', 'catedral', 'um', 'templo', 'mim', 'onde', 'possa', 'ser', 'imortal', 'mas', 'vai', 'existir', 'eu', 'sei', 'vai', 'ter', 'existir', 'vai', 'resistir', 'lugar', 'solidão', 'quem', 'pode', 'evitar', 'te', 'encontro', 'enfim', 'meu', 'coração', 'secular', 'sonha', 'deságua', 'dentro', 'mim', 'amanhã', 'devagar', 'me', 'diz', 'como', 'voltar', 'se', 'disser', 'que', 'amor', 'não', 'vou', 'mentir', 'pra', 'mim', 'se', 'disser', 'deixa', 'pra', 'não', 'sempre', 'assim', 'tentei', 'dizer', 'mas', 'vi', 'tão', 'longe', 'chegar', 'mas', 'perto', 'algum', 'lugar']",PT-BR,https://api.vagalume.com.br/search.php?art= Zelia Duncan &mus=Catedral&apikey=dc668952146a4a25b6d06586e7b69708,exact,,,,,,,,,,,,,,
TomaJuízo,ZezéDiCamargoeLuciano,"['hoje', 'aqui', 'vim', 'falar', 'mim', 'preciso', 'refazer', 'vida', 'não', 'quero', 'ser', 'estrada', 'salvação', 'madrugada', 'hoje', 'aqui', 'vai', 'ter', 'decidir', 'cansei', 'ter', 'metade', 'eu', 'quero', 'amor', 'corpo', 'inteiro', 'amor', 'maior', 'mundo', 'verdadeiro', 'toma', 'cuidado', 'vida', 'muda', 'jogo', 'repente', 'toma', 'juízo', 'me', 'ajude', 'consertar', 'amor', 'gente', 'toma', 'cuidado', 'eu', 'posso', 'reverter', 'partida', 'toma', 'juízo', 'eu', 'vou', 'tirar', 'vida']",PT-BR,https://api.vagalume.com.br/search.php?art= Zeze Di Camargo e Luciano &mus=Toma-Juizo&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
CachimboDaPaz,"GabrielOPensador,LuluSantos","['cri', 'cri', 'criminalidade', 'toma', 'conta', 'cidade', 'sociedade', 'põe', 'cupa', 'autoridades', 'o', 'cacique', 'oficial', 'viajou', 'pro', 'pantanal', 'porque', 'aqui', 'violência', 'demais', 'lá', 'encontrou', 'velho', 'índio', 'usava', 'fio', 'dental', 'fumava', 'cachimbo', 'paz', 'o', 'presidente', 'deu', 'tapa', 'cachimbo', 'hora', 'de', 'voltar', 'pra', 'capital', 'ficou', 'preguiça', 'trocou', 'paletó', 'fio', 'dental', 'nomeou', 'o', 'velho', 'índio', 'pra', 'ministro', 'justiça', 'novo', 'ministro', 'chegando', 'cidade', 'achou', 'tribo', 'violenta', 'demais', 'viu', 'todo', 'cara', 'pálida', 'vivia', 'atrás', 'grades', 'chamou', 'tv', 'jornais', 'disse', 'índio', 'chegou', 'trazendo', 'novidade', 'índio', 'trouxe', 'cachimbo', 'paz', 'maresia', 'sente', 'maresia', 'maresia', 'uuhu', 'apaga', 'fumaça', 'revólver', 'pistola', 'manda', 'fumaça', 'cachimbo', 'pra', 'cachola', 'acende', 'puxa', 'prende', 'passa', 'índio', 'quer', 'cachimbo', 'índio', 'quer', 'fazer', 'fumaça', 'todo', 'mundo', 'experimenta', 'cachimbo', 'floresta', 'dizem', 'bom', 'dizem', 'presta', 'querem', 'proibir', 'querem', 'liberar', 'polêmica', 'chegou', 'congresso', 'tudo', 'deve', 'ser', 'pra', 'evitar', 'concorrência', 'porque', 'hollywood', 'sucesso', 'o', 'cachimbo', 'paz', 'deixou', 'povo', 'tranquilo', 'mas', 'fumo', 'acabou', 'porque', 'oitenta', 'quilos', 'povo', 'aplaudiu', 'índio', 'partiu', 'pra', 'selva', 'prometeu', 'voltar', 'tonelada', 'só', 'voltou', 'sujou', 'polícia', 'federal', 'preparou', 'cilada', 'o', 'cachimbo', 'paz', 'proibido', 'entra', 'caçamba', 'vagabundo', 'vamo', 'pra', 'dp', 'ê', 'êê', 'índio', 'fodido', 'porque', 'lá', 'pau', 'vai', 'comer', 'maresia', 'sente', 'maresia', 'maresia', 'uuhu', 'apaga', 'fumaça', 'revólver', 'pistola', 'manda', 'fumaça', 'cachimbo', 'pra', 'cachola', 'acende', 'puxa', 'prende', 'passa', 'índio', 'quer', 'cachimbo', 'índio', 'quer', 'fazer', 'fumaça', 'na', 'delegacia', 'viciado', 'delinquente', 'cada', 'vício', 'caso', 'diferente', 'um', 'cachaceiro', 'esfaqueou', 'dono', 'bar', 'porque', 'vendia', 'pinga', 'fiado', 'senhor', 'bebeu', 'uísque', 'demais', 'acordou', 'travesti', 'assassinou', 'coitado', 'um', 'viciado', 'jogo', 'apostou', 'mulher', 'perdeu', 'aposta', 'sequestrada', 'era', 'tanta', 'ocorrência', 'tanta', 'violência', 'que', 'índio', 'entendendo', 'nada', 'ele', 'viu', 'delegado', 'fumava', 'charuto', 'fedorento', 'acendeu', 'paz', 'pra', 'relaxar', 'mas', 'dar', 'tapinha', 'levou', 'tapão', 'violento', 'chute', 'naquele', 'lugar', 'foi', 'mandado', 'pro', 'presídio', 'caminho', 'assistiu', 'um', 'acidente', 'provocado', 'excesso', 'cerveja', 'uma', 'jovem', 'bebeu', 'demais', 'atropelou', 'padre', 'noivos', 'na', 'porta', 'igreja', 'pro', 'índio', 'nada', 'faz', 'sentido', 'com', 'tantas', 'drogas', 'porque', 'cachimbo', 'proibido', 'maresia', 'sente', 'maresia', 'maresia', 'uuhu', 'apaga', 'fumaça', 'revólver', 'pistola', 'manda', 'fumaça', 'cachimbo', 'pra', 'cachola', 'acende', 'puxa', 'prende', 'passa', 'índio', 'quer', 'cachimbo', 'índio', 'quer', 'fazer', 'fumaça', 'na', 'penitenciária', 'índio', 'lei', 'conheceu', 'criminosos', 'verdade', 'entrando', 'saindo', 'voltando', 'cada', 'vez', 'perigosos', 'pra', 'sociedade', 'aí', 'cumpádi', 'rolando', 'sorteio', 'prisão', 'pra', 'reduzir', 'super', 'lotação', 'todo', 'mês', 'alguns', 'presos', 'ser', 'executados', 'índio', 'dessa', 'vez', 'sorteados', 'tentou', 'acalmar', 'outros', 'presos', 'peraí', 'vamô', 'fumar', 'cachimbinho', 'paz', 'eles', 'começaram', 'rir', 'espancaram', 'velho', 'índio', 'poder', 'antes', 'morrer', 'pensou', 'essa', 'tribo', 'atrasada', 'demais', 'eles', 'querem', 'acabar', 'violência', 'mas', 'paz', 'contra', 'lei', 'lei', 'contra', 'paz', 'cachimbo', 'índio', 'continuava', 'proibido', 'mas', 'quer', 'comprar', 'fácil', 'pão', 'hoje', 'dia', 'vendido', 'pelos', 'mesmos', 'bandidos', 'mataram', 'velho', 'índio', 'prisão', 'maresia', 'sente', 'maresia', 'maresia', 'uuhu', 'apaga', 'fumaça', 'revólver', 'pistola', 'manda', 'fumaça', 'cachimbo', 'pra', 'cachola', 'acende', 'puxa', 'prende', 'passa', 'índio', 'quer', 'cachimbo', 'índio', 'quer', 'fazer', 'fumaça', 'maresia', 'sente', 'maresia', 'maresia', 'uuhu', 'apaga', 'fumaça', 'revólver', 'pistola', 'sente', 'marisia', 'maresia', 'índio', 'quer', 'cachimbo', 'índio', 'quer', 'fazer', 'fumaça', 'apaga', 'fumaça', 'revólver', 'pistola', 'sente', 'marisia', 'acende', 'puxa', 'prende', 'passa', 'uuhu', 'apaga', 'fumaça', 'revólver', 'pistola', 'sente', 'maresia', 'maresia', 'índio', 'quer', 'cachimbo', 'índio', 'quer', 'fazer', 'fumaça', 'apaga', 'fumaça', 'revólver', 'pistola', 'manda', 'fumaça', 'cachimbo', 'pra', 'cachola', 'acende', 'puxa', 'prende', 'passa', 'índio', 'quer', 'cachimbo', 'índio', 'quer', 'fazer', 'fumaça', 'apaga', 'fumaça', 'revólver', 'pistola', 'manda', 'fumaça', 'cachimbo', 'pra', 'cachola', 'acende', 'puxa', 'prende', 'passa', 'índio', 'quer', 'cachimbo', 'índio', 'quer', 'fazer', 'fumaça', 'apaga', 'fumaça', 'revólver', 'pistola', 'manda', 'fumaça', 'cachimbo', 'pra', 'cachola']",PT-BR,"https://api.vagalume.com.br/search.php?art= Gabriel O Pensador, Lulu Santos &mus=Cachimbo-Da-Paz&apikey=dc668952146a4a25b6d06586e7b69708",GoogleSearch OK,,,,,,,,,,,,,,
NuncaVouDeixarVocê,Karametade,"['não', 'mudou', 'nada', 'mim', 'tenho', 'mesmos', 'amigos', 'as', 'mesmas', 'manias', 'eu', 'troco', 'time', 'santo', 'guias', 'sou', 'fiel', 'fazer', 'fantasia', 'meu', 'coração', 'assim', 'só', 'quero', 'amor', 'pular', 'cerca', 'pulei', 'amei', 'errar', 'errei', 'voltei', 'transar', 'transei', 'fiquei', 'você', 'manda', 'coração', 'você', 'acende', 'fogo', 'paixão', 'quem', 'dá', 'show', 'hora', 'amar', 'quem', 'sabe', 'fazer', 'corpo', 'delirar', 'você', 'põe', 'verdade', 'ilusão', 'é', 'loucura', 'tentação', 'você', 'dá', 'show', 'hora', 'prazer', 'por', 'nunca', 'vou', 'deixar', 'meu', 'coração', 'assim', 'só', 'quero', 'amor', 'pular', 'cerca', 'pulei', 'amei', 'errar', 'errei', 'voltei', 'transar', 'transei', 'fiquei', 'você', 'manda', 'coração', 'você', 'acende', 'fogo', 'paixão', 'quem', 'dá', 'show', 'hora', 'amar', 'quem', 'sabe', 'fazer', 'corpo', 'delirar', 'você', 'põe', 'verdade', 'ilusão', 'é', 'loucura', 'tentação', 'você', 'dá', 'show', 'hora', 'prazer', 'por', 'nunca', 'cou', 'deixar', 'voce']",PT-BR,https://api.vagalume.com.br/search.php?art= Karametade &mus=Nunca-Vou-Deixar-Voce&apikey=dc668952146a4a25b6d06586e7b69708,exact,,,,,,,,,,,,,,
SóLove,ClaudinhoeBuchecha,"['só', 'love', 'love', 'só', 'love', 'love', 'só', 'love', 'love', 'love', 'love', 'quero', 'novo', 'me', 'atracar', 'gosto', 'corpo', 'alma', 'coração', 'venero', 'demais', 'prazer', 'controlo', 'calendário', 'utilizar', 'mãos', 'quero', 'novo', 'me', 'atracar', 'gosto', 'corpo', 'alma', 'coração', 'venero', 'demais', 'prazer', 'controlo', 'calendário', 'utilizar', 'mãos', 'amor', 'vou', 'esperar', 'pra', 'ter', 'prazer', 'seu', 'corpo', 'quente', 'sol', 'eu', 'vivo', 'sonhar', 'pensando', 'delírios', 'jogar', 'futebol', 'só', 'love', 'love', 'só', 'love', 'love', 'só', 'love', 'love', 'love', 'love', 'arriscasse', 'alguém', 'não', 'tão', 'bom', 'quanto', 'eu', 'vou', 'confiar', 'ninguém', 'vou', 'envolver', 'qualquer', 'pra', 'despir', 'toda', 'razão', 'emoção', 'transparecer', 'deixarei', 'momentos', 'vão', 'pra', 'amar', 'ser', 'só', 'love', 'love', 'só', 'love', 'love', 'só', 'love', 'love', 'love', 'love']",PT-BR,https://api.vagalume.com.br/search.php?art= Claudinho e Buchecha &mus=So-Love&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
