Music;Artist;Text;Language;Url;Search Status
Mustangcordesangue;MarcosValle;A questão social, Industrial Não permite e não quer que eu ande a pé Na vitrine um Mustang cor de sangue Tenho um novo ideal, sexual Abandono a mulher virgem no altar Amo em ferro e sangue Um Mustangue cor de sangue No farol vejo o seu olhar Minha mão toca a direção No painel eu vejo o seu amor E o meu corpo invade o interior A questão social, Industrial Não permite e não quer que eu seja fiel Na vitrine um Corcel cor de mel Meu Corcel, cor de mel, meu corcel No farol vejo o seu olhar Minha mão toca a direção No painel eu vejo o seu amor E o meu corpo invade o interior;PT-BR;https://api.vagalume.com.br/search.php?art= Marcos Valle &mus=Mustang-cor-de-sangue&apikey=dc668952146a4a25b6d06586e7b69708;GoogleSearch OK
Negue;NelsonGonçalves;Negue seu amor, o seu carinho Diga que você já me esqueceu Pise, machucando com jeitinho Este coração que ainda é seu  Diga que o meu pranto é covardia Mas não se esqueça Que você foi minha um dia  Diga que já não me quer Negue que me pertenceu Que eu mostro a boca molhada E ainda marcada Pelo beijo seu;PT-BR;https://api.vagalume.com.br/search.php?art= Nelson Goncalves &mus=Negue&apikey=dc668952146a4a25b6d06586e7b69708;exact
Disparada;JairRodrigues;Prepare o seu coração pras coisas que eu vou contar Eu venho lá do sertão, eu venho lá do sertão  Eu venho lá do sertão e posso não lhe agradar   Aprendi a dizer não, ver a morte sem chorar  E a morte, o destino, tudo, a morte e o destino, tudo  Estava fora de lugar, eu vivo pra consertar   Na boiada já fui boi, mas um dia me montei  Não por um motivo meu, ou de quem comigo houvesse  Que qualquer querer tivesse, porém por necessidade  Do dono de uma boiada cujo vaqueiro morreu   Boiadeiro muito tempo, laço firme e braço forte  Muito gado, muita gente, pela vida segurei  Seguia como num sonho, e boiadeiro era um Rei  Mas o mundo foi rodando nas patas do meu cavalo  E nos sonhos que fui sonhando, as visões se clareando  As visões se clareando, até que um dia acordei   Então não pude seguir, valente em lugar tenente  E dono de gado e gente, porque gado a gente marca  Tange, ferra, engorda e mata, mas com gente é diferente   Se você não concordar, não posso me desculpar  Não canto pra enganar, vou pegar minha viola  Vou deixar você de lado, vou cantar noutro lugar   Na boiada já fui boi, boiadeiro já fui Rei Não por mim nem por ninguém, que junto comigo houvesse Que quisesse ou que pudesse, por qualquer coisa de seu Por qualquer coisa de seu, querer mais longe que eu   Mas o mundo foi rodando nas patas do meu cavalo  E já que um dia montei agora sou cavaleiro Laço firme e braço forte num reino que não tem rei  Na boiada já fui boi, boiadeiro já fui Rei Não por mim nem por ninguém, que junto comigo houvesse Que quisesse ou que pudesse, por qualquer coisa de seu, Por qualquer coisa de seu, querer mais longe que eu   Mas o mundo foi rodando nas patas do meu cavalo  E já que um dia montei agora sou cavaleiro Laço firme e braço forte num reino que não tem rei.  Laiá laiá laiá laiá laiá lá laiá;PT-BR;https://api.vagalume.com.br/search.php?art= Jair Rodrigues &mus=Disparada&apikey=dc668952146a4a25b6d06586e7b69708;exact
Arrastão;ElisRegina;Eh! tem jangada no mar Eh! eh! eh! Hoje tem arrastão Eh! Todo mundo pescar Chega de sombra, João       Jovi  Olha o arrastão entrando no mar sem fim É meu irmão me traz Iemanjá pra mim Minha Santa Bárbara me abençoai Quero me casar com Janaína  Eh! Puxa bem devagar Eh! eh! eh! Já vem vindo o arrastão Eh! É a rainha do mar     Vem, vem na rede João  prá mim Valha-me meu Nosso Senhor do Bonfim Nunca jamais se viu tanto peixe assim;PT-BR;https://api.vagalume.com.br/search.php?art= Elis Regina &mus=Arrastao&apikey=dc668952146a4a25b6d06586e7b69708;exact
Travessia;Miltonnascimento;Quando você foi embora Fez-se noite em meu viver Forte eu sou mas não tem jeito, Hoje eu tenho que chorar Minha casa não é minha, E nem é meu este lugar Estou só e não resisto, Muito  tenho prá falar  Solto a voz nas estradas, Já não quero parar Meu caminho é de pedra, Como  posso sonhar Sonho feito de brisa, Vento vem terminar Vou fechar o meu pranto, Vou querer me matar  Vou seguindo pela vida Me esquecendo de você Eu não quero mais a morte, Tenho muito que viver Vou querer amar de novo E se não der não vou sofrer Já não sonho, hoje faço Com meu braço o meu viver  Solto a voz nas estradas, Já não quero parar Meu caminho é de pedra, Como posso sonhar Sonho feito de brisa, Vento vem terminar Vou fechar o meu pranto, Vou querer me matar  Vou seguindo pela vida Me esquecendo de você Eu não quero mais a morte, Tenho muito que viver Vou querer amar de novo E se não der não vou sofrer Já não sonho, hoje faço Com meu braço o meu viver;PT-BR;https://api.vagalume.com.br/search.php?art= Milton nascimento &mus=Travessia&apikey=dc668952146a4a25b6d06586e7b69708;exact
Alguémmedisse;AnísioSilva;ALGUÉM ME DISSE  QUE TU ANDAS NOVAMENTE DE NOVO AMOR, NOVA PAIXÃO TODA CONTENTE CONHEÇO BEM TUAS PROMESSAS OUTRAS OUVI, IGUAIS A ESSAS E ESSE TEU JEITO DE ENGANAR CONHEÇO BEM POUCO ME IMPORTA QUE TE VEJAM TANTAS VEZES E QUE TU MUDES DE PAIXÃO TODOS OS MESES SE VAIS BEIJAR, COMO EU BEM SEI FAZER SONHAR, COMO EU SONHEI MAS SEM TER NUNCA AMOR IGUAL AO QUE EU TE DEI.;PT-BR;https://api.vagalume.com.br/search.php?art= Anisio Silva &mus=Alguem-me-disse&apikey=dc668952146a4a25b6d06586e7b69708;aprox
Maringá;CarlosGalhardo;"Foi numa leva que a cabocla Maringá Ficou sendo a retirante que mais dava o que falar. E junto dela veio alguém que suplicou Pra que nunca se esquecesse de um caboclo que ficou.  Maringá, Maringá Depois que tu partiste tudo aqui ficou tão triste Que eu ""garrei"" a ""maginar"".  Maringá, Maringá Para haver felicidade é preciso que a saudade Vá bater noutro lugar.  Maringá, Maringá Volta aqui pró meu sertão pra de novo o coração De um caboclo a sossegar.  Antigamente uma alegria sem igual Dominava aquela gente da cidade de Pombal Mas veio a seca, toda a chuva foi-se embora  Só restando então as água dos meus ""'óios"" quando chora.  Instrumental  Maringá, Maringá  Instrumental  Maringá, Maringá  Instrumental  Maringá, Maringá Volta aqui pró meu sertão pra de novo coração De um caboclo a sossegar.";PT-BR;https://api.vagalume.com.br/search.php?art= Carlos Galhardo &mus=Maringa&apikey=dc668952146a4a25b6d06586e7b69708;exact
Quequerestudemim;AltemarDutra;Que queres tu de mim Que fazes junto a mim Se tudo está perdido amor Que mais me podes dar Se nada tens a dar Que a marca de uma nova dor  Loucura reviver Inútil se querer O amor que não se tem Porque voltaste aqui Se estando junto a ti Eu sinto que estou sem ninguém  Que pensas tu que eu sou Se julgas que ainda vou Pedir que não me deixes mais  Não tenho que pedir Nem sei o que pedir Se tudo que desejo é paz  Que culpa tenho eu Se tudo se perdeu Se tu quiseste assim  E então que queres tu de mim Se até o pranto que chorei Se foi por ti não sei;PT-BR;https://api.vagalume.com.br/search.php?art= Altemar Dutra &mus=Que-queres-tu-de-mim&apikey=dc668952146a4a25b6d06586e7b69708;aprox
Enigma;NelsonGonçalves;"Quis conter-me mas não pude Revoltado com a atitude Dessa gente ""original""  Que pensa ser incomum E julgar todos por um E prega sem ter moral  Insensatos pregadores Esses cruéis detratores Agem quase sempre assim  São imbecis personagens Molares das engrenagens Que vão roubá-la de mim  Nas suas opiniões Eu tenho dois corações Cada qual amando mais  Diz alguém mais ""entendido"" Que eu tenho um só dividido  Em duas partes iguais  Não os temo e nem me assusto Mesmo sabendo que o justo As vezes paga pelo pecador  Pois quem não deve não medra Que atire a primeira pedra Quem não errou por amor";PT-BR;https://api.vagalume.com.br/search.php?art= Nelson Goncalves &mus=Enigma&apikey=dc668952146a4a25b6d06586e7b69708;exact
AVolta;OsVips;Am                            Em   estou guardando o que há de bom   em mim Am                       Em   para lhe dar quando você   chegar F        G7  toda ternura    C   Em   Am e todo meu amor Em                       Dm   G7  estou guardando pra lhe dar Am                    Em   e toda vez que você me beijar Am                    Em   a minha vida quero lhe en...tregar F          G7  e em cada beijo C     Em   Am certo ficarei Em                      Dm    G7  que você não vai me deixar           A                           E7            grande demais foi sempre o nosso   amor            A                       E7            mas o destino quis nos se...parar               D            E7          A          Am            e agora que está perto o dia de você chegar           Em                            Dm   G7            o que há de bom vou lhe entregar          Am                    Em BIS        só vejo a hora de você   chegar          Am                       Em            pra' todo o meu amor poder   mostrar           F           G7            mas quando eu                C    Em Am            de perto te olhar           Em                      Dm   G7            não sei se vou poder falar Am                           Em           63 60 63 60  estou guardando o que há de bom   em mim Am                           Em;PT-BR;https://api.vagalume.com.br/search.php?art= Os Vips &mus=A-Volta&apikey=dc668952146a4a25b6d06586e7b69708;aprox
Festadobolinha;TrioEsperança;Eu ontem fui à festa, Na casa do bolinha. Confesso não gostei, Dos modos da Glorinha. Toda assanhada, Nunca vi igual... Trocava mil beijocas com O Raposo no quintal.  Porém pouco durou, Aquela paixão Pois Bolinha com ciúmes, Formou a confusão. Aninha tropeçou, E os copos derrubou...  E a casa do bolinha, num Inferno se tornou.  Bolinha provou... Que é ciumento pra xuxu. E que não gosta da Lulu... Bobinha... Que por ele ainda chora Com tanto pão dando bola no salão... Luluzinha, foi gostar Logo de um bolão!;PT-BR;https://api.vagalume.com.br/search.php?art= Trio Esperanca &mus=Festa-do-bolinha&apikey=dc668952146a4a25b6d06586e7b69708;aprox
Tenhoumamormelhorqueoseu;JoséRoberto;Todo amor que eu lhe dei, você nem ligou Todo bem que eu lhe fiz, você se esqueceu Você não vai ter alguém melhor do que eu Mas, eu já tenho um amor melhor que o seu Eu não quero lembrar que você existe Quando penso em você, até fico triste Você um dia eu amei, mas não sei porque Agora tenho um amor melhor que você Você não soube querer o quanto eu lhe quis E agindo assim, você só me fez infeliz E um grande amor não soube compreender Porém meu bem resolvi deixar de sofrer Já nem quero lembrar, o quanto eu lhe amei Pois, assim eu me lembro do que passei Você não vai ter alguém melhor do que eu Mas, eu já tenho um amor melhor que o seu Pois, eu já tenho um amor melhor que o seu Mas, eu já tenho um amor melhor que o seu Pois, eu já tenho um amor melhor que o seu;PT-BR;https://api.vagalume.com.br/search.php?art= Jose Roberto &mus=Tenho-um-amor-melhor-que-o-seu&apikey=dc668952146a4a25b6d06586e7b69708;GoogleSearch OK
TudoPassara;NelsonNed;Eu te dei meu amor, por um dia E depois sem querer te perdi. Não pensei que o amor, existia Que também choraria por ti.   Mas tudo passa tudo passará E nada fica, nada ficará. Só se encontra a felicidade Quando se entrega o coração.   INSTRUMENTAL   Voltarei a querer, algum dia Pois eu sei que não vou mais chorar. Se em mim já não há alegria A esperança me ensina a gritar.   Que tudo passa tudo passará Que nada fica, nada ficará. Só se encontra a felicidade Quando se entrega o coração.   INSTRUMENTAL   Só se encontra a felicidade Quando se entrega o coração.;PT-BR;https://api.vagalume.com.br/search.php?art= Nelson Ned &mus=Tudo-Passara&apikey=dc668952146a4a25b6d06586e7b69708;aprox
SeAcasoVocêChegasse;ElzaSoares;Se acaso você chegasse No meu chateau e encontrasse Aquela mulher que você gostou Será que tinha coragem  De trocar nossa amizade Por ela que já lhe abandonou?  Eu falo porque essa dona  Já mora no meu barraco  À beira de um regato E de um bosque em flor De dia me lava a roupa De noite me beija a boca E assim nós vamos vivendo de amor;PT-BR;https://api.vagalume.com.br/search.php?art= Elza Soares &mus=Se-Acaso-Voce-Chegasse&apikey=dc668952146a4a25b6d06586e7b69708;aprox
AMesmaRosaAmarela;Maysa;Você tem quase tudo dela O mesmo perfume A mesma cor A mesma rosa amarela só não tem o meu amor  Mas nesses dias de Carnaval Para mim você vai ser ela O mesmo perfume A mesma cor A mesma rosa amarela  Mas não sei o que será Quando chegar a lembrança dela E de você apenas restar A mesma rosa amarela;PT-BR;https://api.vagalume.com.br/search.php?art= Maysa &mus=A-Mesma-Rosa-Amarela&apikey=dc668952146a4a25b6d06586e7b69708;exact
Acorrentados;AgnaldoRayol;Talvez fosse melhor se não voltasses Talvez fosse melhor se me esquecesses Voltar é começar a atormentar-nos A querer-nos para odiar-nos  sem princípio nem final Queremos um ao outro tanto tanto Que amar entre nós dois é um martírio Jamais suportarei a tua ausência E num mundo de delírio seguiremos sempre igual  Carinho como o nosso é um castigo Se leva dentro d'alma até a morte Minha vida necessita tua vida e tu me necessitas muito mais Por isso não teremos despedida nem paz alguma há de consolar-nos E toda essa dor há de encontrar-nos de joelhos na outra vida Frente a frente e nada mais;PT-BR;https://api.vagalume.com.br/search.php?art= Agnaldo Rayol &mus=Acorrentados&apikey=dc668952146a4a25b6d06586e7b69708;exact
UmGrandeAmor;JerryAdriani;Eu logo notei no seu meigo olhar Que um grande amor ia começar Você me sorriu e depois Tomou minha mão e falou baixinho Que precisava falar comigo Sobre o amor eu notei  Amor eu já sei que você me tem Pois meu coração já é seu também A vida é tão bela pra nós Juntinhos seremos assim Você vivendo pra mim e eu só pra você Mais ninguém;PT-BR;https://api.vagalume.com.br/search.php?art= Jerry Adriani &mus=Um-Grande-Amor&apikey=dc668952146a4a25b6d06586e7b69708;aprox
Festadearromba;ErasmoCarlos;Vejam só que festa de arromba No outro dia eu fui parar Presentes no local, O rádio e a televisão Cinema, mil jornais  Muita gente, confusão Quase não consigo Na entrada chegar Pois a multidão  Estava de amargar Hey, Hey,(hey, hey) Que onda  Que festa de arromba  Logo que eu cheguei notei Ronnie Cord com um copo na mão Enquanto Prini Lorez Bancava o anfitrião Apresentando a todo mundo  Meire Pavão Wanderléa ria e Cleide desistia De agarrar um doce Que do prato não saia Hey, Hey,(hey, hey) Que onda  Que festa de arromba  Renato e seus Blue Caps Tocavam na piscina The Clevers no terraço Jet Black's no salão Os Bells de cabeleira Não podiam tocar Enquanto a Rosemary  Não parasse de dançar  Mas vejam quem chegou de repente Roberto Carlos em seu novo carrão Enquanto Tony e Demétrius  Fumavam no jardim Sérgio e Zé Ricardo  Esbarravam em mim Lá fora um corre corre Dos brotos do lugar Era o Ed Wilson que acabava de chegar Hey, Hey,(hey, hey) Que onda  Que festa de arromba  Renato e seus Blus Caps Tocavam na piscina The Clevers no terraço Jet Black's no salão Os Bells de cabeleira Não podiam tocar Enquanto a Rosemary  Não parasse de dançar  Mas vejam quem chegou de repente Roberto Carlos em seu novo carrão Enquanto Tony e Demétrius  Fumavam no jardim Sérgio e Zé Ricardo  Esbarravam em mim Lá fora um corre corre Dos brotos do lugar Era o Ed Wilson que acabava de chegar Hey, Hey,(hey, hey) Que onda;PT-BR;https://api.vagalume.com.br/search.php?art= Erasmo Carlos &mus=Festa-de-arromba&apikey=dc668952146a4a25b6d06586e7b69708;aprox
AChuvaQueCai;OsCaçulas;Nesse mundo cheio de dinheiro e ambição Tenho andado procurando uma ilusão Muita gente esquece a vida, faz morrer a esperança  Sem querer acreditar que existe amor  O mundo está mudando, sem querer se perdendo E no céu milhões de nuvens já começam a chorar E a chuva cairá neste  mundo pequeno  Outro dia eu sozinho num  lugar que é bem tristonho Percebi que a esperança  é um sonho Muita gente de lutar está cansada e não crêem  mais em nada E fogem deste mundo  O mundo está mudando sem querer se perdendo O céu está escurecendo, até começa a chorar E a chuva cairá sobre o mundo pequeno.;PT-BR;https://api.vagalume.com.br/search.php?art= Os Caculas &mus=A-Chuva-Que-Cai&apikey=dc668952146a4a25b6d06586e7b69708;aprox
PáraPedro;JoséMendes;"Era um baila lá na serra Na fazenda da Ramada Foi por lá que um tal de Pedro se chegou de madrugada Só escutei um zum zum mas não sabia de nada Só ouvia mulher gritando: ""Este Pedro é uma parada""  Pára Pedro, Pedro pára (4 vezes) Era o Pedro lá num canto beliscando a namorada Pára Pedro, Pedro pára (4 vezes) Quando foi lá pelas tantas que a farra estava animada Apagaram o lampião e a bagunça foi formada As velhas se revoltaram Pedroca não é de nada E o Pedro brigou com as velhas e deu uma peleia danada  Pára Pedro, Pedro pára (4 vezes) Fazia cócegas nas velhas e as velhas davam risadas Pára Pedro, Pedro pára (4 vezes) Pedro foi dançar um xote com uma velha apaixonada E surgiu o velho da velha e a coisa foi complicada Pedro correu pelos fundos e entrou numa porta errada E as moças levaram um susto e gritavam desesperadas  Pára Pedro, Pedro pára (4 vezes) Velha grudada no Pedro e o velho no Pedro agarrado Pára Pedro, Pedro pára (4 vezes) E assim foi a noite inteira até o fim da madrugada Pára Pedro, Pedro pára (4 vezes)";PT-BR;https://api.vagalume.com.br/search.php?art= Jose Mendes &mus=Para-Pedro&apikey=dc668952146a4a25b6d06586e7b69708;aprox
CasadeBamba;MartinhodaVila;Na minha casa todo mundo é bamba Todo mundo bebe todo mundo samba (2x)  Na minha casa não tem bola pra vizinha Não se fala do alheio, nem se liga pra Candinha (2x)  Na minha casa todo mundo é bamba Todo mundo bebe todo mundo samba (2x)  Na minha casa ninguém liga pra intriga Todo mundo xinga, todo mundo briga (2x)  Macumba lá na minha casa  Tem galinha preta, azeite de dendê Mas ladainha lá na  minha casa(2x)  Tem reza bonitinha e canjiquinha pra comer(2x)  Se tem alguém aflito Todo mundo chora, todo mundo sofre Mas logo se reza pra São Benedito Pra Nossa Senhora e pra Santo Onofre Mas se tem alguém cantando Todo mundo canta, todo mundo dança Todo mundo samba e ninguém se cansa Pois minha casa é casa de bamba;PT-BR;https://api.vagalume.com.br/search.php?art= Martinho da Vila &mus=Casa-de-Bamba&apikey=dc668952146a4a25b6d06586e7b69708;aprox
