Music;Artist;Text;Language;Url;Search Status;
EndlessLove;DianaRosseLionelRichie;My love, there's only you in my life The only thing that's bright My first love You're every breath that I take You're every step I make And I, I want to share All my love with you No one else will do And your eyes, your eyes, your eyes They tell me how much you care Ooh, yes You will always be My endless love Two hearts Two hearts that beat as one Our lives have just begun Forever (oh) I'll hold you close in my arms I can't resist your charms And love, oh love I'll be a fool, for you I'm sure You know I don't mind (oh) You know I don't mind 'Cause you You mean the would to me (oh) I know I know I've found, I've found in you My endless love Ohh Boom, boom Boom, boom, boom boom, boom Boom, boom, boom boom Oh, and love oh, love I'll be that fool for you I'm sure You know I don't mind Oh you know I don't mind And, yes You'll be the only one 'Cause no one can deny This love I have inside And I'll give it all to you My love, my love, my love My endless love;PT-BR;https://api.vagalume.com.br/search.php?art= Diana Ross e Lionel Richie &mus=Endless-Love&apikey=dc668952146a4a25b6d06586e7b69708;GoogleSearch OK
Saúde;RitaLee;Me cansei de lero-lero Dá licença mas eu vou sair do sério Quero mais saúde Me cansei de escutar opiniões De como ter um mundo melhor Mas ninguém sai de cima Nesse chove-não-molha Só sei que agora Eu vou é cuidar mais de mim!  Como vai, tudo bem Apesar, contudo, todavia, mas, porém As águas vão rolar Não vou chorar Se por acaso morrer do coração É sinal que amei demais Mas enquanto estou viva Cheia de graça Talvez ainda faça Um monte de gente feliz!;PT-BR;https://api.vagalume.com.br/search.php?art= Rita Lee &mus=Saude&apikey=dc668952146a4a25b6d06586e7b69708;exact
BrincardeViver;MariaBethânia;Quem me chamou Quem vai querer voltar pro ninho E redescobrir seu lugar Pra retornar E enfrentar o dia-a-dia Reaprender a sonhar Você verá que é mesmo assim, que a história não tem fim Continua sempre que você responde sim à sua imaginação A arte de sorrir cada vez que o mundo diz não  Você verá que a emoção começa agora Agora é brincar de viver E não esquecer, ninguém é o centro do universo  Que assim é maior o prazer  Você verá que é mesmo assim, que a história não tem fim Continua sempre que você responde sim à sua imaginação A arte de sorrir cada vez que o mundo diz não  E eu desejo amar todos que eu cruzar pelo meu caminho Como eu sou feliz, eu quero ver feliz Quem andar comigo,vem;PT-BR;https://api.vagalume.com.br/search.php?art= Maria Bethania &mus=Brincar-de-Viver&apikey=dc668952146a4a25b6d06586e7b69708;aprox
VaiPassar;ChicoBuarque;Vai passar Nessa avenida um samba popular Cada paralelepípedo Da velha cidade Essa noite vai Se arrepiar Ao lembrar Que aqui passaram sambas imortais Que aqui sangraram pelos nossos pés Que aqui sambaram nossos ancestrais  Num tempo Página infeliz da nossa história Passagem desbotada na memória Das nossas novas gerações Dormia A nossa pátria mãe tão distraída Sem perceber que era subtraída Em tenebrosas transações  Seus filhos Erravam cegos pelo continente Levavam pedras feito penitentes Erguendo estranhas catedrais E um dia, afinal Tinham direito a uma alegria fugaz Uma ofegante epidemia Que se chamava carnaval O carnaval, o carnaval (Vai passar)  Palmas pra ala dos barões famintos O bloco dos napoleões retintos E os pigmeus do bulevar Meu Deus, vem olhar Vem ver de perto uma cidade a cantar A evolução da liberdade Até o dia clarear  Ai, que vida boa, olerê Ai, que vida boa, olará O estandarte do sanatório geral vai passar Ai, que vida boa, olerê Ai, que vida boa, olará O estandarte do sanatório geral Vai passar    1986 © - Marola Edições Musicais Ltda.;PT-BR;https://api.vagalume.com.br/search.php?art= Chico Buarque &mus=Vai-Passar&apikey=dc668952146a4a25b6d06586e7b69708;aprox
Loiragelada;RPM;Só tem homem feio ai? Disfarça e faz que nem me viu Não me ouviu te chamar Desfaz assim de mim que nem se faz com qualquer um Agora eu sei Passei por cada papel e rastejei Tentando entrar no teu céu Agora eu sei, sei, sei, sei Passei por cada papel Me embriaguei e acordei no bordel Já sei que um é pouco Dois é bom e três é demais E eu fico louco de ciúmes de um outro rapaz Agora eu sei Passei por cada papel e rastejei Tentando entrar no teu céu Agora eu sei, sei, sei Passei por cada papel me embriaguei E acordei num bordel Na madrugada Na mesa do bar ai Loiras geladas, vem me consolar Qualquer mulher é sempre assim Vocês são todas iguais Nos enlouquecem então se esquecem Já não querem mais Agora eu sei Passei por cada papel e rastejei Tentando entrar no teu céu Agora eu sei, sei, sei Passei por cada papel me embriaguei E acordei num bordel Mais muito mais Na madrugada Na mesa do bar Loiras geladas vem me consolar Passei por cada papel e rastejei Passei por cada papel me embriaguei E acordei num bordel;PT-BR;https://api.vagalume.com.br/search.php?art= RPM &mus=Loira-gelada&apikey=dc668952146a4a25b6d06586e7b69708;GoogleSearch OK
QuandoGiraoMundo;FábioJr.;Tudo, tudo pode acontecer, feche os olhos, solte o seu prazer Quando o sonho traz, a vida traz Tudo, tudo pode o amor ganhar, passe o tempo passe o que passar A noite vem, o dia vai...  REFRÃO Quando gira o mundo e alguém chega ao fundo de um ser humano Há uma estrela solta, pelo céu da boca se alguém, diz te amo E uma esperança, desce junto com a madrugada Com um sol surgindo cada vez mais lindo pela nossa estrada  Esqueça então o não e o talvez, diga sim, esta é a sua vez É o seu amor, que vai chegar...  REFRÃO Quando gira o mundo e alguém chega ao fundo de um ser humano Há uma estrela solta, pelo céu da boca se alguém, diz te amo E uma esperança, desce junto com a madrugada Com um sol surgindo cada vez mais lindo pela nossa estrada;PT-BR;https://api.vagalume.com.br/search.php?art= Fabio Jr. &mus=Quando-Gira-o-Mundo&apikey=dc668952146a4a25b6d06586e7b69708;aprox
Ideologia;Cazuza;Meu partido É um coração partido E as ilusões estão todas perdidas Os meus sonhos foram todos vendidos Tão barato que eu nem acredito Eu nem acredito Que aquele garoto que ia mudar o mundo (Mudar o mundo) Frequenta agora as festas do "Grand Monde"  Meus heróis morreram de overdose Meus inimigos estão no poder Ideologia Eu quero uma pra viver Ideologia Eu quero uma pra viver  O meu prazer Agora é risco de vida Meu sex and drugs não tem nenhum rock 'n' roll Eu vou pagar a conta do analista Pra nunca mais ter que saber quem eu sou Pois aquele garoto que ia mudar o mundo (Mudar o mundo) Agora assiste a tudo em cima do muro  Meus heróis morreram de overdose Meus inimigos estão no poder Ideologia Eu quero uma pra viver Ideologia Eu quero uma pra viver   © Warner Chappell 63540908;PT-BR;https://api.vagalume.com.br/search.php?art= Cazuza &mus=Ideologia&apikey=dc668952146a4a25b6d06586e7b69708;exact
GuerreiroMenino;Fagner;Um homem também chora Menina morena Também deseja colo Palavras amenas Precisa de carinho Precisa de ternura Precisa de um abraço Da própria candura Guerreiros são pessoas São fortes, são frágeis Guerreiros são meninos No fundo do peito Precisam de um descanso Precisam de um remanso Precisam de um sonho Que os tornem perfeitos É triste ver este homem Guerreiro menino Com a barra de seu tempo Por sobre seus ombros Eu vejo que ele berra Eu vejo que ele sangra A dor que traz no peito Pois ama e ama Um homem se humilha Se castram seu sonho Seu sonho é sua vida E a vida é o trabalho E sem o seu trabalho Um homem não tem honra E sem a sua honra Se morre, se mata Não dá pra ser feliz Não dá pra ser feliz Não dá pra ser feliz Não dá pra ser feliz   By F8C9A;PT-BR;https://api.vagalume.com.br/search.php?art= Fagner &mus=Guerreiro-Menino&apikey=dc668952146a4a25b6d06586e7b69708;exact
FestadoInterior;GalCosta;Fagulhas, pontas de agulhas Brilham estrelas de São João Babados, xotes e xaxados Seguram as pontas meu coração  Bombas na guerra-magia Ninguem matava, ninguem morria Nas trincheiras da alegria O que explodia era o amor  Ardia aquela fogueira que me esquenta A  vida inteira eterna é a noite Sempre a primeira Festa do Interior;PT-BR;https://api.vagalume.com.br/search.php?art= Gal Costa &mus=Festa-do-Interior&apikey=dc668952146a4a25b6d06586e7b69708;aprox
Vitoriosa;IvanLins;Quero sua risada mais gostosa Esse seu jeito de achar Que a vida pode ser maravilhosa  Quero sua alegria escandalosa Vitoriosa por não ter Vergonha de aprender como se goza  Quero toda sua pouca castidade Quero toda sua louca liberdade Quero toda essa vontade De passar dos seus limites E ir além,         E ir além...  Quero sua risada mais gostosa Esse seu jeito de achar Que a vida pode ser maravilhosa  Que a vida pode ser maravilhosa...;PT-BR;https://api.vagalume.com.br/search.php?art= Ivan Lins &mus=Vitoriosa&apikey=dc668952146a4a25b6d06586e7b69708;exact
Esquinas;Djavan;Esquinas/Djavan  Só eu sei, as esquinas por que passei Só eu sei, só eu sei Sabe lá, o que é não ter e ter que ter pra dar Sabe lá, sabe lá E quem será, nos arredores do amor     Que vai saber reparar Que o dia nasceu Só eu sei Os desertos que atravessei       Só eu sei, só eu sei Sabe lá, o que é morrer de sede Em frente ao mar Sabe lá, sabe lá  E quem será na correnteza do amor Que vai saber se guiar A nave em breve ao vento vaga De leve e traz toda a paz Que um dia o desejo levou So eu sei As esquinas porque passei Só eu sei, só eu sei E quem será na correnteza do amor Que vai saber se guiar A nave em breve ao vento vaga De leve e traz toda a paz Que um dia o desejo levou Só eu sei, as esquinas porque passei;PT-BR;https://api.vagalume.com.br/search.php?art= Djavan &mus=Esquinas&apikey=dc668952146a4a25b6d06586e7b69708;exact
OAmoreoPoder;RosanaFiengo;A música na sombra O ritmo no ar Um animal que ronda No véu do luar  Eu saio dos seus olhos Eu rolo pelo chão Feito um amor que queima  Magia negra, sedução  Como uma deusa Você me mantém E as coisas que você me diz Me levam além  Aqui nesse lugar  Não há rainha ou rei Há uma mulher e um homem Trocando sonhos fora da lei  Como uma deusa Você me mantém E as coisas que você me diz Me levam além  Tão perto das lendas Tão longe do fim Afim de dividir No fundo do prazer O amor e poder  A música na sombra O ritmo no ar Um animal que ronda No véu do luar  Tão perto das lendas Tão longe do fim Afim de dividir No fundo do prazer O amor e poder  Como uma deusa Você me mantém E as coisas que você me diz Me levam além  Tão perto das lendas Tão longe do fim Afim de dividir No fundo do prazer O amor e poder  Como uma deusa Você me mantém E as coisas que você me diz Me levam além.;PT-BR;https://api.vagalume.com.br/search.php?art= Rosana Fiengo &mus=O-Amor-e-o-Poder&apikey=dc668952146a4a25b6d06586e7b69708;aprox
SweetChildO’Mine;GunsN’Roses;She's got a smile that it seems to me Reminds me of childhood memories Where everything was as fresh as the bright blue sky Now and then when I see her face She takes me away to that special place And if I stare too long, I'd probably break down and cry Whoa, oh, oh Sweet child o' mine Whoa, oh, oh, oh Sweet love of mine She's got eyes of the bluest skies As if they thought of rain I'd hate to look into those eyes and see an ounce of pain Her hair reminds me of a warm safe place Where as a child I'd hide And pray for the thunder and the rain to quietly pass me by Whoa, oh, oh Sweet child o' mine Whoa whoa, oh, oh, oh Sweet love of mine Whoa, yeah Whoa, oh, oh, oh Sweet child o' mine Whoa, oh, whoa, oh Sweet love of mine Whoa, oh, oh, oh Sweet child o' mine Ooh, yeah Ooh, sweet love of mine Where do we go? Where do we go now? Where do we go? Ooh, oh, where do we go? Where do we go now? Oh, where do we go now? Where do we go? (Sweet child) Where do we go now? Ay, ay, ay, ay, ay, ay, ay, ay Where do we go now? Ah-ah Where do we go? Oh, where do we go now? Oh, where do we go? Oh, where do we go now? Where do we go? Oh, where do we go now? Now, now, now, now, now, now, now Sweet child Sweet child of mine;PT-BR;https://api.vagalume.com.br/search.php?art= Guns N’ Roses &mus=Sweet-Child-O-Mine&apikey=dc668952146a4a25b6d06586e7b69708;GoogleSearch OK
TheCaptainOfHerHeart;Double;It was way past midnight And she still couldn't fall asleep. This night the dream was leaving She tried so hard to keep. And with the new day's dawning She felt it drift away. Not only for a cruise Not only for a day Too long ago, too long apart She couldn't wait another day for The captain of her heart. As the day came up, she made a stop. She stopped waiting another day for The captain of her heart.;PT-BR;https://api.vagalume.com.br/search.php?art= Double &mus=The-Captain-Of-Her-Heart&apikey=dc668952146a4a25b6d06586e7b69708;GoogleSearch OK
Tropicana;AlceuValença;Da manga rosa quero o gosto e o sumo Melão maduro sapoti juá Jabuticaba teu olhar noturno Beijo travoso de umbu-cajá Pela macia ai carne de caju Saliva doce doce mel mel de uruçu Linda morena fruta de vez temporana Caldo de cana-caiana Vem te desfrutar  Linda morena fruta de vez temporana Caldo de cana-caiana Vou me desfrutar  Morena tropicana Eu quero teu sabor;PT-BR;https://api.vagalume.com.br/search.php?art= Alceu Valenca &mus=Tropicana&apikey=dc668952146a4a25b6d06586e7b69708;exact
DeixaeuTeAmar;Agepê;Quero ir na fonte do teu ser E banhar-me na tua pureza Guardar em pote gotas de felicidade Matar saudade que ainda existe em mim Afagar teus cabelos molhados Pelo orvalho que a natureza rega Com a sutileza que lhe fez a perfeição Deixando a certeza de amor no coração  Deixa eu te amar Faz de conta que sou o primeiro Na beleza desse teu olhar Eu quero estar o tempo inteiro  Quero saciar a minha sede  No desejo da paixão que me alucina Vou me embrenhar nessa mata só porque Existe uma cascata que tem água cristalina Aí então vou te amar com sede Na relva, na rede, onde você quiser Quero te pegar no colo  Te deitar no solo e te fazer mulher Quero te pegar no colo  Te deitar no solo e te fazer mulher  Deixa eu te amar Faz de conta que sou o primeiro Na beleza desse teu olhar Eu quero estar o tempo inteiro;PT-BR;https://api.vagalume.com.br/search.php?art= Agepe &mus=Deixa-eu-Te-Amar&apikey=dc668952146a4a25b6d06586e7b69708;exact
CodinomeBeija-Flor;Cazuza;Pra que mentir Fingir que perdoou Tentar ficar amigos sem rancor A emoção acabou Que coincidência é o amor A nossa música nunca mais tocou  Pra que usar de tanta educação Pra destilar terceiras intenções Desperdiçando o meu mel Devagarzinho, flor em flor Entre os meus inimigos, beija-flor  Eu protegi teu nome por amor Em um codinome, Beija-flor Não responda nunca, meu amor (nunca) Pra qualquer um na rua, Beija-flor  Que só eu que podia Dentro da tua orelha fria Dizer segredos de liquidificador  Você sonhava acordada Um jeito de não sentir dor Prendia o choro e aguava o bom do amor Prendia o choro e aguava o bom do amor   © Editora Sigem 62732528;PT-BR;https://api.vagalume.com.br/search.php?art= Cazuza &mus=Codinome-Beija-Flor&apikey=dc668952146a4a25b6d06586e7b69708;exact
Clarear;RoupaNova;Clarear! Baby, clarear! Pelo menos um pouco de sol Eu só quero clarear Quando não houver Mais o amor Nem mais nada a fazer Nunca é tarde Prá lembrar Que o sol está solto Em você...  Um pouco de luz nessa vida Um pouco de luz em você Um pouco de luz nessa vida Um pouco de luz nessa vida Um pouco de luz em você Um pouco de luz nessa vida...  Clarear! Baby, clarear! Eu quero clarear de vez Tudo aquilo que encontrar Quando o pouco de bom Rarear E a vida for escura e ruim Nunca é tarde Prá lembrar Que o sol está dentro de mim...  Um pouco de luz nessa vida Um pouco de luz em você Um pouco de luz nessa vida Um pouco de luz nessa vida Um pouco de luz em você Um pouco de luz nessa vida...  Quando não houver Mais o amor Nem mais nada a fazer Nunca é tarde Prá lembrar Que o sol está sobre você.....  Um pouco de luz nessa vida Um pouco de luz em você Um pouco de luz nessa vida Um pouco de luz nessa vida Um pouco de luz em você Um pouco de luz nessa vida...(2x);PT-BR;https://api.vagalume.com.br/search.php?art= Roupa Nova &mus=Clarear&apikey=dc668952146a4a25b6d06586e7b69708;exact
Alagados;ParalamasdoSucesso;Todo dia o sol da manhã  Vem e lhes desafia  Traz do sonho pro mundo  Quem já não o queria  Palafitas, trapiches, farrapos  Filhos da mesma agonia  E a cidade que tem braços abertos  Num cartão postal  Com os punhos fechados da vida real   Lhes nega oportunidades  Mostra a face dura do mal   Alagados, Trenchtown, Favela da Maré  A esperança não vem do mar  Nem das antenas de Tv  A arte de viver dá fé  Só não se sabe fé em quê   A arte de viver dá fé  Só não se sabe fé em quê    Todo dia o sol da manhã  Vem e lhes desafia  Traz do sonho pro mundo  Quem já não o queria  Palafitas, trapiches, farrapos  Filhos da mesma agonia  E a cidade que tem braços abertos  Num cartão postal  Com os punhos fechados da vida real  Lhes nega oportunidades  Mostra a face dura do mal    Alagados, Trenchtown, Favela da Maré  A esperança não vem do mar  Nem das antenas de Tv  A arte de viver dá fé  Só não se sabe fé em quê  A arte de viver dá fé  Só não se sabe fé em quê    Alagados, Trenchtown, Favela da Maré  A esperança não vem do mar  Nem das antenas de Tv  A arte de viver dá fé  Só não se sabe fé em quê  A arte de viver dá fé  Só não se sabe fé em quê    Alagados, Trenchtown, Favela da Maré  A esperança não vem do mar  Nem das antenas de Tv  A arte de viver dá fé  Só não se sabe fé em quê  A arte de viver dá fé     Alagados, Trenchtown, Favela da Maré  A esperança não vem do mar  Nem das antenas de Tv  A arte de viver dá fé   Só não se sabe fé em quê  A arte de viver dá fé  Mas a arte de viver dá fé  Só não se sabe fé em quê  A arte de viver dá fé  Só não se sabe fé em quê  A arte de viver dá fé;PT-BR;https://api.vagalume.com.br/search.php?art= Paralamas do Sucesso &mus=Alagados&apikey=dc668952146a4a25b6d06586e7b69708;exact
Exagerado;Cazuza;Amor da minha vida Daqui até a eternidade Nossos destinos foram traçados Na maternidade  Paixão cruel, desenfreada Te trago mil rosas roubadas Pra desculpar minhas mentiras Minhas mancadas  Exagerado Jogado aos teus pés Eu sou mesmo exagerado Adoro um amor inventado  Eu nunca mais vou respirar Se você não me notar Eu posso até morrer de fome Se você não me amar  Por você eu largo tudo Vou mendigar, roubar, matar Até nas coisas mais banais Pra mim é tudo ou nunca mais  Exagerado Jogado aos teus pés Eu sou mesmo exagerado Adoro um amor inventado  Que por você eu largo tudo Carreira, dinheiro, canudo Até nas coisas mais banais Pra mim é tudo ou nunca mais   © Editora Sigem 62732030;PT-BR;https://api.vagalume.com.br/search.php?art= Cazuza &mus=Exagerado&apikey=dc668952146a4a25b6d06586e7b69708;exact
Palco;GilbertoGil;Subo nesse palco, minha alma cheira a talco Como bumbum de bebê, de bebê Minha aura clara, só quem é clarividente pode ver Pode ver  Trago a minha banda, só quem sabe onde é Luanda Saberá lhe dar valor, dar valor Vale quanto pesa prá quem preza o louco bumbum do tambor Do tambor  Fogo eterno prá afugentar O inferno prá outro lugar Fogo eterno prá consumir O inferno, fora daqui Fora daqui  Venho para a festa, sei que muitos têm na testa O deus-sol como um sinal, um sinal Eu como devoto trago um cesto de alegrias de quintal De quintal  Há também um cântaro, quem manda é Deus a música Pedindo prá deixar, prá deixar Derramar o bálsamo, fazer o canto, cantar o cantar;PT-BR;https://api.vagalume.com.br/search.php?art= Gilberto Gil &mus=Palco&apikey=dc668952146a4a25b6d06586e7b69708;exact
RoupaNova;Anjo;Se você vê estrelas demais Lembre que o sonho não volta atrás Chega perto e diz anjo Se você sente o corpo colar Solte o seu medo bem devagar Chega perto e diz anjo Bem mais perto e diz anjo Se uma coisa louca sai do seu olhar Fique em silêncio Deixe o amor entrar Pra que tanta pressa de chegar? Se eu sei o jeito e o lugar Se eu sei o jeito e o lugar Se você vê estrelas demais Lembre que o sonho não volta atrás Chega perto e diz anjo Se você sente o corpo colar Solte o seu medo bem devagar Chega perto e diz anjo Bem mais perto e diz anjo Se uma coisa louca sai do seu olhar Fique em silêncio, deixe o amor entrar Pra que tanta pressa de chegar? (Se eu sei o jeito e o lugar) Se eu sei (o jeito e o lugar) Anjo;PT-BR;https://api.vagalume.com.br/search.php?art= Anjo &mus=Roupa-Nova&apikey=dc668952146a4a25b6d06586e7b69708;GoogleSearch OK
BateCoração;ElbaRamalho;Bate, bate, bate, coração Dentro desse velho peito Você já está acostumado A ser maltratado, a não ter direitos Bate, bate, bate, coração Não ligue, deixe quem quiser falar, ah!  Porque o que se leva dessa vida, coração É o amor que a gente tem pra dar (x2)  Oi, tum, tum, bate coração Oi, tum, coração pode bater Oi, tum, tum, tum, bate, coração Que eu morro de amor com muito prazer (x2)  As águas só deságuam para o mar Meus olhos vivem cheios d'água Chorando, molhando meu rosto De tanto desgosto me causando mágoas Mas meu coração só tem amor, amor! Era mesmo pra valer, ê  Por isso a gente pena sofre e chora coração E morre todo dia sem saber (x2)  Oi, tum, tum, bate coração Oi, tum, coração pode bater Oi, tum, tum, tum, bate, coração Que eu morro de amor com muito prazer (x2)  As águas só deságuam para o mar Meus olhos vivem cheios d'água Chorando, molhando meu rosto De tanto desgosto me causando mágoas Mas meu coração só tem amor, amor! Era mesmo pra valer, ê  Por isso a gente pena sofre e chora coração E morre todo dia sem saber (x2)  Oi, tum, tum, bate coração Oi, tum, coração pode bater Oi, tum, tum, tum, bate, coração Que eu morro de amor com muito prazer (x3);PT-BR;https://api.vagalume.com.br/search.php?art= Elba Ramalho &mus=Bate-Coracao&apikey=dc668952146a4a25b6d06586e7b69708;aprox
Leva;TimMaia;Foi bom eu ficar com você O ano inteiro Pode crer foi legal te encontrar Foi amor verdadeiro É bom acordar com você Quando amanhece o dia Dá vontade de te agradar Te trazer alegria  Tão bom encontrar com você Sem ter hora marcada Te falar de amor bem baixinho Quando é madrugada  Tão bom é poder despertar Em você fantasias Te envolver te acender te ligar Te fazer companhia  Refrão(2X) Leva O meu som contigo leva E me faz a tua festa Quero ver você feliz  É bom quando estou com você Numa turma de amigos E depois da canção você fica Escutando o que eu digo No carro na rua no bar Estou sempre contigo Toda vez que você precisar Você tem um amigo  Estou pro que der e vier Conte sempre comigo Pela estrada buscando emoções Despertando os sentidos Com você primavera verão No outono ou no inverno Nosso caso de amor tem sabor De um sonho eterno  Refrão(4X) Leva O meu som contigo leva E me faz a tua festa Quero ver você feliz;PT-BR;https://api.vagalume.com.br/search.php?art= Tim Maia &mus=Leva&apikey=dc668952146a4a25b6d06586e7b69708;exact
Fullgás;MarinaLima;Meu mundo você é quem faz Música, letra e dança Tudo em você é fullgás Tudo você é quem lança Lança mais e mais  Só vou te contar um segredo Não nada, nada de mal nos alcança Pois tendo em você meu brinquedo Nada machuca nem cansa  Então venha me dizer o que será Da minha vida sem você Noites de frio Dia não há E um mundo estranho pra me segurar  Então onde quer que você vá É lá Que eu vou estar Amor esperto Tão bom te amar  E tudo de lindo que eu faço Vem com você, vem feliz Você me abre seus braços E a gente faz um país;PT-BR;https://api.vagalume.com.br/search.php?art= Marina Lima &mus=Fullgas&apikey=dc668952146a4a25b6d06586e7b69708;exact
LançaPerfume;RitaLee;Lança menina, lança todo este perfume Desbaratina não dá pra ficar imune Ao teu amor que tem cheiro de coisa maluca  Vem cá meu bem, me descola um carinho Eu sou neném, só sossego com beijinho E vê se me dá o prazer de ter prazer comigo  Me aqueça Me vira de ponta cabeça Me faz de gato e sapato e... Me deixa de quatro no ato Me enche de amor, de amor  Lança, lança perfume Oh oh oh oh lança, lança perfume Lança perfume....;PT-BR;https://api.vagalume.com.br/search.php?art= Rita Lee &mus=Lanca-Perfume&apikey=dc668952146a4a25b6d06586e7b69708;aprox
NossoLoucoAmor;Gang90eAbsurdetes;Nosso louco amor está em seu olhar Quando o adeus vem nos acompanhar Sem perdão não há, como aprender e errar Meu amor, vem me abandonar  Já foi assim Mares do sul Entre jatos de luz, beleza sem dor A vida sexual dos selvagens  Agora aqui, passou a dor Na rua a luz da cidade ilumina Nosso louco amor  Nosso louco amor é mais que um lance de dados Não abolirá nosso caso  Nosso louco amor está em seu olhar Quando o adeus vem nos acompanhar Sem perdão não há, como aprender e errar Meu amor, vem me abandonar  Já foi assim Mares do sul Entre jatos de luz, beleza sem dor A vida sexual dos selvagens  É bom saber, voltou a ser Na rua uma estrela ilumina Nosso louco amor  Nosso louco amor é mais que um lance de dados Não abolirá nosso caso;PT-BR;https://api.vagalume.com.br/search.php?art= Gang 90 e Absurdetes &mus=Nosso-Louco-Amor&apikey=dc668952146a4a25b6d06586e7b69708;aprox
Oqueé,oqueé;Gonzaguinha;Eu fico com a pureza das respostas das crianças: É a vida! É bonita e é bonita! Viver e não ter a vergonha de ser feliz, Cantar,  A beleza de ser um eterno aprendiz Eu sei Que a vida devia ser bem melhor e será, Mas isso não impede que eu repita: É bonita, é bonita e é bonita! E a vida? E a vida o que é, diga lá, meu irmão? Ela é a batida de um coração? Ela é uma doce ilusão? Mas e a vida? Ela é amar a vida ou é sofrimento? Ela é alegria ou lamento? O que é? O que é, meu irmão? Há quem fale que a vida da gente é um nada no mundo, É uma gota, é um tempo Que nem dá um segundo, Há quem fale que é um divino mistério profundo, É o sopro do criador numa atitude repleta de amor. Você diz que é luto e prazer, Ele diz que a vida é viver, Ela diz que melhor é morrer Pois amada não é, e o inferno é sofrer. Eu só sei que confio na moça E na moça eu ponho a força da fé, Somos nós que fazemos a vida Como der, ou puder, ou quiser, Sempre desejada por mais que esteja errada, Ninguém quer a morte, só saúde e sorte, E a pergunta roda, e a cabeça agita. Fico com a pureza das respostas das crianças: É a vida! É bonita e é bonita! É a vida! É bonita e é bonita!;PT-BR;https://api.vagalume.com.br/search.php?art= Gonzaguinha &mus=O-que-e-o-que-e&apikey=dc668952146a4a25b6d06586e7b69708;exact
Sintonia;Tunai;Me abraça, me leva pro infinito, Me faz flutuar. Você é o meu sonho, mais bonito, Nem dá pra explicar.  Te quero e prescinto, Te desejo, te beijo e vamos seguindo, Os nossos caminhos, vão num destino só.  Nós somos sol e lua juntos, O amor uniu, Os nossos mundos.  A gente se olha, se namora E dança o balé da vida. Viver é tão simples, Quando se tem prazer.  Que bom que a gente tem, Tanta energia assim, Se você fica afim, Quero outra vez também, Paixão, sintonia.;PT-BR;https://api.vagalume.com.br/search.php?art= Tunai &mus=Sintonia&apikey=dc668952146a4a25b6d06586e7b69708;exact
Inútil;UltrajeaRigor;A gente não sabemos escolher presidente A gente não sabemos tomar conta da gente A gente não sabemos nem escovar os dente Tem gringo pensando que nóis é indigente  (Refrão)  Inútil A gente somos inútil Inútil A gente somos inútil Inútil A gente somos inútil Inútil A gente somos inútil  A gente faz carro e não sabe guiar A gente faz trilho e não tem trem prá botar A gente faz filho e não consegue criar A gente pede grana e não consegue pagar  (Refrão)  A gente faz música e não consegue gravar A gente escreve livro e não consegue publicar A gente escreve peça e não consegue encenar A gente joga bola e não consegue ganhar;PT-BR;https://api.vagalume.com.br/search.php?art= Ultraje a Rigor &mus=Inutil&apikey=dc668952146a4a25b6d06586e7b69708;exact
IStillHaven‘tFoundWhatI’mLookingFor;U2;I have climbed the highest mountains I have run through the fields Only to be with you Only to be with you I have run I have crawled I have scaled these city walls These city walls Only to be with you But I still haven't found What I'm looking for But I still haven't found What I'm looking for I have kissed honey lips Felt the healing in the fingertips It burned like fire This burning desire I have spoke with the tongue of angels I have held the hand of a devil It was warm in the night I was cold as a stone But I still haven't found What I'm looking for But I still haven't found What I'm looking for I believe in the Kingdom come Then all the colors will bleed into one Bleed into one But yes, I'm still running You broke the bonds and you loosened chains carried the cross of my shame, of my shame You know I believe it But I still haven't found What I'm looking for But I still haven't found What I'm looking for But I still haven't found What I'm looking for But I still haven't found What I'm looking for;PT-BR;https://api.vagalume.com.br/search.php?art= U2 &mus=I-Still-Haven-‘t-Found-What-Im-Looking-For&apikey=dc668952146a4a25b6d06586e7b69708;GoogleSearch OK
Sina;DjavaneCaetanoVeloso;Pai e mãe, ouro de mina Coração, desejo e sina Tudo mais, pura rotina, jazz Tocarei seu nome pra poder falar de amor Minha princesa, art-noveau Da natureza, tudo o mais Pura beleza, jazz A luz de um grande prazer é irremediável neon Quando o grito do prazer açoitar o ar, réveillon O luar, estrela do mar O sol e o dom, quiçá, um dia a fúria Desse front virá lapidar O sonho até gerar o som;PT-BR;https://api.vagalume.com.br/search.php?art= Djavan e Caetano Veloso &mus=Sina&apikey=dc668952146a4a25b6d06586e7b69708;GoogleSearch OK
