Music,Artist,Text,Language,Url,Search Status,Unnamed: 6
MeninodoRio,BabyConsuelo,"['menino', 'rio', 'calor', 'provoca', 'arrepio', 'dragão', 'tatuado', 'braço', 'calção', 'corpo', 'aberto', 'espaço', 'coração', 'eterno', 'flerte', 'adoro', 'ver-te', 'menino', 'vadio', 'tensão', 'flutuante', 'rio', 'canto', 'deus', 'proteger-te', 'menino', 'rio', 'calor', 'provoca', 'arrepio', 'dragão', 'tatuado', 'braço', 'calção', 'corpo', 'aberto', 'espaço', 'coração', 'eterno', 'flerte', 'adoro', 'ver-te', 'menino', 'vadio', 'tensão', 'flutuante', 'rio', 'canto', 'deus', 'proteger-te', 'havaí', 'aqui', 'tudo', 'sonhares', 'todos', 'lugares', 'ondas', 'mare', 'poi', 'vejo', 'desejo', 'desejo', 'menino', 'rio', 'calor', 'provoca', 'arrepio', 'toma', 'canção', 'beijo']",PT-BR,https://api.vagalume.com.br/search.php?art= Baby Consuelo &mus=Menino-do-Rio&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Saúde,RitaLee,"['cansei', 'lero-lero', 'dá', 'licença', 'vou', 'sair', 'sério', 'quero', 'saúde', 'cansei', 'escutar', 'opiniões', 'ter', 'mundo', 'melhor', 'ninguém', 'sai', 'cima', 'nesse', 'chove-não-molha', 'sei', 'agora', 'vou', 'cuidar', 'mim', 'vai', 'tudo', 'bem', 'apesar', 'contudo', 'todavia', 'porém', 'águas', 'vão', 'rolar', 'vou', 'chorar', 'acaso', 'morrer', 'coração', 'sinal', 'amei', 'demais', 'enquanto', 'viva', 'cheia', 'graça', 'talvez', 'ainda', 'faça', 'monte', 'gente', 'feliz']",PT-BR,https://api.vagalume.com.br/search.php?art= Rita Lee &mus=Saude&apikey=dc668952146a4a25b6d06586e7b69708,exact,
BrincardeViver,MariaBethânia,"['chamou', 'vai', 'querer', 'voltar', 'pro', 'ninho', 'redescobrir', 'lugar', 'pra', 'retornar', 'enfrentar', 'dia-a-dia', 'reaprender', 'sonhar', 'verá', 'assim', 'história', 'fim', 'continuum', 'sempre', 'responde', 'sim', 'imaginação', 'arte', 'sorrir', 'cada', 'vez', 'mundo', 'diz', 'verá', 'emoção', 'começa', 'agora', 'agora', 'brincar', 'viver', 'esquecer', 'ninguém', 'centro', 'universo', 'assim', 'maior', 'prazer', 'verá', 'assim', 'história', 'fim', 'continuum', 'sempre', 'responde', 'sim', 'imaginação', 'arte', 'sorrir', 'cada', 'vez', 'mundo', 'diz', 'desejo', 'amar', 'todos', 'cruzar', 'caminho', 'feliz', 'quero', 'ver', 'feliz', 'andar', 'comigo', 'vem']",PT-BR,https://api.vagalume.com.br/search.php?art= Maria Bethania &mus=Brincar-de-Viver&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
VaiPassar,ChicoBuarque,"['vai', 'passar', 'nessa', 'avenida', 'samba', 'popular', 'cada', 'paralelepípedo', 'velha', 'cidade', 'noite', 'vai', 'arrepiar', 'lembrar', 'aqui', 'passaram', 'samba', 'imortais', 'aqui', 'sangraram', 'pés', 'aqui', 'sambaram', 'ancestrais', 'tempo', 'página', 'infeliz', 'história', 'passagem', 'desbotada', 'memória', 'nova', 'gerações', 'dormia', 'pátria', 'mãe', 'tão', 'distraída', 'perceber', 'subtraída', 'tenebrosas', 'transações', 'filhos', 'erravam', 'cegos', 'continente', 'levavam', 'pedras', 'feito', 'penitentes', 'erguendo', 'estranhas', 'catedrais', 'dia', 'afinal', 'direito', 'alegria', 'fugaz', 'ofegante', 'epidemia', 'chamava', 'carnaval', 'carnaval', 'carnaval', 'vai', 'passar', 'palmas', 'pra', 'ala', 'barões', 'famintos', 'bloco', 'napoleões', 'retintos', 'pigmeus', 'bulevar', 'deus', 'vem', 'olhar', 'vem', 'ver', 'perto', 'cidade', 'cantar', 'evolução', 'liberdade', 'dia', 'clarear', 'ai', 'vida', 'boa', 'olerê', 'ai', 'vida', 'boa', 'olará', 'estandarte', 'sanatório', 'geral', 'vai', 'passar', 'ai', 'vida', 'boa', 'olerê', 'ai', 'vida', 'boa', 'olará', 'estandarte', 'sanatório', 'geral', 'vai', 'passar', '©', 'marola', 'edições', 'musicais', 'ltda']",PT-BR,https://api.vagalume.com.br/search.php?art= Chico Buarque &mus=Vai-Passar&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Loiragelada,RPM,"['homem', 'feio', 'ai', 'disfarça', 'faz', 'viu', 'ouviu', 'chamar', 'desfaz', 'assim', 'mim', 'faz', 'qualquer', 'agora', 'sei', 'passei', 'cada', 'papel', 'rastejei', 'tentando', 'entrar', 'céu', 'agora', 'sei', 'sei', 'sei', 'sei', 'passei', 'cada', 'papel', 'embriaguei', 'acordei', 'bordel', 'sei', 'pouco', 'doi', 'bom', 'três', 'demais', 'fico', 'louco', 'ciúmes', 'outro', 'rapaz', 'agora', 'sei', 'passei', 'cada', 'papel', 'rastejei', 'tentando', 'entrar', 'céu', 'agora', 'sei', 'sei', 'sei', 'passei', 'cada', 'papel', 'embriaguei', 'acordei', 'bordel', 'madrugada', 'mesa', 'bar', 'ai', 'loiras', 'geladas', 'vem', 'consolar', 'qualquer', 'mulher', 'sempre', 'assim', 'toda', 'iguais', 'enlouquecem', 'então', 'esquecem', 'querem', 'agora', 'sei', 'passei', 'cada', 'papel', 'rastejei', 'tentando', 'entrar', 'céu', 'agora', 'sei', 'sei', 'sei', 'passei', 'cada', 'papel', 'embriaguei', 'acordei', 'bordel', 'madrugada', 'mesa', 'bar', 'loiras', 'geladas', 'vem', 'consolar', 'passei', 'cada', 'papel', 'rastejei', 'passei', 'cada', 'papel', 'embriaguei', 'acordei', 'bordel']",PT-BR,https://api.vagalume.com.br/search.php?art= RPM &mus=Loira-gelada&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
QuandoGiraoMundo,FábioJr.,"['tudo', 'tudo', 'pode', 'acontecer', 'feche', 'olhos', 'solte', 'prazer', 'sonho', 'traz', 'vida', 'traz', 'tudo', 'tudo', 'pode', 'amor', 'ganhar', 'passe', 'tempo', 'passe', 'passar', 'noite', 'vem', 'dia', 'vai', 'refrão', 'gira', 'mundo', 'alguém', 'chega', 'fundo', 'ser', 'humano', 'estrela', 'solta', 'céu', 'boca', 'alguém', 'diz', 'amo', 'esperança', 'desce', 'junto', 'madrugada', 'sol', 'surgindo', 'cada', 'vez', 'lindo', 'estrada', 'esqueça', 'então', 'talvez', 'diga', 'sim', 'vez', 'amor', 'vai', 'chegar', 'refrão', 'gira', 'mundo', 'alguém', 'chega', 'fundo', 'ser', 'humano', 'estrela', 'solta', 'céu', 'boca', 'alguém', 'diz', 'amo', 'esperança', 'desce', 'junto', 'madrugada', 'sol', 'surgindo', 'cada', 'vez', 'lindo', 'estrada']",PT-BR,https://api.vagalume.com.br/search.php?art= Fabio Jr. &mus=Quando-Gira-o-Mundo&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Ideologia,Cazuza,"['partido', 'coração', 'partido', 'ilusões', 'toda', 'perdidas', 'sonhos', 'todos', 'vendidos', 'tão', 'barato', 'acredito', 'acredito', 'garoto', 'ia', 'mudar', 'mundo', 'mudar', 'mundo', 'frequenta', 'agora', 'festas', 'grand', 'monde', 'heróis', 'morreram', 'overdose', 'inimigos', 'poder', 'ideologia', 'quero', 'pra', 'viver', 'ideologia', 'quero', 'pra', 'viver', 'prazer', 'agora', 'risco', 'vida', 'sex', 'and', 'drug', 'nenhum', 'rock', 'n', 'roll', 'vou', 'pagar', 'conta', 'analista', 'pra', 'nunca', 'ter', 'saber', 'poi', 'garoto', 'ia', 'mudar', 'mundo', 'mudar', 'mundo', 'agora', 'assiste', 'tudo', 'cima', 'muro', 'heróis', 'morreram', 'overdose', 'inimigos', 'poder', 'ideologia', 'quero', 'pra', 'viver', 'ideologia', 'quero', 'pra', 'viver', '©', 'warner', 'chappell']",PT-BR,https://api.vagalume.com.br/search.php?art= Cazuza &mus=Ideologia&apikey=dc668952146a4a25b6d06586e7b69708,exact,
GuerreiroMenino,Fagner,"['homem', 'chora', 'menina', 'morena', 'deseja', 'colo', 'palavras', 'amenas', 'precisa', 'carinho', 'precisa', 'ternura', 'precisa', 'abraço', 'própria', 'candura', 'guerreiros', 'pessoas', 'fortes', 'frágeis', 'guerreiros', 'meninos', 'fundo', 'peito', 'precisam', 'descanso', 'precisam', 'remanso', 'precisam', 'sonho', 'tornem', 'perfeitos', 'triste', 'ver', 'homem', 'guerreiro', 'menino', 'barra', 'tempo', 'sobre', 'ombros', 'vejo', 'berra', 'vejo', 'sangra', 'dor', 'traz', 'peito', 'poi', 'ama', 'ama', 'homem', 'humilha', 'castram', 'sonho', 'sonho', 'vida', 'vida', 'trabalho', 'trabalho', 'homem', 'honra', 'honra', 'morre', 'mata', 'dá', 'pra', 'ser', 'feliz', 'dá', 'pra', 'ser', 'feliz', 'dá', 'pra', 'ser', 'feliz', 'dá', 'pra', 'ser', 'feliz', 'by', 'f8c9a']",PT-BR,https://api.vagalume.com.br/search.php?art= Fagner &mus=Guerreiro-Menino&apikey=dc668952146a4a25b6d06586e7b69708,exact,
FestadoInterior,GalCosta,"['fagulhas', 'pontas', 'agulhas', 'brilham', 'estrelas', 'joão', 'babados', 'xotes', 'xaxados', 'seguram', 'pontas', 'coração', 'bombas', 'guerra-magia', 'ninguem', 'matava', 'ninguem', 'morria', 'trincheiras', 'alegria', 'explodia', 'amor', 'ardia', 'fogueira', 'esquenta', 'vida', 'inteira', 'eterna', 'noite', 'sempre', 'primeira', 'festa', 'interior']",PT-BR,https://api.vagalume.com.br/search.php?art= Gal Costa &mus=Festa-do-Interior&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Vitoriosa,IvanLins,"['quero', 'risada', 'gostosa', 'jeito', 'achar', 'vida', 'pode', 'ser', 'maravilhosa', 'quero', 'alegria', 'escandalosa', 'vitoriosa', 'ter', 'vergonha', 'aprender', 'goza', 'quero', 'toda', 'pouca', 'castidade', 'quero', 'toda', 'louca', 'liberdade', 'quero', 'toda', 'vontade', 'passar', 'limites', 'ir', 'além', 'ir', 'além', 'quero', 'risada', 'gostosa', 'jeito', 'achar', 'vida', 'pode', 'ser', 'maravilhosa', 'vida', 'pode', 'ser', 'maravilhosa']",PT-BR,https://api.vagalume.com.br/search.php?art= Ivan Lins &mus=Vitoriosa&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Esquinas,Djavan,"['esquinas/djavan', 'sei', 'esquinas', 'passei', 'sei', 'sei', 'sabe', 'lá', 'ter', 'ter', 'ter', 'pra', 'dar', 'sabe', 'lá', 'sabe', 'lá', 'arredores', 'amor', 'vai', 'saber', 'reparar', 'dia', 'nasceu', 'sei', 'desertos', 'atravessei', 'sei', 'sei', 'sabe', 'lá', 'morrer', 'sede', 'frente', 'mar', 'sabe', 'lá', 'sabe', 'lá', 'correnteza', 'amor', 'vai', 'saber', 'guiar', 'nave', 'breve', 'vento', 'vaga', 'leve', 'traz', 'toda', 'paz', 'dia', 'desejo', 'levou', 'so', 'sei', 'esquinas', 'porque', 'passei', 'sei', 'sei', 'correnteza', 'amor', 'vai', 'saber', 'guiar', 'nave', 'breve', 'vento', 'vaga', 'leve', 'traz', 'toda', 'paz', 'dia', 'desejo', 'levou', 'sei', 'esquinas', 'porque', 'passei']",PT-BR,https://api.vagalume.com.br/search.php?art= Djavan &mus=Esquinas&apikey=dc668952146a4a25b6d06586e7b69708,exact,
OAmoreoPoder,RosanaFiengo,"['música', 'sombra', 'ritmo', 'ar', 'animal', 'ronda', 'véu', 'luar', 'saio', 'olhos', 'rolo', 'chão', 'feito', 'amor', 'queima', 'magia', 'negra', 'sedução', 'deusa', 'mantém', 'coisas', 'diz', 'levam', 'além', 'aqui', 'nesse', 'lugar', 'rainha', 'rei', 'mulher', 'homem', 'trocando', 'sonhos', 'lei', 'deusa', 'mantém', 'coisas', 'diz', 'levam', 'além', 'tão', 'perto', 'lendas', 'tão', 'longe', 'fim', 'afim', 'dividir', 'fundo', 'prazer', 'amor', 'poder', 'música', 'sombra', 'ritmo', 'ar', 'animal', 'ronda', 'véu', 'luar', 'tão', 'perto', 'lendas', 'tão', 'longe', 'fim', 'afim', 'dividir', 'fundo', 'prazer', 'amor', 'poder', 'deusa', 'mantém', 'coisas', 'diz', 'levam', 'além', 'tão', 'perto', 'lendas', 'tão', 'longe', 'fim', 'afim', 'dividir', 'fundo', 'prazer', 'amor', 'poder', 'deusa', 'mantém', 'coisas', 'diz', 'levam', 'além']",PT-BR,https://api.vagalume.com.br/search.php?art= Rosana Fiengo &mus=O-Amor-e-o-Poder&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Tropicana,AlceuValença,"['manga', 'rosa', 'quero', 'gosto', 'sumo', 'melão', 'maduro', 'sapoti', 'juá', 'jabuticaba', 'olhar', 'noturno', 'beijo', 'travoso', 'umbu-cajá', 'macia', 'ai', 'carne', 'caju', 'saliva', 'doce', 'doce', 'mel', 'mel', 'uruçu', 'linda', 'morena', 'fruta', 'vez', 'temporana', 'caldo', 'cana-caiana', 'vem', 'desfrutar', 'linda', 'morena', 'fruta', 'vez', 'temporana', 'caldo', 'cana-caiana', 'vou', 'desfrutar', 'morena', 'tropicana', 'quero', 'sabor']",PT-BR,https://api.vagalume.com.br/search.php?art= Alceu Valenca &mus=Tropicana&apikey=dc668952146a4a25b6d06586e7b69708,exact,
DeixaeuTeAmar,Agepê,"['quero', 'ir', 'fonte', 'ser', 'banhar-me', 'pureza', 'guardar', 'pote', 'gotas', 'felicidade', 'matar', 'saudade', 'ainda', 'existe', 'mim', 'afagar', 'cabelos', 'molhados', 'orvalho', 'natureza', 'rega', 'sutileza', 'fez', 'perfeição', 'deixando', 'certeza', 'amor', 'coração', 'deixa', 'amar', 'faz', 'conta', 'primeiro', 'beleza', 'desse', 'olhar', 'quero', 'estar', 'tempo', 'inteiro', 'quero', 'saciar', 'sede', 'desejo', 'paixão', 'alucina', 'vou', 'embrenhar', 'nessa', 'mata', 'porque', 'existe', 'cascata', 'água', 'cristalina', 'aí', 'então', 'vou', 'amar', 'sede', 'relva', 'rede', 'onde', 'quiser', 'quero', 'pegar', 'colo', 'deitar', 'solo', 'fazer', 'mulher', 'quero', 'pegar', 'colo', 'deitar', 'solo', 'fazer', 'mulher', 'deixa', 'amar', 'faz', 'conta', 'primeiro', 'beleza', 'desse', 'olhar', 'quero', 'estar', 'tempo', 'inteiro']",PT-BR,https://api.vagalume.com.br/search.php?art= Agepe &mus=Deixa-eu-Te-Amar&apikey=dc668952146a4a25b6d06586e7b69708,exact,
CodinomeBeija-Flor,Cazuza,"['pra', 'mentir', 'fingir', 'perdoou', 'tentar', 'ficar', 'amigo', 'rancor', 'emoção', 'acabou', 'coincidência', 'amor', 'música', 'nunca', 'tocou', 'pra', 'usar', 'tanta', 'educação', 'pra', 'destilar', 'terceiras', 'intenções', 'desperdiçando', 'mel', 'devagarzinho', 'flor', 'flor', 'inimigos', 'beija-flor', 'protegi', 'nome', 'amor', 'codinome', 'beija-flor', 'responda', 'nunca', 'amor', 'nunca', 'pra', 'qualquer', 'rua', 'beija-flor', 'podium', 'dentro', 'orelha', 'fria', 'dizer', 'segredos', 'liquidificador', 'sonhava', 'acordada', 'jeito', 'sentir', 'dor', 'prendia', 'choro', 'aguava', 'bom', 'amor', 'prendia', 'choro', 'aguava', 'bom', 'amor', '©', 'editora', 'sigem']",PT-BR,https://api.vagalume.com.br/search.php?art= Cazuza &mus=Codinome-Beija-Flor&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Clarear,RoupaNova,"['clarear', 'baby', 'clarear', 'menos', 'pouco', 'sol', 'quero', 'clarear', 'amor', 'nada', 'fazer', 'nunca', 'tarde', 'prá', 'lembrar', 'sol', 'solto', 'pouco', 'luz', 'nessa', 'vida', 'pouco', 'luz', 'pouco', 'luz', 'nessa', 'vida', 'pouco', 'luz', 'nessa', 'vida', 'pouco', 'luz', 'pouco', 'luz', 'nessa', 'vida', 'clarear', 'baby', 'clarear', 'quero', 'clarear', 'vez', 'tudo', 'encontrar', 'pouco', 'bom', 'rarear', 'vida', 'escura', 'ruim', 'nunca', 'tarde', 'prá', 'lembrar', 'sol', 'dentro', 'mim', 'pouco', 'luz', 'nessa', 'vida', 'pouco', 'luz', 'pouco', 'luz', 'nessa', 'vida', 'pouco', 'luz', 'nessa', 'vida', 'pouco', 'luz', 'pouco', 'luz', 'nessa', 'vida', 'amor', 'nada', 'fazer', 'nunca', 'tarde', 'prá', 'lembrar', 'sol', 'sobre', 'pouco', 'luz', 'nessa', 'vida', 'pouco', 'luz', 'pouco', 'luz', 'nessa', 'vida', 'pouco', 'luz', 'nessa', 'vida', 'pouco', 'luz', 'pouco', 'luz', 'nessa', 'vida']",PT-BR,https://api.vagalume.com.br/search.php?art= Roupa Nova &mus=Clarear&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Alagados,ParalamasdoSucesso,"['todo', 'dia', 'sol', 'manhã', 'vem', 'desafia', 'traz', 'sonho', 'pro', 'mundo', 'queria', 'palafitas', 'trapiches', 'farrapos', 'filhos', 'mesma', 'agonia', 'cidade', 'braços', 'abertos', 'cartão', 'postal', 'punhos', 'fechados', 'vida', 'real', 'nega', 'oportunidades', 'mostra', 'face', 'dura', 'mal', 'alagados', 'trenchtown', 'favela', 'maré', 'esperança', 'vem', 'mar', 'antenas', 'tv', 'arte', 'viver', 'dá', 'fé', 'sabe', 'fé', 'quê', 'arte', 'viver', 'dá', 'fé', 'sabe', 'fé', 'quê', 'todo', 'dia', 'sol', 'manhã', 'vem', 'desafia', 'traz', 'sonho', 'pro', 'mundo', 'queria', 'palafitas', 'trapiches', 'farrapos', 'filhos', 'mesma', 'agonia', 'cidade', 'braços', 'abertos', 'cartão', 'postal', 'punhos', 'fechados', 'vida', 'real', 'nega', 'oportunidades', 'mostra', 'face', 'dura', 'mal', 'alagados', 'trenchtown', 'favela', 'maré', 'esperança', 'vem', 'mar', 'antenas', 'tv', 'arte', 'viver', 'dá', 'fé', 'sabe', 'fé', 'quê', 'arte', 'viver', 'dá', 'fé', 'sabe', 'fé', 'quê', 'alagados', 'trenchtown', 'favela', 'maré', 'esperança', 'vem', 'mar', 'antenas', 'tv', 'arte', 'viver', 'dá', 'fé', 'sabe', 'fé', 'quê', 'arte', 'viver', 'dá', 'fé', 'sabe', 'fé', 'quê', 'alagados', 'trenchtown', 'favela', 'maré', 'esperança', 'vem', 'mar', 'antenas', 'tv', 'arte', 'viver', 'dá', 'fé', 'sabe', 'fé', 'quê', 'arte', 'viver', 'dá', 'fé', 'alagados', 'trenchtown', 'favela', 'maré', 'esperança', 'vem', 'mar', 'antenas', 'tv', 'arte', 'viver', 'dá', 'fé', 'sabe', 'fé', 'quê', 'arte', 'viver', 'dá', 'fé', 'arte', 'viver', 'dá', 'fé', 'sabe', 'fé', 'quê', 'arte', 'viver', 'dá', 'fé', 'sabe', 'fé', 'quê', 'arte', 'viver', 'dá', 'fé']",PT-BR,https://api.vagalume.com.br/search.php?art= Paralamas do Sucesso &mus=Alagados&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Exagerado,Cazuza,"['amor', 'vida', 'daqui', 'eternidade', 'destinos', 'traçados', 'maternidade', 'paixão', 'cruel', 'desenfreada', 'trago', 'mil', 'rosa', 'roubadas', 'pra', 'desculpar', 'mentiras', 'mancadas', 'exagerado', 'jogado', 'pés', 'exagerado', 'adoro', 'amor', 'inventado', 'nunca', 'vou', 'respirar', 'notar', 'posso', 'morrer', 'fome', 'amar', 'largo', 'tudo', 'vou', 'mendigar', 'roubar', 'matar', 'coisas', 'banais', 'pra', 'mim', 'tudo', 'nunca', 'exagerado', 'jogado', 'pés', 'exagerado', 'adoro', 'amor', 'inventado', 'largo', 'tudo', 'carreira', 'dinheiro', 'canudo', 'coisas', 'banais', 'pra', 'mim', 'tudo', 'nunca', '©', 'editora', 'sigem']",PT-BR,https://api.vagalume.com.br/search.php?art= Cazuza &mus=Exagerado&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Palco,GilbertoGil,"['subo', 'nesse', 'palco', 'alma', 'cheira', 'talco', 'bumbum', 'bebê', 'bebê', 'aura', 'clara', 'clarividente', 'pode', 'ver', 'pode', 'ver', 'trago', 'banda', 'sabe', 'onde', 'luanda', 'saberá', 'dar', 'valor', 'dar', 'valor', 'vale', 'quanto', 'pesa', 'prá', 'preza', 'louco', 'bumbum', 'tambor', 'tambor', 'fogo', 'eterno', 'prá', 'afugentar', 'inferno', 'prá', 'outro', 'lugar', 'fogo', 'eterno', 'prá', 'consumir', 'inferno', 'daqui', 'daqui', 'venho', 'festa', 'sei', 'muitos', 'têm', 'testa', 'deus-sol', 'sinal', 'sinal', 'devoto', 'trago', 'cesto', 'alegrias', 'quintal', 'quintal', 'cântaro', 'manda', 'deus', 'música', 'pedindo', 'prá', 'deixar', 'prá', 'deixar', 'derramar', 'bálsamo', 'fazer', 'canto', 'cantar', 'cantar']",PT-BR,https://api.vagalume.com.br/search.php?art= Gilberto Gil &mus=Palco&apikey=dc668952146a4a25b6d06586e7b69708,exact,
RoupaNova,Anjo,"['vê', 'estrelas', 'demais', 'lembre', 'sonho', 'volta', 'atrás', 'chega', 'perto', 'diz', 'anjo', 'sente', 'corpo', 'colar', 'solte', 'medo', 'bem', 'devagar', 'chega', 'perto', 'diz', 'anjo', 'bem', 'perto', 'diz', 'anjo', 'coisa', 'louca', 'sai', 'olhar', 'fique', 'silêncio', 'deixe', 'amor', 'entrar', 'pra', 'tanta', 'pressa', 'chegar', 'sei', 'jeito', 'lugar', 'sei', 'jeito', 'lugar', 'vê', 'estrelas', 'demais', 'lembre', 'sonho', 'volta', 'atrás', 'chega', 'perto', 'diz', 'anjo', 'sente', 'corpo', 'colar', 'solte', 'medo', 'bem', 'devagar', 'chega', 'perto', 'diz', 'anjo', 'bem', 'perto', 'diz', 'anjo', 'coisa', 'louca', 'sai', 'olhar', 'fique', 'silêncio', 'deixe', 'amor', 'entrar', 'pra', 'tanta', 'pressa', 'chegar', 'sei', 'jeito', 'lugar', 'sei', 'jeito', 'lugar', 'anjo']",PT-BR,https://api.vagalume.com.br/search.php?art= Anjo &mus=Roupa-Nova&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
BateCoração,ElbaRamalho,"['bate', 'bate', 'bate', 'coração', 'dentro', 'desse', 'velho', 'peito', 'acostumado', 'ser', 'maltratado', 'ter', 'direitos', 'bate', 'bate', 'bate', 'coração', 'ligue', 'deixe', 'quiser', 'falar', 'ah', 'porque', 'lev', 'dessa', 'vida', 'coração', 'amor', 'gente', 'pra', 'dar', 'x2', 'oi', 'tum', 'tum', 'bate', 'coração', 'oi', 'tum', 'coração', 'pode', 'bater', 'oi', 'tum', 'tum', 'tum', 'bate', 'coração', 'morro', 'amor', 'prazer', 'x2', 'águas', 'deságuam', 'mar', 'olhos', 'vivem', 'cheios', ""d'água"", 'chorando', 'molhando', 'rosto', 'tanto', 'desgosto', 'causando', 'mágoas', 'coração', 'amor', 'amor', 'pra', 'valer', 'ê', 'gente', 'pena', 'sofre', 'chora', 'coração', 'morre', 'todo', 'dia', 'saber', 'x2', 'oi', 'tum', 'tum', 'bate', 'coração', 'oi', 'tum', 'coração', 'pode', 'bater', 'oi', 'tum', 'tum', 'tum', 'bate', 'coração', 'morro', 'amor', 'prazer', 'x2', 'águas', 'deságuam', 'mar', 'olhos', 'vivem', 'cheios', ""d'água"", 'chorando', 'molhando', 'rosto', 'tanto', 'desgosto', 'causando', 'mágoas', 'coração', 'amor', 'amor', 'pra', 'valer', 'ê', 'gente', 'pena', 'sofre', 'chora', 'coração', 'morre', 'todo', 'dia', 'saber', 'x2', 'oi', 'tum', 'tum', 'bate', 'coração', 'oi', 'tum', 'coração', 'pode', 'bater', 'oi', 'tum', 'tum', 'tum', 'bate', 'coração', 'morro', 'amor', 'prazer', 'x3']",PT-BR,https://api.vagalume.com.br/search.php?art= Elba Ramalho &mus=Bate-Coracao&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Leva,TimMaia,"['bom', 'ficar', 'ano', 'inteiro', 'pode', 'crer', 'legal', 'encontrar', 'amor', 'verdadeiro', 'bom', 'acordar', 'amanhece', 'dia', 'dá', 'vontade', 'agradar', 'trazer', 'alegria', 'tão', 'bom', 'encontrar', 'ter', 'hora', 'marcada', 'falar', 'amor', 'bem', 'baixinho', 'madrugada', 'tão', 'bom', 'poder', 'despertar', 'fantasia', 'envolver', 'acender', 'ligar', 'fazer', 'companhia', 'refrão', 'lev', 'som', 'contigo', 'lev', 'faz', 'festa', 'quero', 'ver', 'feliz', 'bom', 'turma', 'amigo', 'canção', 'fica', 'escutando', 'digo', 'carro', 'rua', 'bar', 'sempre', 'contigo', 'toda', 'vez', 'precisar', 'amigo', 'pro', 'der', 'vier', 'conte', 'sempre', 'comigo', 'estrada', 'buscando', 'emoções', 'despertando', 'sentidos', 'primavera', 'verão', 'outono', 'inverno', 'caso', 'amor', 'sabor', 'sonho', 'eterno', 'refrão', 'lev', 'som', 'contigo', 'lev', 'faz', 'festa', 'quero', 'ver', 'feliz']",PT-BR,https://api.vagalume.com.br/search.php?art= Tim Maia &mus=Leva&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Fullgás,MarinaLima,"['mundo', 'faz', 'música', 'letra', 'dança', 'tudo', 'fullgás', 'tudo', 'lança', 'lança', 'vou', 'contar', 'segredo', 'nada', 'nada', 'mal', 'alcança', 'poi', 'tendo', 'brinquedo', 'nada', 'machuca', 'cansa', 'então', 'venha', 'dizer', 'vida', 'noites', 'frio', 'dia', 'mundo', 'estranho', 'pra', 'segurar', 'então', 'onde', 'quer', 'vá', 'lá', 'vou', 'estar', 'amor', 'esperto', 'tão', 'bom', 'amar', 'tudo', 'lindo', 'faço', 'vem', 'vem', 'feliz', 'abre', 'braços', 'gente', 'faz', 'país']",PT-BR,https://api.vagalume.com.br/search.php?art= Marina Lima &mus=Fullgas&apikey=dc668952146a4a25b6d06586e7b69708,exact,
LançaPerfume,RitaLee,"['lança', 'menina', 'lança', 'todo', 'perfume', 'desbaratina', 'dá', 'pra', 'ficar', 'imune', 'amor', 'cheiro', 'coisa', 'maluca', 'vem', 'cá', 'bem', 'descola', 'carinho', 'neném', 'sossego', 'beijinho', 'vê', 'dá', 'prazer', 'ter', 'prazer', 'comigo', 'aqueça', 'vira', 'ponta', 'cabeça', 'faz', 'gato', 'sapato', 'deixa', 'quatro', 'ato', 'enche', 'amor', 'amor', 'lança', 'lança', 'perfume', 'oh', 'oh', 'oh', 'oh', 'lança', 'lança', 'perfume', 'lança', 'perfume']",PT-BR,https://api.vagalume.com.br/search.php?art= Rita Lee &mus=Lanca-Perfume&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
