Music,Artist,Text,Language,Url,Search Status,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
Lôrabúrra,GabrieloPensador,"['existem', 'mulheres', 'beleza', 'abrem', 'boca', 'hmm', 'tristeza', 'hálito', 'apodrece', 'ar', 'problema', 'falam', 'dá', 'pra', 'agüentar', 'nada', 'cabeça', 'personalidade', 'fraca', 'feminilidade', 'sensualidade', 'vaca', 'produzidas', 'roupinhas', 'estação', 'viram', 'anúncio', 'televisão', 'milhões', 'pessoas', 'transitam', 'ruas', 'conhecemos', 'facilmente', 'tipo', 'perua', 'bundinha', 'empinada', 'pra', 'mostrar', 'bonita', 'cabeça', 'parafinada', 'pra', 'ficar', 'igual', 'paquita', 'lôira', 'búrra', 'lôira', 'búrra', 'lôira', 'búrra', 'lôira', 'búrra', 'toda', 'parte', 'rio', 'janeiro', 'vezes', 'interrogo', 'tão', 'mundo', 'inteiro', 'procura', 'carros', 'procura', 'dinheiro', 'lugar', 'dessas', 'cadelas', 'puteiro', 'preocupam', 'chamar', 'atenção', 'idéias', 'burrão', 'pensam', 'nada', 'querem', 'badalar', 'estar', 'moda', 'tirar', 'onda', 'beber', 'fumar', 'cadelinhas', 'boate', 'ratinhas', 'praia', 'apenas', 'otários', 'aturam', 'laia', 'enquanto', 'playboy', 'dá', 'dinheiro', 'atenção', 'saio', 'pra', 'ser', 'ricardão', 'lôrabúrra', 'lôrabúrra', 'lôrabúrra', 'lôrabúrra', 'machista', 'exigente', 'talvez', 'quero', 'mulheres', 'inteligentes', 'puro', 'retrato', 'falsidade', 'desculpa', 'amor', 'prefiro', 'mulher', 'verdade', 'medíocre', 'ainda', 'sim', 'orgulhosa', 'lôraburra', 'tá', 'nada', 'tá', 'prosa', 'jeito', 'forçado', 'falar', 'deprimente', 'entendi', 'problema', 'tão', 'carentes', 'vou', 'usar', 'nada', 'pra', 'mim', 'hmm', 'amor', 'bom', 'pra', 'ah', 'deixa', 'dormir', 'pra', 'dar', 'atenção', 'pra', 'sabe', 'conversar', 'pra', 'falar', 'sobre', 'tempo', 'sobre', 'mar', 'prefiro', 'dormir', 'sai', 'daqui', 'bem', 'claro', 'vou', 'repetir', 'pra', 'voce', 'entender', 'vou', 'ser', 'ate', 'direto', 'lôrabúrra', 'cê', 'passa', 'mulher-objeto', 'lôrabúrra', 'lôrabúrra', 'lôrabúrra', 'lôrabúrra', 'escravas', 'moda', 'toda', 'iguais', 'cabelos', 'sorrisos', 'gestos', 'artificiais', 'idéias', 'banais', 'dizem', 'racionais', 'mulheres', 'vulgares', 'noite', 'nada', 'lôrabúrra', 'vulgar', 'sim', 'valores', 'deturpados', 'leviana', 'pensa', 'tudo', 'engana', 'frágil', 'cabecinha', 'porcelana', 'filosofia', 'ser', 'bonita', 'gostosa', 'disso', 'sebosa', 'tapada', 'preconceituosa', 'lindos', 'peitos', 'merecem', 'respeito', 'marionetes', 'alienadas', 'têm', 'jeito', 'agressivo', 'contundente', 'talvez', 'pensador', 'dá', 'valor', 'mulheres', 'puro', 'retrato', 'falsidade', 'desculpa', 'amor', 'prefiro', 'mulher', 'verdade', 'lôrabúrra', 'lôrabúrra', 'lôrabúrra', 'lôrabúrra', 'problema', 'tá', 'cabelo', 'tá', 'cabeca', 'esqueça', 'toda', 'sócias', 'farmácia', 'lorácia', 'muita', 'lôrabúrra', 'cabelo', 'preto', 'castanho', 'aí', 'lôrabúrra', 'morena', 'ruiva', 'preta', 'lôrabúrra', 'careca', 'lôrabúrra', 'natural', 'loraça', 'belzebúrra', 'cada', 'lôrabúrra', 'jeito', 'toda', 'sao', 'iguais', 'cê', 'tá', 'entendendo', 'gosto', 'mulher', 'lôira', 'búrra', 'lôria', 'búrra', 'lôria', 'búrra', 'lôria', 'búrra']",PT-BR,https://api.vagalume.com.br/search.php?art= Gabriel o Pensador &mus=Loraburra&apikey=dc668952146a4a25b6d06586e7b69708,exact,,,,,,,,,,,,,,
Penseemmim,LeandroeLeonardo,"['vez', 'ficar', 'pensando', 'nele', 'vez', 'viver', 'chorando', 'pensa', 'mim', 'chore', 'mim', 'liga', 'pra', 'mim', 'liga', 'pra', 'pra', 'chore', 'lembre', 'tempo', 'amo', 'amo', 'amo', 'quero', 'fazer', 'feliz', 'vamos', 'pegar', 'primeiro', 'avião', 'destino', 'felicidade', 'felicidade', 'pra', 'mim']",PT-BR,https://api.vagalume.com.br/search.php?art= Leandro e Leonardo &mus=Pense-em-mim&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
Eumeamarrei,JoãoPauloeDaniel,"['amarrei', 'amarrei', 'amarrei', 'coração', 'amarrei', 'amarrei', 'amarrei', 'tô', 'amarrado', 'nessa', 'paixão', 'agarra', 'chamêgo', 'tão', 'gostoso', 'corpo', 'pega', 'fogo', 'demais', 'mulher', 'chora', 'sanfona', 'aqui', 'grudado', 'nela', 'noite', 'inteira', 'rela', 'rela', 'quer', 'ganho', 'beijo', 'cantinho', 'escondidinho', 'fala', 'bem', 'baixinho', 'desejo', 'mulher', 'suor', 'pingando', 'feito', 'tampa', 'panela', 'xonado', 'gamado', 'nela', 'quer', '<', 'raviera', '>']",PT-BR,https://api.vagalume.com.br/search.php?art= Joao Paulo e Daniel &mus=Eu-me-amarrei&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
SemMedodeSerFeliz,ZezéDiCamargoeLuciano,"['tira', 'paixão', 'cabeça', 'tira', 'tristeza', 'olhar', 'faz', 'sentido', 'busca', 'vale', 'pena', 'chorar', 'tempo', 'perdido', 'amor', 'bandido', 'fez', 'final', 'história', 'rumo', 'vez', 'rio', 'busca', 'mar', 'vem', 'procurar', 'encontra', 'peito', 'amor', 'q', 'quis', 'dar', 'então', 'viaja', 'corpo', 'medo', 'ser', 'feliz', 'dou', 'amor', 'faço', 'amor', 'nunca', 'fiz', 'refrão', 'perco', 'cabeça', 'queimo', 'fogo', 'juizo', 'faço', 'jogo', 'brinquedo', 'presente', 'caiu', 'ceu', 'faço', 'tudo', 'pra', 'agradar', 'dorme', 'braços', 'faço', 'sonhar', 'amanheceu', 'ja', 'esqueceu', 'vez', 'vai', 'lev', 'pedaço', 'mim', 'vez', 'vou', 'ficar', 'esperando', 'aqui', 'repete', 'refrao']",PT-BR,https://api.vagalume.com.br/search.php?art= Zeze Di Camargo e Luciano &mus=Sem-Medo-de-Ser-Feliz&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
RecadoaMinhaAmada,Katinguelê,"['lua', 'vai', 'iluminar', 'pensamentos', 'falar', 'pra', 'vivo', 'viver', 'pior', 'castigo', 'va', 'dizer', 'vou', 'sentir', 'saudades', 'velhos', 'tempo', 'felicidade', 'reinava', 'pensamentos', 'lua', 'lua', 'vai', 'dizer', 'paz', 'depende', 'vontade', 'bondade', 'vinda', 'dessa', 'moça', 'perdoar', 'sentimentos', 'lua', 'os', 'vá', 'dizer', 'mim', 'felicidade', 'moço', 'igual', 'cidade', 'mande', 'recado', 'amada', 'lua', 'vai']",PT-BR,https://api.vagalume.com.br/search.php?art= Katinguele &mus=Recado-a-Minha-Amada&apikey=dc668952146a4a25b6d06586e7b69708,exact,,,,,,,,,,,,,,
Lávemonegão,CravoeCanella,"['lá', 'vem', 'negão', 'cheio', 'paixão', 'catá', 'catá', 'catá', 'querendo', 'ganhar', 'toda', 'menininhas', 'coroa', 'perdoa', 'fungou', 'cangote', 'linda', 'morena', 'catá', 'catá', 'catá', 'loirinha', 'cafungada', 'negão', 'problema', 'loirinha', 'cafungada', 'negão', 'problema', 'ninguém', 'soube', 'amar', 'pode', 'preparar', 'chegou', 'salvação', 'alegria', 'pode', 'arrumar', 'chegou', 'negão', 'compromissada', 'melhor', 'vacilar', 'basta', 'sorriso', 'olhar', 'negão', 'catar', 'lá', 'vem', 'negão', 'cheio', 'paixão', 'catá', 'catá', 'catá', 'querendo', 'ganhar', 'toda', 'menininhas', 'coroa', 'perdoa', 'fungou', 'cangote', 'linda', 'morena', 'catá', 'catá', 'catá', 'loirinha', 'cafungada', 'negão', 'problema', 'loirinha', 'cafungada', 'negão', 'problema', 'vem', 'negão', 'vem', 'depressa', 'mulherio', 'gritar', 'vem', 'negão', 'hora', 'vamos', 'deitar', 'rolar', 'praia', 'rua', 'supermercado', 'feira', 'maior', 'curtição', 'garotinhas', 'vem', 'requebrando', 'pra', 'ficar', 'negão']",PT-BR,https://api.vagalume.com.br/search.php?art= Cravo e Canella &mus=La-vem-o-negao&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
CartãoPostal,Olodum,"['pelourinho', 'pelourinho', 'pelourinho', 'sim', 'pelourinho', 'olha', 'cara', 'bi', 'fica', 'toa', 'muita', 'gente', 'boa', 'bi', 'aqui', 'tudo', 'mudou', 'quinze', 'ano', 'brilhou', 'bi', 'olodum', 'filhos', 'sol', 'reluz', 'seduz', 'amor', 'bi', 'negro', 'conscientizados', 'cantam', 'tocam', 'pelô', 'bi', 'pelourinho', 'primeiro', 'mundo', 'cartão', 'postal', 'salvador', 'bi', 'passa', 'lá', 'passa', 'lá', 'passa', 'lá', 'vou', 'passa', 'lá', 'passa', 'lá', 'passa', 'lá', 'pelô', 'bi']",PT-BR,https://api.vagalume.com.br/search.php?art= Olodum &mus=Cartao-Postal&apikey=dc668952146a4a25b6d06586e7b69708,exact,,,,,,,,,,,,,,
ChorandoSeFoi,Kaoma,"['chorando', 'dia', 'fez', 'chorar', 'chorando', 'dia', 'fez', 'chorar', 'chorando', 'estará', 'lembrar', 'amor', 'dia', 'soube', 'cuidar', 'chorando', 'estará', 'lembrar', 'amor', 'dia', 'soube', 'cuidar', 'recordação', 'vai', 'estar', 'aonde', 'recordação', 'vai', 'estar', 'pra', 'sempre', 'aonde', 'dança', 'sol', 'mar', 'guardarei', 'olhar', 'amor', 'faz', 'perder', 'encontrar', 'lambando', 'estarei', 'lembrar', 'amor', 'dia', 'instante', 'rei', 'recordação', 'vai', 'estar', 'aonde', 'recordação', 'vai', 'estar', 'pra', 'sempre', 'aonde', 'chorando', 'estara', 'lembrar', 'amor', 'dia', 'nao', 'soube', 'cuidar', 'canção', 'riso', 'dor', 'melodia', 'amor', 'momento', 'fica', 'ar']",PT-BR,https://api.vagalume.com.br/search.php?art= Kaoma &mus=Chorando-Se-Foi&apikey=dc668952146a4a25b6d06586e7b69708,exact,,,,,,,,,,,,,,
Swingdacor,DanielaMercury,"['abandone', 'desespere', 'porque', 'posso', 'ficar', 'bi', 'porque', 'posso', 'ficar', 'ficar', 'ver', 'vem', 'pro', 'swing', 'cor', 'relaxar', 'calor', 'sabe', 'amarrar', 'vem', 'sorriso', 'pequeno', 'beijo', 'veneno', 'querendo', 'apaixonar', 'curupaco', 'kioiô', 'muzenza', 'larauê', 'curupaco', 'kioiô', 'muzenza', 'larauê', 'aia', 'ulêlêlê', 'lêlê', 'aia', 'ulêlêlê', 'lêlê', 'aia']",PT-BR,https://api.vagalume.com.br/search.php?art= Daniela Mercury &mus=Swing-da-cor&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
EssaTalLiberdade,SóPraContrariar,"['vou', 'fazer', 'tal', 'liberdade', 'solidão', 'pensando', 'nunca', 'imaginei', 'sentir', 'tanta', 'saudade', 'coração', 'sabe', 'esquecer', 'andei', 'errado', 'pisei', 'bola', 'troquei', 'amava', 'ilusão', 'gente', 'aprende', 'vida', 'escola', 'assim', 'acaba', 'grande', 'paixão', 'quero', 'abraçar', 'quero', 'beijar', 'desejo', 'noite', 'dia', 'quero', 'prender', 'todo', 'tudo', 'queria', 'vou', 'fazer', 'fim', 'tarde', 'pra', 'onde', 'quer', 'olhe', 'lembro', 'sei', 'fico', 'aqui', 'mudo', 'cidade', 'sinceramente', 'amor', 'sei', 'fazer', 'andei', 'errado', 'pisei', 'bola', 'achei', 'melhor', 'cantar', 'outra', 'canção', 'gente', 'aprende', 'vida', 'escola', 'troco', 'liberdade', 'perdão', 'quero', 'abraçar', 'quero', 'beijar', 'desejo', 'noite', 'dia', 'quero', 'prender', 'todo', 'tudo', 'queria']",PT-BR,https://api.vagalume.com.br/search.php?art= So Pra Contrariar &mus=Essa-Tal-Liberdade&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
Catedral,ZéliaDuncan,"['deserto', 'atravessei', 'ninguém', 'viu', 'passar', 'estranha', 'pude', 'ver', 'céu', 'maior', 'tentei', 'dizer', 'vi', 'tão', 'longe', 'chegar', 'perto', 'algum', 'lugar', 'deserto', 'onde', 'encontrei', 'viu', 'passar', 'correndo', 'pude', 'ver', 'tempo', 'maior', 'olhei', 'pra', 'mim', 'vi', 'assim', 'tão', 'perto', 'chegar', 'onde', 'silêncio', 'catedral', 'templo', 'mim', 'onde', 'possa', 'ser', 'imortal', 'vai', 'existir', 'sei', 'vai', 'ter', 'existir', 'vai', 'resistir', 'lugar', 'solidão', 'pode', 'evitar', 'encontro', 'enfim', 'coração', 'secular', 'sonha', 'deságua', 'dentro', 'mim', 'amanhã', 'devagar', 'diz', 'voltar', 'disser', 'amor', 'vou', 'mentir', 'pra', 'mim', 'disser', 'deixa', 'pra', 'sempre', 'assim', 'tentei', 'dizer', 'vi', 'tão', 'longe', 'chegar', 'perto', 'algum', 'lugar']",PT-BR,https://api.vagalume.com.br/search.php?art= Zelia Duncan &mus=Catedral&apikey=dc668952146a4a25b6d06586e7b69708,exact,,,,,,,,,,,,,,
TomaJuízo,ZezéDiCamargoeLuciano,"['hoje', 'aqui', 'vim', 'falar', 'mim', 'preciso', 'refazer', 'vida', 'quero', 'ser', 'estrada', 'salvação', 'madrugada', 'hoje', 'aqui', 'vai', 'ter', 'decidir', 'cansei', 'ter', 'metade', 'quero', 'amor', 'corpo', 'inteiro', 'amor', 'maior', 'mundo', 'verdadeiro', 'toma', 'cuidado', 'vida', 'muda', 'jogo', 'repente', 'toma', 'juízo', 'ajude', 'consertar', 'amor', 'gente', 'toma', 'cuidado', 'posso', 'reverter', 'partida', 'toma', 'juízo', 'vou', 'tirar', 'vida']",PT-BR,https://api.vagalume.com.br/search.php?art= Zeze Di Camargo e Luciano &mus=Toma-Juizo&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
CachimboDaPaz,"GabrielOPensador,LuluSantos","['cri', 'cri', 'criminalidade', 'toma', 'conta', 'cidade', 'sociedade', 'põe', 'cupa', 'autoridades', 'cacique', 'oficial', 'viajou', 'pro', 'pantanal', 'porque', 'aqui', 'violência', 'demais', 'lá', 'encontrou', 'velho', 'índio', 'usava', 'fio', 'dental', 'fumava', 'cachimbo', 'paz', 'presidente', 'deu', 'tapa', 'cachimbo', 'hora', 'voltar', 'pra', 'capital', 'ficou', 'preguiça', 'trocou', 'paletó', 'fio', 'dental', 'nomeou', 'velho', 'índio', 'pra', 'ministro', 'justiça', 'novo', 'ministro', 'chegando', 'cidade', 'achou', 'tribo', 'violenta', 'demais', 'viu', 'todo', 'cara', 'pálida', 'vivia', 'atrás', 'grade', 'chamou', 'tv', 'jornais', 'disse', 'índio', 'chegou', 'trazendo', 'novidade', 'índio', 'trouxe', 'cachimbo', 'paz', 'maresia', 'sente', 'maresia', 'maresia', 'uuhu', 'apaga', 'fumaça', 'revólver', 'pistola', 'manda', 'fumaça', 'cachimbo', 'pra', 'cachola', 'acende', 'puxa', 'prende', 'passa', 'índio', 'quer', 'cachimbo', 'índio', 'quer', 'fazer', 'fumaça', 'todo', 'mundo', 'experimenta', 'cachimbo', 'floresta', 'dizem', 'bom', 'dizem', 'presta', 'querem', 'proibir', 'querem', 'liberar', 'polêmica', 'chegou', 'congresso', 'tudo', 'deve', 'ser', 'pra', 'evitar', 'concorrência', 'porque', 'hollywood', 'sucesso', 'cachimbo', 'paz', 'deixou', 'povo', 'tranquilo', 'fumo', 'acabou', 'porque', 'oitenta', 'quilos', 'povo', 'aplaudiu', 'índio', 'partiu', 'pra', 'selva', 'prometeu', 'voltar', 'tonelada', 'voltou', 'sujou', 'polícia', 'federal', 'preparou', 'cilada', 'cachimbo', 'paz', 'proibido', 'entra', 'caçamba', 'vagabundo', 'vamo', 'pra', 'dp', 'ê', 'êê', 'índio', 'fodido', 'porque', 'lá', 'pau', 'vai', 'comer', 'maresia', 'sente', 'maresia', 'maresia', 'uuhu', 'apaga', 'fumaça', 'revólver', 'pistola', 'manda', 'fumaça', 'cachimbo', 'pra', 'cachola', 'acende', 'puxa', 'prende', 'passa', 'índio', 'quer', 'cachimbo', 'índio', 'quer', 'fazer', 'fumaça', 'delegacia', 'viciado', 'delinquente', 'cada', 'vício', 'caso', 'diferente', 'cachaceiro', 'esfaqueou', 'dono', 'bar', 'porque', 'vendia', 'pinga', 'fiado', 'senhor', 'bebeu', 'uísque', 'demais', 'acordou', 'travesti', 'assassinou', 'coitado', 'viciado', 'jogo', 'apostou', 'mulher', 'perdeu', 'aposta', 'sequestrada', 'tanta', 'ocorrência', 'tanta', 'violência', 'índio', 'entendendo', 'nada', 'viu', 'delegado', 'fumava', 'charuto', 'fedorento', 'acendeu', 'paz', 'pra', 'relaxar', 'dar', 'tapinha', 'levou', 'tapão', 'violento', 'chute', 'naquele', 'lugar', 'mandado', 'pro', 'presídio', 'caminho', 'assistiu', 'acidente', 'provocado', 'excesso', 'cerveja', 'jovem', 'bebeu', 'demais', 'atropelou', 'padre', 'noivos', 'porta', 'igreja', 'pro', 'índio', 'nada', 'faz', 'sentido', 'tantas', 'drogas', 'porque', 'cachimbo', 'proibido', 'maresia', 'sente', 'maresia', 'maresia', 'uuhu', 'apaga', 'fumaça', 'revólver', 'pistola', 'manda', 'fumaça', 'cachimbo', 'pra', 'cachola', 'acende', 'puxa', 'prende', 'passa', 'índio', 'quer', 'cachimbo', 'índio', 'quer', 'fazer', 'fumaça', 'penitenciária', 'índio', 'lei', 'conheceu', 'criminosos', 'verdade', 'entrando', 'saindo', 'voltando', 'cada', 'vez', 'perigosos', 'pra', 'sociedade', 'aí', 'cumpádi', 'rolando', 'sorteio', 'prisão', 'pra', 'reduzir', 'super', 'lotação', 'todo', 'mês', 'alguns', 'presos', 'ser', 'executados', 'índio', 'dessa', 'vez', 'sorteados', 'tentou', 'acalmar', 'outros', 'presos', 'peraí', 'vamô', 'fumar', 'cachimbinho', 'paz', 'começaram', 'rir', 'espancaram', 'velho', 'índio', 'poder', 'ante', 'morrer', 'pensou', 'tribo', 'atrasada', 'demais', 'querem', 'acabar', 'violência', 'paz', 'contra', 'lei', 'lei', 'contra', 'paz', 'cachimbo', 'índio', 'continuava', 'proibido', 'quer', 'comprar', 'fácil', 'pão', 'hoje', 'dia', 'vendido', 'mesmos', 'bandidos', 'mataram', 'velho', 'índio', 'prisão', 'maresia', 'sente', 'maresia', 'maresia', 'uuhu', 'apaga', 'fumaça', 'revólver', 'pistola', 'manda', 'fumaça', 'cachimbo', 'pra', 'cachola', 'acende', 'puxa', 'prende', 'passa', 'índio', 'quer', 'cachimbo', 'índio', 'quer', 'fazer', 'fumaça', 'maresia', 'sente', 'maresia', 'maresia', 'uuhu', 'apaga', 'fumaça', 'revólver', 'pistola', 'sente', 'marisia', 'maresia', 'índio', 'quer', 'cachimbo', 'índio', 'quer', 'fazer', 'fumaça', 'apaga', 'fumaça', 'revólver', 'pistola', 'sente', 'marisia', 'acende', 'puxa', 'prende', 'passa', 'uuhu', 'apaga', 'fumaça', 'revólver', 'pistola', 'sente', 'maresia', 'maresia', 'índio', 'quer', 'cachimbo', 'índio', 'quer', 'fazer', 'fumaça', 'apaga', 'fumaça', 'revólver', 'pistola', 'manda', 'fumaça', 'cachimbo', 'pra', 'cachola', 'acende', 'puxa', 'prende', 'passa', 'índio', 'quer', 'cachimbo', 'índio', 'quer', 'fazer', 'fumaça', 'apaga', 'fumaça', 'revólver', 'pistola', 'manda', 'fumaça', 'cachimbo', 'pra', 'cachola', 'acende', 'puxa', 'prende', 'passa', 'índio', 'quer', 'cachimbo', 'índio', 'quer', 'fazer', 'fumaça', 'apaga', 'fumaça', 'revólver', 'pistola', 'manda', 'fumaça', 'cachimbo', 'pra', 'cachola']",PT-BR,"https://api.vagalume.com.br/search.php?art= Gabriel O Pensador, Lulu Santos &mus=Cachimbo-Da-Paz&apikey=dc668952146a4a25b6d06586e7b69708",GoogleSearch OK,,,,,,,,,,,,,,
NuncaVouDeixarVocê,Karametade,"['mudou', 'nada', 'mim', 'mesmos', 'amigo', 'mesmas', 'mania', 'troco', 'time', 'santo', 'guias', 'fiel', 'fazer', 'fantasia', 'coração', 'assim', 'quero', 'amor', 'pular', 'cerca', 'pulei', 'amei', 'errar', 'errei', 'voltei', 'transar', 'transei', 'fiquei', 'manda', 'coração', 'acende', 'fogo', 'paixão', 'dá', 'show', 'hora', 'amar', 'sabe', 'fazer', 'corpo', 'delirar', 'põe', 'verdade', 'ilusão', 'loucura', 'tentação', 'dá', 'show', 'hora', 'prazer', 'nunca', 'vou', 'deixar', 'coração', 'assim', 'quero', 'amor', 'pular', 'cerca', 'pulei', 'amei', 'errar', 'errei', 'voltei', 'transar', 'transei', 'fiquei', 'manda', 'coração', 'acende', 'fogo', 'paixão', 'dá', 'show', 'hora', 'amar', 'sabe', 'fazer', 'corpo', 'delirar', 'põe', 'verdade', 'ilusão', 'loucura', 'tentação', 'dá', 'show', 'hora', 'prazer', 'nunca', 'cou', 'deixar', 'voce']",PT-BR,https://api.vagalume.com.br/search.php?art= Karametade &mus=Nunca-Vou-Deixar-Voce&apikey=dc668952146a4a25b6d06586e7b69708,exact,,,,,,,,,,,,,,
SóLove,ClaudinhoeBuchecha,"['love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'quero', 'novo', 'atracar', 'gosto', 'corpo', 'alma', 'coração', 'venero', 'demais', 'prazer', 'controlo', 'calendário', 'utilizar', 'mãos', 'quero', 'novo', 'atracar', 'gosto', 'corpo', 'alma', 'coração', 'venero', 'demais', 'prazer', 'controlo', 'calendário', 'utilizar', 'mãos', 'amor', 'vou', 'esperar', 'pra', 'ter', 'prazer', 'corpo', 'quente', 'sol', 'vivo', 'sonhar', 'pensando', 'delírios', 'jogar', 'futebol', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'arriscasse', 'alguém', 'tão', 'bom', 'quanto', 'vou', 'confiar', 'ninguém', 'vou', 'envolver', 'qualquer', 'pra', 'despir', 'toda', 'razão', 'emoção', 'transparecer', 'deixarei', 'momentos', 'vão', 'pra', 'amar', 'ser', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love']",PT-BR,https://api.vagalume.com.br/search.php?art= Claudinho e Buchecha &mus=So-Love&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
Mineirinho/SaidaMinhaAba,SóPraContrariar,"['culpa', 'comer', 'quietinho', 'cantinho', 'boto', 'pra', 'quebrar', 'levo', 'vida', 'bem', 'jeitinho', 'fazer', 'falar', 'culpa', 'comer', 'quietinho', 'cantinho', 'boto', 'pra', 'quebrar', 'levo', 'vida', 'bem', 'jeitinho', 'fazer', 'falar', 'quer', 'saber', 'pra', 'dar', 'vai', 'fazer', 'delirar', 'sabor', 'queijo', 'docinho', 'oh', 'benzinho', 'vai', 'gostar', 'tão', 'maneiro', 'uai', 'bom', 'demais', 'duvidar', 'tempero', 'uai', 'mineiro', 'faz', 'vem', 'provar', 'amarrar', 'tão', 'maneiro', 'uai', 'bom', 'demais', 'duvidar', 'tempero', 'uai', 'mineiro', 'faz', 'prova', 'amarra', 'disse', 'ai', 'ai', 'duvidar', 'faz', 'faz', 'prova', 'amarra', 'ai', 'ai', 'duvidar', 'faz', 'faz', 'prova', 'amarra', 'culpa', 'comer', 'quietinho', 'cantinho', 'boto', 'pra', 'quebrar', 'levo', 'vida', 'bem', 'jeitinho', 'fazer', 'falar', 'culpa', 'comer', 'quietinho', 'cantinho', 'boto', 'pra', 'quebrar', 'levo', 'vida', 'bem', 'jeitinho', 'quero', 'fazer', 'falar', 'quer', 'saber', 'pra', 'dar', 'vai', 'fazer', 'delirar', 'sabor', 'queijo', 'docinho', 'oh', 'benzinho', 'oh', 'benzinho', 'vai', 'gostar', 'tão', 'maneiro', 'uai', 'bom', 'demais', 'duvidar', 'tempero', 'uai', 'mineiro', 'faz', 'prova', 'amarra', 'tão', 'maneiro', 'uai', 'bom', 'demais', 'duvidar', 'tempero', 'uai', 'mineiro', 'faz', 'prova', 'amarra', 'disse', 'ai', 'disse', 'ai', 'duvidar', 'faz', 'faz', 'prova', 'amarra', 'ai', 'ai', 'duvidar', 'faz', 'faz', 'prova', 'amarra', 'sai', 'pra', 'lá', 'manca', 'vê', 'esquece', 'aguento', 'estresse', 'dou', 'mão', 'quer', 'logo', 'pé', 'aborrece', 'sai', 'pra', 'lá', 'bicão', 'sai', 'pra', 'lá', 'mané', 'vê', 'desaparece', 'toda', 'hora', 'cumpadre', 'quebra', 'galho', 'aí', 'qualquer', 'emprestado', 'sempre', 'pedir', 'tô', 'bebendo', 'cerveja', 'bebe', 'copo', 'acendo', 'cigarro', 'quer', 'fumar', 'pra', 'mim', 'chego', 'pagode', 'quer', 'entrar', 'comigo', 'ganho', 'garota', 'tenta', 'atrasar', 'fica', 'marcando', 'pra', 'ter', 'perigo', 'perder', 'carona', 'mandar', 'aba', 'aba', 'aba', 'sai', 'aba', 'sai', 'pra', 'lá', 'poder', 'ver', 'sai', 'aba', 'sai', 'pra', 'lá', 'aturo', 'sai', 'aba', 'sai', 'pra', 'lá', 'poder', 'ver', 'sai', 'aba', 'sai', 'pra', 'lá', 'aturo', 'aba', 'aba', 'aba', 'sai', 'aba', 'sai', 'pra', 'lá', 'poder', 'ver', 'sai', 'aba', 'sai', 'pra', 'lá', 'aturo', 'sai', 'aba', 'sai', 'pra', 'lá', 'poder', 'ver', 'sai', 'aba', 'sai', 'pra', 'lá', 'aturo', 'ai', 'ai', 'ai', 'ai', 'ai', 'ai', 'aturo', 'ai', 'ai', 'aturo']",PT-BR,https://api.vagalume.com.br/search.php?art= So Pra Contrariar &mus=Mineirinho-/-Sai-da-Minha-Aba&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,,,,,,,,,,,,,,
VemNhaNhã,BoquinhaDaGarrafa,"['ai', 'ai', 'ai', 'filha', 'lua', 'cheia', 'dupla', 'jeito', 'deixa', 'louco', 'quero', 'namorar', 'dance', 'comigo', 'colado', 'deixe', 'corpo', 'suar', 'calor', 'corpo', 'esquenta', 'transformando', 'fogo', 'balé', 'vai', 'vem', 'vem', 'nha', 'nha', 'devagarinho', 'vem', 'nha', 'nha', 'vem', 'mansinho', 'vem', 'nha', 'nha', 'bem', 'gostosinho', 'vem', 'comigo', 'vem', 'nha', 'nha', 'diga', 'cansada', 'nha', 'nhou', 'alguém', 'quero', 'bem', 'assanhada', 'fique', 'nhém', 'nhém', 'nhém', 'agora', 'faça', 'pedido', 'amor', 'emoção']",PT-BR,https://api.vagalume.com.br/search.php?art= Boquinha Da Garrafa &mus=Vem-Nha-Nha&apikey=dc668952146a4a25b6d06586e7b69708,aprox,,,,,,,,,,,,,,
