Music,Artist,Text,Language,Url,Search Status
APraça,RonnieVon,"['hoje', 'acordei', 'saudades', 'beijei', 'foto', 'ofertou', 'sentei', 'naquele', 'banco', 'pracinha', 'porque', 'foi', 'lá', 'começou', 'amor', 'sent', 'passarinhos', 'todos', 'reconheceram', 'entenderam', 'toda', 'solidão', 'ficaram', 'tão', 'tristonhos', 'emudeceram', 'aí', 'então', 'fiz', 'canção', 'mesma', 'praça', 'banco', 'a', 'mesmas', 'flores', 'jardim', 'tudo', 'igual', 'triste', 'porque', 'perto', 'mim', 'beijei', 'árvore', 'tão', 'linda', 'onde', 'com', 'canivete', 'coração', 'desenhei', 'escrevi', 'coração', 'nome', 'junto', 'ser', 'grande', 'amor', 'então', 'jurei', 'o', 'guarda', 'ainda', 'dia', 'pegou', 'roubando', 'rosa', 'amarela', 'pra', 'ainda', 'balanço', 'gangorra', 'amor', 'crianças', 'param', 'correr', 'mesma', 'praça', 'aquele', 'bom', 'velhinho', 'pipoqueiro', 'viu', 'quando', 'envergonhado', 'namoro', 'falei', 'ainda', 'sorveteiro', 'assistiu', 'ao', 'primeiro', 'beijo', 'dei', 'gente', 'vai', 'crescendo', 'vai', 'crescendo', 'tempo', 'passa', 'nunca', 'esquece', 'felicidade', 'encontrou', 'sempre', 'vou', 'lembrar', 'banco', 'lá', 'praça', 'foi', 'lá', 'começou', 'amor']",PT-BR,https://api.vagalume.com.br/search.php?art= Ronnie Von &mus=A-Praca&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Paistropical,WilsonSimonal,"['moro', 'num', 'país', 'tropical', 'abençoado', 'deus', 'bonito', 'natureza', 'ma', 'beleza', 'fevereiro', 'fevereiro', 'tem', 'carnaval', 'tem', 'carnaval', 'eu', 'fusca', 'violão', 'sou', 'flamengo', 'nêga', 'chamada', 'tereza', 'sambaby', 'sambaby', 'sou', 'menino', 'mentalidade', 'mediana', 'poi', 'ma', 'assim', 'feliz', 'vida', 'poi', 'devo', 'nada', 'ninguém', 'poi', 'poi', 'feliz', 'feliz', 'comigo', 'moro', 'num', 'país', 'tropical', 'abençoado', 'deus', 'bonito', 'natureza', 'ma', 'beleza', 'fevereiro', 'fevereiro', 'tem', 'carnaval', 'tem', 'carnaval', 'eu', 'fusca', 'violão', 'sou', 'flamengo', 'nêga', 'chamada', 'tereza', 'sambaby', 'sambaby', 'eu', 'posso', 'ser', 'band', 'leader', 'poi', 'ma', 'assim', 'lá', 'casa', 'todos', 'amigo', 'camaradinhas', 'respeitam', 'poi', 'essa', 'razão', 'simpatia', 'poder', 'algo', 'alegria', 'moro', 'num', 'país', 'tropical', 'abençoado', 'deus', 'bonito', 'natureza', 'ma', 'beleza', 'fevereiro', 'fevereiro', 'tem', 'carnaval', 'tem', 'carnaval', 'eu', 'fusca', 'violão', 'sou', 'flamengo', 'nêga', 'chamada', 'tereza', 'mor', 'no', 'patropi', 'abençoá', 'dê', 'boni', 'naturê', 'ma', 'belê', 'feverê', 'feverê', 'tem', 'carná', 'tem', 'carná', 'eu', 'fuca', 'vió', 'sou', 'flamen', 'nêga', 'chamá', 'terê', 'do', 'brasil']",PT-BR,https://api.vagalume.com.br/search.php?art= Wilson Simonal &mus=Pais-tropical&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Meninamoça,TitoMadi,"['você', 'botão', 'rosa', 'amanhã', 'flor', 'mulher', 'jóia', 'preciosa', 'cada', 'deseja', 'quer', 'de', 'manhã', 'banhada', 'sol', 'vem', 'mar', 'beijar', 'lua', 'enciumada', 'noite', 'alta', 'vai', 'olhar', 'você', 'menina', 'moça', 'mais', 'menina', 'mulher', 'confissões', 'ouça', 'abra', 'olhos', 'puder', 'tudo', 'tempo', 'certo', 'tempo', 'amar', 'coração', 'aberto', 'faz', 'chorar', 'lua', 'sol', 'praia', 'mar', 'missão', 'deus', 'vida', 'eterna', 'amar']",PT-BR,https://api.vagalume.com.br/search.php?art= Tito Madi &mus=Menina-moca&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Tudodemim,AltemarDutra,"['de', 'feito', 'afinal', 'este', 'coração', 'espécie', 'amor', 'você', 'deseja', 'dar', 'se', 'humilho', 'demais', 'me', 'abaixo', 'chão', 'ainda', 'fico', 'dever', 'sem', 'contentar', 'o', 'quer', 'se', 'tudo', 'dei', 'resta', 'mim', 'sorrindo', 'entreguei', 'se', 'pranto', 'olhar', 'nem', 'uma', 'gota', 'sequer', 'para', 'chorar', 'só', 'vida', 'eu', 'dou', 'como', 'dar', 'se', 'morto', 'bisar']",PT-BR,https://api.vagalume.com.br/search.php?art= Altemar Dutra &mus=Tudo-de-mim&apikey=dc668952146a4a25b6d06586e7b69708,aprox
OBomRapaz,WanderleyCardoso,"['parece', 'sabia', 'que', 'hoje', 'dia', 'tudo', 'terminar', 'poi', 'logo', 'notei', 'quando', 'telefonei', 'pelo', 'jeito', 'falar', 'eu', 'nunca', 'pensei', 'quem', 'tanto', 'amei', 'fosse', 'assim', 'desprezar', 'ma', 'mundo', 'grande', 'vou', 'sei', 'pra', 'onde', 'alguém', 'amar', 'já', 'terminamos', 'só', 'resta', 'agora', 'adeus', 'final', 'te', 'amar', 'demais', 'ser', 'bom', 'rapaz', 'mal']",PT-BR,https://api.vagalume.com.br/search.php?art= Wanderley Cardoso &mus=O-Bom-Rapaz&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Marina,CaubiPeixoto,"['marina', 'morena', 'marina', 'você', 'pintou', 'marina', 'você', 'faça', 'tudo', 'faça', 'favor', 'não', 'pinte', 'rosto', 'que', 'gosto', 'marina', 'você', 'bonita', 'deus', 'deu', 'me', 'aborreci', 'zanguei', 'já', 'posso', 'falar', 'zango', 'marina', 'sei', 'perdoar', 'eu', 'desculpei', 'muita', 'coisa', 'você', 'arranjava', 'outra', 'igual', 'desculpe', 'marina', 'morena', 'ma', 'mal', 'de', 'mal', 'de', 'mal']",PT-BR,https://api.vagalume.com.br/search.php?art= Caubi Peixoto &mus=Marina&apikey=dc668952146a4a25b6d06586e7b69708,exact
SuaveéANoite,MoacyrFranco,"['é', 'tão', 'calma', 'noite', 'noite', 'doi', 'ninguém', 'amou', 'assim', 'nem', 'amar', 'quando', 'amanhã', 'separar', 'lembrança', 'ficar', 'beijos', 'verão', 'ternuras', 'luar', 'brisa', 'murmurar', 'canção', 'tudo', 'suave', 'encanto', 'quando', 'noite', 'vem', 'noite', 'no', 'mundo', 'ninguém', 'beijos', 'verão', 'ternuras', 'luar', 'brisa', 'murmurar', 'canção', 'tudo', 'suave', 'encanto', 'quando', 'noite', 'vem', 'noite', 'no', 'mundo', 'ninguém']",PT-BR,https://api.vagalume.com.br/search.php?art= Moacyr Franco &mus=Suave-e-A-Noite&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Dominique,Giane,"['dominique', 'nique', 'nique', 'sempre', 'alegre', 'esperando', 'alguém', 'possa', 'amar', 'o', 'príncipe', 'encantado', 'eterno', 'namorado', 'que', 'cansa', 'esperar', 'dominique', 'sonho', 'alguém', 'pode', 'realizar', 'há', 'vir', 'cavalheiro', 'conduza', 'altar', 'dominique', 'nique', 'nique', 'sempre', 'alegre', 'esperando', 'alguém', 'possa', 'amar', 'o', 'príncipe', 'encantado', 'eterno', 'namorado', 'que', 'cansa', 'esperar', 'certo', 'dia', 'passagem', 'avenida', 'alguém', 'notou', 'o', 'doce', 'olhar', 'dominique', 'então', 'enamorou', 'dominique', 'nique', 'nique', 'sempre', 'alegre', 'esperando', 'alguém', 'possa', 'amar', 'o', 'príncipe', 'encantado', 'eterno', 'namorado', 'que', 'cansa', 'esperar', 'o', 'rapaz', 'sorriso', 'logo', 'pediu', 'mão', 'visão', 'paraíso', 'fez', 'pulsar', 'coração', 'dominique', 'nique', 'nique', 'sempre', 'alegre', 'esperando', 'alguém', 'possa', 'amar', 'o', 'príncipe', 'encantado', 'eterno', 'namorado', 'que', 'cansa', 'esperar', 'apesar', 'pouca', 'idade', 'dominique', 'percebeu', 'que', 'maior', 'felicidade', 'amor', 'deus', 'deu', 'dominique', 'nique', 'nique', 'sempre', 'alegre', 'esperando', 'alguém', 'possa', 'amar', 'o', 'príncipe', 'encantado', 'eterno', 'namorado', 'que', 'cansa', 'esperar', 'ma', 'tempo', 'passando', 'verdade', 'apareceu', 'poi', 'vive', 'sonhando', 'dessa', 'vida', 'esqueceu', 'dominique', 'nique', 'nique', 'sempre', 'alegre', 'esperando', 'alguém', 'possa', 'amar', 'o', 'príncipe', 'encantado', 'eterno', 'namorado', 'que', 'cansa', 'esperar', 'uma', 'lágrima', 'caída', 'rolar', 'olhos', 'numa', 'tarde', 'domingo', 'rapaz', 'disse', 'adeus', 'dominique', 'nique', 'nique', 'sempre', 'triste', 'chorar', 'amor', 'acabou', 'o', 'príncipe', 'encantado', 'eterno', 'namorado', 'que', 'voltou']",PT-BR,https://api.vagalume.com.br/search.php?art= Giane &mus=Dominique&apikey=dc668952146a4a25b6d06586e7b69708,exact
HavaNagila,ChubbyChecker,"['hava', 'nagila', 'hava', 'nagila', 'hava', 'nagila', 'venismeja', 'hava', 'nagila', 'hava', 'nagila', 'hava', 'nagila', 'venismeja', 'hava', 'neranena', 'hava', 'neranena', 'hava', 'neranena', 'venismeja', 'hava', 'neranena', 'hava', 'neranena', 'hava', 'neranena', 'venismeja', 'uru', 'uru', 'ajim', 'uru', 'ajim', 'belev', 'samea', 'uru', 'ajim', 'belev', 'samea', 'uru', 'ajim', 'belev', 'samea', 'uru', 'ajiimm', 'uru', 'ajiimm', 'belev', 'samea', 'hava', 'nagila', 'hava', 'nagila', 'hava', 'nagila', 'venismeja', 'hava', 'nagila', 'hava', 'nagila', 'hava', 'nagila', 'venismeja', 'hava', 'neranena', 'hava', 'neranena', 'hava', 'neranena', 'venismeja', 'hava', 'neranena', 'hava', 'neranena', 'hava', 'neranena', 'venismeja', 'uru', 'uru', 'uru', 'ajim', 'belev', 'samea', 'uru', 'ajim', 'belev', 'samea', 'uru', 'ajim', 'belev', 'samea', 'uru', 'ajim', 'belev', 'samea', 'uru', 'ajim', 'uru', 'ajim', 'venismeja']",PT-BR,https://api.vagalume.com.br/search.php?art= Chubby Checker &mus=Hava-Nagila&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK
Meubem,RonnieVon,"['se', 'quiser', 'ouvir', 'então', 'história', 'sobre', 'alguém', 'amei', 'só', 'direi', 'deixou', 'imagem', 'ilusória', 'no', 'coração', 'fechei', 'ah', 'meu', 'bem', 'meu', 'bem', 'ela', 'belo', 'sonho', 'que', 'fez', 'ver', 'tudo', 'o', 'sempre', 'idealizei', 'ma', 'bem', 'partiu', 'hoje', 'vivo', 'triste', 'mudo', 'buscá-la', 'onde', 'andei', 'ah', 'meu', 'bem', 'meu', 'bem', 'mesmo', 'sofrer', 'ninguém', 'virá', 'maldizer', 'momento', 'algum', 'poi', 'meigo', 'olhar', 'fará', 'novo', 'brilhar', 'nenhum', 'hum', 'hum', 'hum', 'meu', 'bem', 'meu', 'bem', 'nada', 'existe', 'dê', 'qualquer', 'prazer', 'agora', 'já', 'longe', 'mim', 'caso', 'volta', 'deixarei', 'ir', 'embora', 'vou', 'ficar', 'fim', 'ah', 'meu', 'bem', 'meu', 'bem', 'by', 'eric', 'lope']",PT-BR,https://api.vagalume.com.br/search.php?art= Ronnie Von &mus=Meu-bem&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Mustangcordesangue,MarcosValle,"['questão', 'social', 'industrial', 'não', 'permite', 'quer', 'ande', 'pé', 'na', 'vitrine', 'mustang', 'cor', 'sangue', 'tenho', 'novo', 'ideal', 'sexual', 'abandono', 'mulher', 'virgem', 'altar', 'amo', 'ferro', 'sangue', 'um', 'mustangue', 'cor', 'sangue', 'no', 'farol', 'vejo', 'olhar', 'minha', 'mão', 'toca', 'direção', 'no', 'painel', 'vejo', 'amor', 'corpo', 'invade', 'interior', 'questão', 'social', 'industrial', 'não', 'permite', 'quer', 'fiel', 'na', 'vitrine', 'corcel', 'cor', 'mel', 'meu', 'corcel', 'cor', 'mel', 'corcel', 'no', 'farol', 'vejo', 'olhar', 'minha', 'mão', 'toca', 'direção', 'no', 'painel', 'vejo', 'amor', 'corpo', 'invade', 'interior']",PT-BR,https://api.vagalume.com.br/search.php?art= Marcos Valle &mus=Mustang-cor-de-sangue&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK
Negue,NelsonGonçalves,"['negue', 'amor', 'carinho', 'diga', 'esqueceu', 'pise', 'machucando', 'jeitinho', 'este', 'coração', 'ainda', 'diga', 'pranto', 'covardia', 'ma', 'esqueça', 'que', 'dia', 'diga', 'quer', 'negue', 'pertenceu', 'que', 'mostro', 'boca', 'molhada', 'ainda', 'marcada', 'pelo', 'beijo']",PT-BR,https://api.vagalume.com.br/search.php?art= Nelson Goncalves &mus=Negue&apikey=dc668952146a4a25b6d06586e7b69708,exact
Disparada,JairRodrigues,"['prepare', 'coração', 'pras', 'coisas', 'vou', 'contar', 'eu', 'venho', 'lá', 'sertão', 'venho', 'lá', 'sertão', 'eu', 'venho', 'lá', 'sertão', 'posso', 'agradar', 'aprendi', 'dizer', 'ver', 'morte', 'chorar', 'morte', 'destino', 'tudo', 'morte', 'destino', 'tudo', 'estava', 'lugar', 'vivo', 'pra', 'consertar', 'na', 'boiada', 'boi', 'dia', 'montei', 'não', 'motivo', 'comigo', 'que', 'qualquer', 'querer', 'porém', 'necessidade', 'do', 'dono', 'boiada', 'cujo', 'vaqueiro', 'morreu', 'boiadeiro', 'tempo', 'laço', 'firme', 'braço', 'forte', 'muito', 'gado', 'muita', 'gente', 'vida', 'segurei', 'seguia', 'sonho', 'boiadeiro', 'rei', 'ma', 'mundo', 'rodando', 'patas', 'cavalo', 'sonhos', 'sonhando', 'visões', 'clareando', 'a', 'visões', 'clareando', 'dia', 'acordei', 'então', 'pude', 'seguir', 'valente', 'lugar', 'tenente', 'dono', 'gado', 'gente', 'porque', 'gado', 'gente', 'marca', 'tange', 'ferra', 'engorda', 'mata', 'gente', 'diferente', 'se', 'concordar', 'posso', 'desculpar', 'não', 'canto', 'pra', 'enganar', 'vou', 'pegar', 'viola', 'vou', 'deixar', 'lado', 'vou', 'cantar', 'noutro', 'lugar', 'na', 'boiada', 'boi', 'boiadeiro', 'rei', 'não', 'mim', 'ninguém', 'junto', 'comigo', 'que', 'quisesse', 'pudesse', 'qualquer', 'coisa', 'por', 'qualquer', 'coisa', 'querer', 'longe', 'ma', 'mundo', 'rodando', 'patas', 'cavalo', 'dia', 'montei', 'agora', 'cavaleiro', 'laço', 'firme', 'braço', 'forte', 'reino', 'rei', 'na', 'boiada', 'boi', 'boiadeiro', 'rei', 'não', 'mim', 'ninguém', 'junto', 'comigo', 'que', 'quisesse', 'pudesse', 'qualquer', 'coisa', 'por', 'qualquer', 'coisa', 'querer', 'longe', 'ma', 'mundo', 'rodando', 'patas', 'cavalo', 'dia', 'montei', 'agora', 'cavaleiro', 'laço', 'firme', 'braço', 'forte', 'reino', 'rei', 'laiá', 'laiá', 'laiá', 'laiá', 'laiá', 'lá', 'laiá']",PT-BR,https://api.vagalume.com.br/search.php?art= Jair Rodrigues &mus=Disparada&apikey=dc668952146a4a25b6d06586e7b69708,exact
Arrastão,ElisRegina,"['eh', 'jangada', 'mar', 'eh', 'eh', 'eh', 'hoje', 'arrastão', 'eh', 'todo', 'mundo', 'pescar', 'chega', 'sombra', 'joão', 'jovi', 'olha', 'arrastão', 'entrando', 'mar', 'fim', 'é', 'irmão', 'traz', 'iemanjá', 'pra', 'mim', 'minha', 'santa', 'bárbara', 'abençoai', 'quero', 'casar', 'janaína', 'eh', 'puxa', 'bem', 'devagar', 'eh', 'eh', 'eh', 'já', 'vem', 'vindo', 'arrastão', 'eh', 'é', 'rainha', 'mar', 'vem', 'vem', 'rede', 'joão', 'prá', 'mim', 'valha-me', 'nosso', 'senhor', 'bonfim', 'nunca', 'jamais', 'viu', 'tanto', 'peixe', 'assim']",PT-BR,https://api.vagalume.com.br/search.php?art= Elis Regina &mus=Arrastao&apikey=dc668952146a4a25b6d06586e7b69708,exact
Travessia,Miltonnascimento,"['quando', 'embora', 'fez-se', 'noite', 'viver', 'forte', 'jeito', 'hoje', 'chorar', 'minha', 'casa', 'lugar', 'estou', 'resisto', 'muito', 'prá', 'falar', 'solto', 'voz', 'estradas', 'já', 'quero', 'parar', 'meu', 'caminho', 'pedra', 'como', 'posso', 'sonhar', 'sonho', 'feito', 'brisa', 'vento', 'vem', 'terminar', 'vou', 'fechar', 'pranto', 'vou', 'querer', 'matar', 'vou', 'seguindo', 'vida', 'me', 'esquecendo', 'eu', 'quero', 'morte', 'tenho', 'viver', 'vou', 'querer', 'amar', 'novo', 'der', 'vou', 'sofrer', 'já', 'sonho', 'hoje', 'faço', 'com', 'braço', 'viver', 'solto', 'voz', 'estradas', 'já', 'quero', 'parar', 'meu', 'caminho', 'pedra', 'como', 'posso', 'sonhar', 'sonho', 'feito', 'brisa', 'vento', 'vem', 'terminar', 'vou', 'fechar', 'pranto', 'vou', 'querer', 'matar', 'vou', 'seguindo', 'vida', 'me', 'esquecendo', 'eu', 'quero', 'morte', 'tenho', 'viver', 'vou', 'querer', 'amar', 'novo', 'der', 'vou', 'sofrer', 'já', 'sonho', 'hoje', 'faço', 'com', 'braço', 'viver']",PT-BR,https://api.vagalume.com.br/search.php?art= Milton nascimento &mus=Travessia&apikey=dc668952146a4a25b6d06586e7b69708,exact
Alguémmedisse,AnísioSilva,"['alguém', 'me', 'disse', 'que', 'tu', 'andas', 'novamente', 'de', 'novo', 'amor', 'nova', 'paixão', 'toda', 'contente', 'conheço', 'bem', 'tuas', 'promessas', 'outras', 'ouvi', 'iguais', 'essas', 'esse', 'teu', 'jeito', 'de', 'enganar', 'conheço', 'bem', 'pouco', 'me', 'importa', 'que', 'te', 'vejam', 'tantas', 'vezes', 'que', 'tu', 'mudes', 'de', 'paixão', 'todos', 'o', 'me', 'se', 'vais', 'beijar', 'como', 'eu', 'bem', 'sei', 'fazer', 'sonhar', 'como', 'eu', 'sonhei', 'ma', 'sem', 'ter', 'nunca', 'amor', 'igual', 'ao', 'que', 'eu', 'te', 'dei']",PT-BR,https://api.vagalume.com.br/search.php?art= Anisio Silva &mus=Alguem-me-disse&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Maringá,CarlosGalhardo,"['foi', 'lev', 'cabocla', 'maringá', 'ficou', 'sendo', 'retirante', 'dava', 'falar', 'junto', 'veio', 'alguém', 'suplicou', 'pra', 'nunca', 'esquecesse', 'caboclo', 'ficou', 'maringá', 'maringá', 'depois', 'partiste', 'tudo', 'aqui', 'ficou', 'tão', 'triste', 'que', 'garrei', 'maginar', 'maringá', 'maringá', 'para', 'haver', 'felicidade', 'preciso', 'saudade', 'vá', 'bater', 'noutro', 'lugar', 'maringá', 'maringá', 'volta', 'aqui', 'pró', 'sertão', 'pra', 'novo', 'coração', 'de', 'caboclo', 'sossegar', 'antigamente', 'alegria', 'igual', 'dominava', 'gente', 'cidade', 'pombal', 'ma', 'veio', 'seca', 'toda', 'chuva', 'foi-se', 'embora', 'só', 'restando', 'então', 'água', 'chora', 'instrumental', 'maringá', 'maringá', 'instrumental', 'maringá', 'maringá', 'instrumental', 'maringá', 'maringá', 'volta', 'aqui', 'pró', 'sertão', 'pra', 'novo', 'coração', 'de', 'caboclo', 'sossegar']",PT-BR,https://api.vagalume.com.br/search.php?art= Carlos Galhardo &mus=Maringa&apikey=dc668952146a4a25b6d06586e7b69708,exact
Quequerestudemim,AltemarDutra,"['que', 'queres', 'mim', 'que', 'fazes', 'junto', 'mim', 'se', 'tudo', 'perdido', 'amor', 'que', 'podes', 'dar', 'se', 'nada', 'ten', 'dar', 'que', 'marca', 'nova', 'dor', 'loucura', 'reviver', 'inútil', 'querer', 'o', 'amor', 'porque', 'voltaste', 'aqui', 'se', 'estando', 'junto', 'ti', 'eu', 'sinto', 'ninguém', 'que', 'pensas', 'se', 'julgas', 'ainda', 'vou', 'pedir', 'deixes', 'não', 'pedir', 'nem', 'sei', 'pedir', 'se', 'tudo', 'desejo', 'paz', 'que', 'culpa', 'se', 'tudo', 'perdeu', 'se', 'quiseste', 'assim', 'então', 'queres', 'mim', 'se', 'pranto', 'chorei', 'se', 'ti', 'sei']",PT-BR,https://api.vagalume.com.br/search.php?art= Altemar Dutra &mus=Que-queres-tu-de-mim&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Enigma,NelsonGonçalves,"['quis', 'conter-me', 'pude', 'revoltado', 'atitude', 'dessa', 'gente', 'original', 'que', 'pensa', 'ser', 'incomum', 'julgar', 'todos', 'prega', 'ter', 'moral', 'insensatos', 'pregadores', 'es', 'cruéis', 'detratores', 'agem', 'quase', 'sempre', 'assim', 'são', 'imbecis', 'personagens', 'molares', 'engrenagens', 'que', 'vão', 'roubá-la', 'mim', 'na', 'opiniões', 'eu', 'doi', 'corações', 'cada', 'amando', 'diz', 'alguém', 'entendido', 'que', 'dividido', 'duas', 'partes', 'iguais', 'não', 'temo', 'assusto', 'mesmo', 'sabendo', 'justo', 'a', 'vezes', 'paga', 'pecador', 'poi', 'deve', 'medra', 'que', 'atire', 'primeira', 'pedra', 'quem', 'errou', 'amor']",PT-BR,https://api.vagalume.com.br/search.php?art= Nelson Goncalves &mus=Enigma&apikey=dc668952146a4a25b6d06586e7b69708,exact
AVolta,OsVips,"['guardando', 'bom', 'mim', 'dar', 'chegar', 'toda', 'ternura', 'todo', 'amor', 'guardando', 'pra', 'dar', 'toda', 'vez', 'beijar', 'vida', 'quero', 'en', 'tregar', 'cada', 'beijo', 'certo', 'ficarei', 'vai', 'deixar', 'grande', 'demais', 'sempre', 'amor', 'destino', 'quis', 'parar', 'agora', 'perto', 'dia', 'chegar', 'bom', 'vou', 'entregar', 'bi', 'vejo', 'hora', 'chegar', 'pra', 'todo', 'amor', 'poder', 'mostrar', 'perto', 'olhar', 'sei', 'vou', 'poder', 'falar', 'guardando', 'bom', 'mim']",PT-BR,https://api.vagalume.com.br/search.php?art= Os Vips &mus=A-Volta&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Festadobolinha,TrioEsperança,"['eu', 'ontem', 'festa', 'na', 'casa', 'bolinha', 'confesso', 'gostei', 'do', 'modos', 'glorinha', 'toda', 'assanhada', 'nunca', 'vi', 'igual', 'trocava', 'mil', 'beijocas', 'o', 'raposo', 'quintal', 'porém', 'pouco', 'durou', 'aquela', 'paixão', 'poi', 'bolinha', 'ciúmes', 'formou', 'confusão', 'aninha', 'tropeçou', 'copos', 'derrubou', 'casa', 'bolinha', 'inferno', 'tornou', 'bolinha', 'provou', 'que', 'ciumento', 'pra', 'xuxu', 'gosta', 'lulu', 'bobinha', 'que', 'ainda', 'chora', 'com', 'tanto', 'pão', 'dando', 'bola', 'salão', 'luluzinha', 'gostar', 'logo', 'bolão']",PT-BR,https://api.vagalume.com.br/search.php?art= Trio Esperanca &mus=Festa-do-bolinha&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Tenhoumamormelhorqueoseu,JoséRoberto,"['todo', 'amor', 'dei', 'ligou', 'todo', 'bem', 'fiz', 'esqueceu', 'você', 'vai', 'ter', 'alguém', 'melhor', 'ma', 'amor', 'melhor', 'eu', 'quero', 'lembrar', 'existe', 'quando', 'penso', 'fico', 'triste', 'você', 'dia', 'amei', 'sei', 'porque', 'agora', 'amor', 'melhor', 'você', 'soube', 'querer', 'quanto', 'quis', 'agindo', 'assim', 'fez', 'infeliz', 'grande', 'amor', 'soube', 'compreender', 'porém', 'bem', 'resolvi', 'deixar', 'sofrer', 'já', 'quero', 'lembrar', 'quanto', 'amei', 'poi', 'assim', 'lembro', 'passei', 'você', 'vai', 'ter', 'alguém', 'melhor', 'ma', 'amor', 'melhor', 'poi', 'amor', 'melhor', 'ma', 'amor', 'melhor', 'poi', 'amor', 'melhor']",PT-BR,https://api.vagalume.com.br/search.php?art= Jose Roberto &mus=Tenho-um-amor-melhor-que-o-seu&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK
TudoPassara,NelsonNed,"['eu', 'dei', 'amor', 'dia', 'querer', 'perdi', 'não', 'pensei', 'amor', 'existia', 'que', 'choraria', 'ti', 'ma', 'tudo', 'passa', 'tudo', 'passará', 'nada', 'fica', 'nada', 'ficará', 'só', 'encontra', 'felicidade', 'quando', 'entrega', 'coração', 'instrumental', 'voltarei', 'querer', 'algum', 'dia', 'poi', 'sei', 'vou', 'chorar', 'se', 'mim', 'alegria', 'esperança', 'ensina', 'gritar', 'que', 'tudo', 'passa', 'tudo', 'passará', 'que', 'nada', 'fica', 'nada', 'ficará', 'só', 'encontra', 'felicidade', 'quando', 'entrega', 'coração', 'instrumental', 'só', 'encontra', 'felicidade', 'quando', 'entrega', 'coração']",PT-BR,https://api.vagalume.com.br/search.php?art= Nelson Ned &mus=Tudo-Passara&apikey=dc668952146a4a25b6d06586e7b69708,aprox
SeAcasoVocêChegasse,ElzaSoares,"['se', 'acaso', 'chegasse', 'no', 'chateau', 'encontrasse', 'aquela', 'mulher', 'gostou', 'será', 'coragem', 'de', 'trocar', 'amizade', 'por', 'abandonou', 'eu', 'falo', 'porque', 'dona', 'já', 'mora', 'barraco', 'à', 'beira', 'regato', 'bosque', 'flor', 'de', 'dia', 'lava', 'roupa', 'de', 'noite', 'beija', 'boca', 'assim', 'vamos', 'vivendo', 'amor']",PT-BR,https://api.vagalume.com.br/search.php?art= Elza Soares &mus=Se-Acaso-Voce-Chegasse&apikey=dc668952146a4a25b6d06586e7b69708,aprox
AMesmaRosaAmarela,Maysa,"['você', 'quase', 'tudo', 'o', 'perfume', 'mesma', 'cor', 'mesma', 'rosa', 'amarela', 'amor', 'ma', 'ness', 'dia', 'carnaval', 'para', 'mim', 'vai', 'ser', 'o', 'perfume', 'mesma', 'cor', 'mesma', 'rosa', 'amarela', 'ma', 'sei', 'quando', 'chegar', 'lembrança', 'apenas', 'restar', 'mesma', 'rosa', 'amarela']",PT-BR,https://api.vagalume.com.br/search.php?art= Maysa &mus=A-Mesma-Rosa-Amarela&apikey=dc668952146a4a25b6d06586e7b69708,exact
Acorrentados,AgnaldoRayol,"['talvez', 'melhor', 'volta', 'talvez', 'melhor', 'esquecesses', 'voltar', 'começar', 'atormentar-nos', 'querer-nos', 'odiar-nos', 'princípio', 'final', 'queremos', 'outro', 'tanto', 'tanto', 'que', 'amar', 'doi', 'martírio', 'jamais', 'suportarei', 'ausência', 'mundo', 'delírio', 'seguiremos', 'sempre', 'igual', 'carinho', 'castigo', 'se', 'lev', 'dentro', ""d'alma"", 'morte', 'minha', 'vida', 'necessita', 'vida', 'necessitas', 'por', 'despedida', 'paz', 'alguma', 'consolar-nos', 'toda', 'dor', 'encontrar-nos', 'joelhos', 'outra', 'vida', 'frente', 'frente', 'nada']",PT-BR,https://api.vagalume.com.br/search.php?art= Agnaldo Rayol &mus=Acorrentados&apikey=dc668952146a4a25b6d06586e7b69708,exact
UmGrandeAmor,JerryAdriani,"['eu', 'logo', 'notei', 'meigo', 'olhar', 'que', 'grande', 'amor', 'ia', 'começar', 'você', 'sorriu', 'tomou', 'mão', 'falou', 'baixinho', 'que', 'precisava', 'falar', 'comigo', 'sobre', 'amor', 'notei', 'amor', 'sei', 'poi', 'coração', 'vida', 'tão', 'bela', 'pra', 'juntinhos', 'assim', 'você', 'vivendo', 'pra', 'mim', 'pra', 'mais', 'ninguém']",PT-BR,https://api.vagalume.com.br/search.php?art= Jerry Adriani &mus=Um-Grande-Amor&apikey=dc668952146a4a25b6d06586e7b69708,aprox
