Music,Artist,Text,Language,Url,Search Status
Marina,CaubiPeixoto,"['marin', 'moren', 'marin', 'pint', 'marin', 'faç', 'tud', 'faç', 'favor', 'pint', 'rost', 'gost', 'marin', 'bonit', 'deu', 'deu', 'aborrec', 'zang', 'poss', 'fal', 'zang', 'marin', 'sei', 'perdo', 'desculp', 'muit', 'cois', 'arranj', 'outr', 'igual', 'desculp', 'marin', 'moren', 'mal', 'mal', 'mal']",PT-BR,https://api.vagalume.com.br/search.php?art= Caubi Peixoto &mus=Marina&apikey=dc668952146a4a25b6d06586e7b69708,exact
SuaveéANoite,MoacyrFranco,"['tão', 'calm', 'noit', 'noit', 'doi', 'ninguém', 'amou', 'assim', 'am', 'amanhã', 'separ', 'lembranç', 'fic', 'beij', 'ver', 'tern', 'lu', 'bris', 'murmur', 'cançã', 'tud', 'suav', 'encant', 'noit', 'vem', 'noit', 'mund', 'ninguém', 'beij', 'ver', 'tern', 'lu', 'bris', 'murmur', 'cançã', 'tud', 'suav', 'encant', 'noit', 'vem', 'noit', 'mund', 'ninguém']",PT-BR,https://api.vagalume.com.br/search.php?art= Moacyr Franco &mus=Suave-e-A-Noite&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Dominique,Giane,"['dominiqu', 'niqu', 'niqu', 'sempr', 'alegr', 'esper', 'alguém', 'poss', 'am', 'príncip', 'encant', 'etern', 'namor', 'cans', 'esper', 'dominiqu', 'sonh', 'alguém', 'pod', 'realiz', 'vir', 'cavalh', 'conduz', 'alt', 'dominiqu', 'niqu', 'niqu', 'sempr', 'alegr', 'esper', 'alguém', 'poss', 'am', 'príncip', 'encant', 'etern', 'namor', 'cans', 'esper', 'cert', 'dia', 'pass', 'aven', 'alguém', 'not', 'doc', 'olh', 'dominiqu', 'ent', 'enamor', 'dominiqu', 'niqu', 'niqu', 'sempr', 'alegr', 'esper', 'alguém', 'poss', 'am', 'príncip', 'encant', 'etern', 'namor', 'cans', 'esper', 'rapaz', 'sorris', 'log', 'ped', 'mão', 'vis', 'paraís', 'fez', 'puls', 'coraçã', 'dominiqu', 'niqu', 'niqu', 'sempr', 'alegr', 'esper', 'alguém', 'poss', 'am', 'príncip', 'encant', 'etern', 'namor', 'cans', 'esper', 'apes', 'pouc', 'idad', 'dominiqu', 'perceb', 'mai', 'felic', 'am', 'deu', 'deu', 'dominiqu', 'niqu', 'niqu', 'sempr', 'alegr', 'esper', 'alguém', 'poss', 'am', 'príncip', 'encant', 'etern', 'namor', 'cans', 'esper', 'temp', 'pass', 'verdad', 'aparec', 'poi', 'viv', 'sonh', 'dess', 'vid', 'esquec', 'dominiqu', 'niqu', 'niqu', 'sempr', 'alegr', 'esper', 'alguém', 'poss', 'am', 'príncip', 'encant', 'etern', 'namor', 'cans', 'esper', 'lágr', 'caíd', 'rol', 'olh', 'tard', 'doming', 'rapaz', 'diss', 'adeu', 'dominiqu', 'niqu', 'niqu', 'sempr', 'trist', 'chor', 'am', 'acab', 'príncip', 'encant', 'etern', 'namor', 'volt']",PT-BR,https://api.vagalume.com.br/search.php?art= Giane &mus=Dominique&apikey=dc668952146a4a25b6d06586e7b69708,exact
Meubem,RonnieVon,"['quis', 'ouv', 'ent', 'histór', 'sobr', 'alguém', 'ame', 'dir', 'deix', 'imag', 'ilusór', 'coraçã', 'fech', 'ah', 'bem', 'bem', 'bel', 'sonh', 'fez', 'ver', 'tud', 'sempr', 'idealiz', 'bem', 'part', 'hoj', 'viv', 'trist', 'mud', 'buscá-l', 'ond', 'and', 'ah', 'bem', 'bem', 'sofr', 'ninguém', 'vir', 'maldiz', 'moment', 'algum', 'poi', 'meig', 'olh', 'far', 'nov', 'brilh', 'nenhum', 'hum', 'hum', 'hum', 'bem', 'bem', 'nad', 'exist', 'dê', 'qualqu', 'praz', 'agor', 'long', 'mim', 'cas', 'volt', 'deix', 'ir', 'emb', 'vou', 'fic', 'fim', 'ah', 'bem', 'bem', 'by', 'eric', 'lop']",PT-BR,https://api.vagalume.com.br/search.php?art= Ronnie Von &mus=Meu-bem&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Mustangcordesangue,MarcosValle,"['quest', 'soc', 'industr', 'permit', 'qu', 'and', 'pé', 'vitrin', 'mustang', 'cor', 'sang', 'nov', 'ideal', 'sex', 'abandon', 'mulh', 'virgem', 'alt', 'amo', 'ferr', 'sang', 'mustang', 'cor', 'sang', 'farol', 'vej', 'olh', 'mão', 'toc', 'direç', 'painel', 'vej', 'am', 'corp', 'invad', 'interi', 'quest', 'soc', 'industr', 'permit', 'qu', 'fiel', 'vitrin', 'corcel', 'cor', 'mel', 'corcel', 'cor', 'mel', 'corcel', 'farol', 'vej', 'olh', 'mão', 'toc', 'direç', 'painel', 'vej', 'am', 'corp', 'invad', 'interi']",PT-BR,https://api.vagalume.com.br/search.php?art= Marcos Valle &mus=Mustang-cor-de-sangue&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK
Negue,NelsonGonçalves,"['neg', 'am', 'car', 'dig', 'esquec', 'pis', 'machuc', 'jeit', 'coraçã', 'aind', 'dig', 'prant', 'covard', 'esqueç', 'dia', 'dig', 'qu', 'neg', 'pertenc', 'mostr', 'boc', 'molh', 'aind', 'marc', 'beij']",PT-BR,https://api.vagalume.com.br/search.php?art= Nelson Goncalves &mus=Negue&apikey=dc668952146a4a25b6d06586e7b69708,exact
Disparada,JairRodrigues,"['prepar', 'coraçã', 'pra', 'cois', 'vou', 'cont', 'venh', 'lá', 'sert', 'venh', 'lá', 'sert', 'venh', 'lá', 'sert', 'poss', 'agrad', 'aprend', 'diz', 'ver', 'mort', 'chor', 'mort', 'destin', 'tud', 'mort', 'destin', 'tud', 'lug', 'viv', 'pra', 'consert', 'boi', 'boi', 'dia', 'mont', 'motiv', 'comig', 'qualqu', 'quer', 'porém', 'necess', 'don', 'boi', 'cuj', 'vaqu', 'morr', 'boiad', 'temp', 'laç', 'firm', 'braç', 'fort', 'gad', 'muit', 'gent', 'vid', 'segur', 'segu', 'sonh', 'boiad', 'rei', 'mund', 'rod', 'pat', 'caval', 'sonh', 'sonh', 'vis', 'clare', 'vis', 'clare', 'dia', 'acord', 'ent', 'pud', 'segu', 'valent', 'lug', 'tenent', 'don', 'gad', 'gent', 'porqu', 'gad', 'gent', 'marc', 'tang', 'ferr', 'engord', 'mat', 'gent', 'difer', 'concord', 'poss', 'desculp', 'cant', 'pra', 'engan', 'vou', 'peg', 'viol', 'vou', 'deix', 'lad', 'vou', 'cant', 'noutr', 'lug', 'boi', 'boi', 'boiad', 'rei', 'mim', 'ninguém', 'junt', 'comig', 'quis', 'pud', 'qualqu', 'cois', 'qualqu', 'cois', 'quer', 'long', 'mund', 'rod', 'pat', 'caval', 'dia', 'mont', 'agor', 'caval', 'laç', 'firm', 'braç', 'fort', 'rein', 'rei', 'boi', 'boi', 'boiad', 'rei', 'mim', 'ninguém', 'junt', 'comig', 'quis', 'pud', 'qualqu', 'cois', 'qualqu', 'cois', 'quer', 'long', 'mund', 'rod', 'pat', 'caval', 'dia', 'mont', 'agor', 'caval', 'laç', 'firm', 'braç', 'fort', 'rein', 'rei', 'lai', 'lai', 'lai', 'lai', 'lai', 'lá', 'lai']",PT-BR,https://api.vagalume.com.br/search.php?art= Jair Rodrigues &mus=Disparada&apikey=dc668952146a4a25b6d06586e7b69708,exact
Arrastão,ElisRegina,"['eh', 'jang', 'mar', 'eh', 'eh', 'eh', 'hoj', 'arrast', 'eh', 'tod', 'mund', 'pesc', 'cheg', 'sombr', 'joã', 'jov', 'olh', 'arrast', 'entr', 'mar', 'fim', 'irm', 'traz', 'iemanj', 'pra', 'mim', 'sant', 'bárb', 'abenço', 'quer', 'cas', 'janaín', 'eh', 'pux', 'bem', 'devag', 'eh', 'eh', 'eh', 'vem', 'vind', 'arrast', 'eh', 'rainh', 'mar', 'vem', 'vem', 'red', 'joã', 'prá', 'mim', 'valha-m', 'senh', 'bonfim', 'nunc', 'jamal', 'viu', 'tant', 'peix', 'assim']",PT-BR,https://api.vagalume.com.br/search.php?art= Elis Regina &mus=Arrastao&apikey=dc668952146a4a25b6d06586e7b69708,exact
Travessia,Miltonnascimento,"['emb', 'fez-s', 'noit', 'viv', 'fort', 'jeit', 'hoj', 'chor', 'cas', 'lug', 'resist', 'prá', 'fal', 'solt', 'voz', 'estr', 'quer', 'par', 'caminh', 'pedr', 'poss', 'sonh', 'sonh', 'feit', 'bris', 'vent', 'vem', 'termin', 'vou', 'fech', 'prant', 'vou', 'quer', 'mat', 'vou', 'segu', 'vid', 'esquec', 'quer', 'mort', 'viv', 'vou', 'quer', 'am', 'nov', 'der', 'vou', 'sofr', 'sonh', 'hoj', 'faç', 'braç', 'viv', 'solt', 'voz', 'estr', 'quer', 'par', 'caminh', 'pedr', 'poss', 'sonh', 'sonh', 'feit', 'bris', 'vent', 'vem', 'termin', 'vou', 'fech', 'prant', 'vou', 'quer', 'mat', 'vou', 'segu', 'vid', 'esquec', 'quer', 'mort', 'viv', 'vou', 'quer', 'am', 'nov', 'der', 'vou', 'sofr', 'sonh', 'hoj', 'faç', 'braç', 'viv']",PT-BR,https://api.vagalume.com.br/search.php?art= Milton nascimento &mus=Travessia&apikey=dc668952146a4a25b6d06586e7b69708,exact
Alguémmedisse,AnísioSilva,"['alguém', 'diss', 'and', 'nov', 'nov', 'am', 'nov', 'paix', 'tod', 'cont', 'conheç', 'bem', 'promess', 'outr', 'ouv', 'igual', 'jeit', 'engan', 'conheç', 'bem', 'pouc', 'import', 'vej', 'tant', 'vez', 'mud', 'paix', 'tod', 'mes', 'val', 'beij', 'bem', 'sei', 'faz', 'sonh', 'sonh', 'ter', 'nunc', 'am', 'igual', 'dei']",PT-BR,https://api.vagalume.com.br/search.php?art= Anisio Silva &mus=Alguem-me-disse&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Maringá,CarlosGalhardo,"['lev', 'cabocl', 'maring', 'fic', 'send', 'retir', 'dav', 'fal', 'junt', 'vei', 'alguém', 'suplic', 'pra', 'nunc', 'esquec', 'cabocl', 'fic', 'maring', 'maring', 'part', 'tud', 'aqu', 'fic', 'tão', 'trist', 'garr', 'magin', 'maring', 'maring', 'hav', 'felic', 'precis', 'saudad', 'vá', 'bat', 'noutr', 'lug', 'maring', 'maring', 'volt', 'aqu', 'pró', 'sert', 'pra', 'nov', 'coraçã', 'cabocl', 'sosseg', 'antig', 'alegr', 'igual', 'domin', 'gent', 'cidad', 'pomb', 'vei', 'sec', 'tod', 'chuv', 'foi-s', 'emb', 'rest', 'ent', 'águ', 'chor', 'instrument', 'maring', 'maring', 'instrument', 'maring', 'maring', 'instrument', 'maring', 'maring', 'volt', 'aqu', 'pró', 'sert', 'pra', 'nov', 'coraçã', 'cabocl', 'sosseg']",PT-BR,https://api.vagalume.com.br/search.php?art= Carlos Galhardo &mus=Maringa&apikey=dc668952146a4a25b6d06586e7b69708,exact
Quequerestudemim,AltemarDutra,"['qu', 'mim', 'faz', 'junt', 'mim', 'tud', 'perd', 'am', 'pod', 'dar', 'nad', 'tem', 'dar', 'marc', 'nov', 'dor', 'louc', 'reviv', 'inútil', 'quer', 'am', 'porqu', 'volt', 'aqu', 'est', 'junt', 'ti', 'sint', 'ninguém', 'pens', 'julg', 'aind', 'vou', 'ped', 'deix', 'ped', 'sei', 'ped', 'tud', 'desej', 'paz', 'culp', 'tud', 'perd', 'quis', 'assim', 'ent', 'qu', 'mim', 'prant', 'chor', 'ti', 'sei']",PT-BR,https://api.vagalume.com.br/search.php?art= Altemar Dutra &mus=Que-queres-tu-de-mim&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Enigma,NelsonGonçalves,"['quil', 'conter-m', 'pud', 'revolt', 'atitud', 'dess', 'gent', 'orig', 'pens', 'ser', 'incomum', 'julg', 'tod', 'preg', 'ter', 'moral', 'insensat', 'preg', 'cruel', 'detra', 'ag', 'quas', 'sempr', 'assim', 'imbecil', 'person', 'mol', 'engren', 'vão', 'roubá-l', 'mim', 'opin', 'doi', 'coraçã', 'cad', 'am', 'diz', 'alguém', 'entend', 'divid', 'dua', 'part', 'igual', 'tem', 'assust', 'sab', 'just', 'vez', 'pag', 'pec', 'poi', 'dev', 'medr', 'atir', 'prim', 'pedr', 'err', 'am']",PT-BR,https://api.vagalume.com.br/search.php?art= Nelson Goncalves &mus=Enigma&apikey=dc668952146a4a25b6d06586e7b69708,exact
AVolta,OsVips,"['guard', 'bom', 'mim', 'dar', 'cheg', 'tod', 'tern', 'tod', 'am', 'guard', 'pra', 'dar', 'tod', 'vez', 'beij', 'vid', 'quer', 'en', 'treg', 'cad', 'beij', 'cert', 'fic', 'vai', 'deix', 'grand', 'demal', 'sempr', 'am', 'destin', 'quil', 'par', 'agor', 'pert', 'dia', 'cheg', 'bom', 'vou', 'entreg', 'bi', 'vej', 'hor', 'cheg', 'pra', 'tod', 'am', 'pod', 'mostr', 'pert', 'olh', 'sei', 'vou', 'pod', 'fal', 'guard', 'bom', 'mim']",PT-BR,https://api.vagalume.com.br/search.php?art= Os Vips &mus=A-Volta&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Festadobolinha,TrioEsperança,"['ont', 'fest', 'cas', 'bol', 'confess', 'gost', 'mod', 'gl', 'tod', 'assanh', 'nunc', 'vi', 'igual', 'troc', 'mil', 'beijoc', 'rap', 'quint', 'porém', 'pouc', 'dur', 'paix', 'poi', 'bol', 'ciúm', 'form', 'confus', 'aninh', 'tropeç', 'cop', 'derrub', 'cas', 'bol', 'infern', 'torn', 'bol', 'prov', 'ciument', 'pra', 'xuxu', 'gost', 'lulu', 'bob', 'aind', 'chor', 'tant', 'pão', 'dand', 'bol', 'sal', 'lulu', 'gost', 'log', 'bol']",PT-BR,https://api.vagalume.com.br/search.php?art= Trio Esperanca &mus=Festa-do-bolinha&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Tenhoumamormelhorqueoseu,JoséRoberto,"['tod', 'am', 'dei', 'lig', 'tod', 'bem', 'fiz', 'esquec', 'vai', 'ter', 'alguém', 'melhor', 'am', 'melhor', 'quer', 'lembr', 'exist', 'pens', 'fic', 'trist', 'dia', 'ame', 'sei', 'porqu', 'agor', 'am', 'melhor', 'soub', 'quer', 'quant', 'quil', 'agind', 'assim', 'fez', 'infeliz', 'grand', 'am', 'soub', 'compreend', 'porém', 'bem', 'resolv', 'deix', 'sofr', 'quer', 'lembr', 'quant', 'ame', 'poi', 'assim', 'lembr', 'pass', 'vai', 'ter', 'alguém', 'melhor', 'am', 'melhor', 'poi', 'am', 'melhor', 'am', 'melhor', 'poi', 'am', 'melhor']",PT-BR,https://api.vagalume.com.br/search.php?art= Jose Roberto &mus=Tenho-um-amor-melhor-que-o-seu&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK
TudoPassara,NelsonNed,"['dei', 'am', 'dia', 'quer', 'perd', 'pens', 'am', 'exist', 'chor', 'ti', 'tud', 'pass', 'tud', 'pass', 'nad', 'fic', 'nad', 'fic', 'encontr', 'felic', 'entreg', 'coraçã', 'instrument', 'volt', 'quer', 'algum', 'dia', 'poi', 'sei', 'vou', 'chor', 'mim', 'alegr', 'esperanç', 'ensin', 'grit', 'tud', 'pass', 'tud', 'pass', 'nad', 'fic', 'nad', 'fic', 'encontr', 'felic', 'entreg', 'coraçã', 'instrument', 'encontr', 'felic', 'entreg', 'coraçã']",PT-BR,https://api.vagalume.com.br/search.php?art= Nelson Ned &mus=Tudo-Passara&apikey=dc668952146a4a25b6d06586e7b69708,aprox
SeAcasoVocêChegasse,ElzaSoares,"['acas', 'cheg', 'chateau', 'encontr', 'mulh', 'gost', 'corag', 'troc', 'amizad', 'abandon', 'fal', 'porqu', 'don', 'mor', 'barrac', 'beir', 'regat', 'bosqu', 'fl', 'dia', 'lav', 'roup', 'noit', 'beij', 'boc', 'assim', 'vam', 'viv', 'am']",PT-BR,https://api.vagalume.com.br/search.php?art= Elza Soares &mus=Se-Acaso-Voce-Chegasse&apikey=dc668952146a4a25b6d06586e7b69708,aprox
AMesmaRosaAmarela,Maysa,"['quas', 'tud', 'perfum', 'mesm', 'cor', 'mesm', 'ros', 'amarel', 'am', 'ness', 'dia', 'carnav', 'mim', 'vai', 'ser', 'perfum', 'mesm', 'cor', 'mesm', 'ros', 'amarel', 'sei', 'cheg', 'lembranç', 'apen', 'rest', 'mesm', 'ros', 'amarel']",PT-BR,https://api.vagalume.com.br/search.php?art= Maysa &mus=A-Mesma-Rosa-Amarela&apikey=dc668952146a4a25b6d06586e7b69708,exact
Acorrentados,AgnaldoRayol,"['talv', 'melhor', 'volt', 'talv', 'melhor', 'esquec', 'volt', 'começ', 'atormentar-n', 'querer-n', 'odiar-n', 'princípi', 'final', 'quer', 'outr', 'tant', 'tant', 'am', 'doi', 'martíri', 'jamal', 'suport', 'aus', 'mund', 'delíri', 'segu', 'sempr', 'igual', 'car', 'castig', 'lev', 'dentr', ""d'alm"", 'mort', 'vid', 'necessit', 'vid', 'necessit', 'desped', 'paz', 'algum', 'consolar-n', 'tod', 'dor', 'encontrar-n', 'joelh', 'outr', 'vid', 'frent', 'frent', 'nad']",PT-BR,https://api.vagalume.com.br/search.php?art= Agnaldo Rayol &mus=Acorrentados&apikey=dc668952146a4a25b6d06586e7b69708,exact
UmGrandeAmor,JerryAdriani,"['log', 'not', 'meig', 'olh', 'grand', 'am', 'ia', 'começ', 'sorr', 'tom', 'mão', 'fal', 'baix', 'precis', 'fal', 'comig', 'sobr', 'am', 'not', 'am', 'sei', 'poi', 'coraçã', 'vid', 'tão', 'bel', 'pra', 'junt', 'assim', 'viv', 'pra', 'mim', 'pra', 'ninguém']",PT-BR,https://api.vagalume.com.br/search.php?art= Jerry Adriani &mus=Um-Grande-Amor&apikey=dc668952146a4a25b6d06586e7b69708,aprox
Festadearromba,ErasmoCarlos,"['vej', 'fest', 'arromb', 'outr', 'dia', 'par', 'pres', 'local', 'rádi', 'televis', 'cinem', 'mil', 'jorn', 'muit', 'gent', 'confus', 'quas', 'consig', 'entr', 'cheg', 'poi', 'mult', 'amarg', 'hey', 'hey', 'hey', 'hey', 'ond', 'fest', 'arromb', 'log', 'cheg', 'not', 'ronni', 'cord', 'cop', 'mão', 'enquant', 'prin', 'lorez', 'banc', 'anfitr', 'apresent', 'tod', 'mund', 'meir', 'pav', 'wanderlé', 'ria', 'cleid', 'desist', 'agarr', 'doc', 'prat', 'sai', 'hey', 'hey', 'hey', 'hey', 'ond', 'fest', 'arromb', 'renat', 'blu', 'cap', 'toc', 'piscin', 'the', 'clev', 'terr', 'jet', 'black', 'sal', 'bell', 'cabel', 'pod', 'toc', 'enquant', 'rosemary', 'par', 'danç', 'vej', 'cheg', 'repent', 'robert', 'carl', 'nov', 'carr', 'enquant', 'tony', 'demétr', 'fum', 'jardim', 'sérgi', 'zé', 'ricard', 'esbarr', 'mim', 'lá', 'corr', 'corr', 'brot', 'lug', 'ed', 'wilson', 'acab', 'cheg', 'hey', 'hey', 'hey', 'hey', 'ond', 'fest', 'arromb', 'renat', 'blu', 'cap', 'toc', 'piscin', 'the', 'clev', 'terr', 'jet', 'black', 'sal', 'bell', 'cabel', 'pod', 'toc', 'enquant', 'rosemary', 'par', 'danç', 'vej', 'cheg', 'repent', 'robert', 'carl', 'nov', 'carr', 'enquant', 'tony', 'demétr', 'fum', 'jardim', 'sérgi', 'zé', 'ricard', 'esbarr', 'mim', 'lá', 'corr', 'corr', 'brot', 'lug', 'ed', 'wilson', 'acab', 'cheg', 'hey', 'hey', 'hey', 'hey', 'ond']",PT-BR,https://api.vagalume.com.br/search.php?art= Erasmo Carlos &mus=Festa-de-arromba&apikey=dc668952146a4a25b6d06586e7b69708,aprox
AChuvaQueCai,OsCaçulas,"['ness', 'mund', 'chei', 'dinh', 'amb', 'and', 'procur', 'ilusã', 'muit', 'gent', 'esquec', 'vid', 'faz', 'morr', 'esperanç', 'quer', 'acredit', 'exist', 'am', 'mund', 'mud', 'quer', 'perd', 'céu', 'milhã', 'nuv', 'começ', 'chor', 'chuv', 'cair', 'nest', 'mund', 'pequen', 'outr', 'dia', 'so', 'lug', 'bem', 'tristonh', 'perceb', 'esperanç', 'sonh', 'muit', 'gent', 'lut', 'cans', 'crê', 'nad', 'fog', 'dest', 'mund', 'mund', 'mud', 'quer', 'perd', 'céu', 'escurec', 'começ', 'chor', 'chuv', 'cair', 'sobr', 'mund', 'pequen']",PT-BR,https://api.vagalume.com.br/search.php?art= Os Caculas &mus=A-Chuva-Que-Cai&apikey=dc668952146a4a25b6d06586e7b69708,aprox
PáraPedro,JoséMendes,"['bail', 'lá', 'serr', 'fazend', 'ram', 'lá', 'tal', 'pedr', 'cheg', 'madrug', 'escut', 'zum', 'zum', 'sab', 'nad', 'ouv', 'mulh', 'grit', 'pedr', 'par', 'pár', 'pedr', 'pedr', 'pár', 'vez', 'pedr', 'lá', 'cant', 'belisc', 'namor', 'pár', 'pedr', 'pedr', 'pár', 'vez', 'lá', 'tant', 'farr', 'anim', 'apag', 'lampiã', 'bagunç', 'form', 'velh', 'revolt', 'pedroc', 'nad', 'pedr', 'brig', 'velh', 'deu', 'pele', 'dan', 'pár', 'pedr', 'pedr', 'pár', 'vez', 'faz', 'cóceg', 'velh', 'velh', 'dav', 'ris', 'pár', 'pedr', 'pedr', 'pár', 'vez', 'pedr', 'danç', 'xot', 'velh', 'apaixon', 'surg', 'velh', 'velh', 'cois', 'complic', 'pedr', 'corr', 'fund', 'entr', 'port', 'err', 'moç', 'lev', 'sust', 'grit', 'desesper', 'pár', 'pedr', 'pedr', 'pár', 'vez', 'velh', 'grud', 'pedr', 'velh', 'pedr', 'agarr', 'pár', 'pedr', 'pedr', 'pár', 'vez', 'assim', 'noit', 'int', 'fim', 'madrug', 'pár', 'pedr', 'pedr', 'pár', 'vez']",PT-BR,https://api.vagalume.com.br/search.php?art= Jose Mendes &mus=Para-Pedro&apikey=dc668952146a4a25b6d06586e7b69708,aprox
CasadeBamba,MartinhodaVila,"['cas', 'tod', 'mund', 'bamb', 'tod', 'mund', 'beb', 'tod', 'mund', 'samb', 'cas', 'bol', 'pra', 'vi', 'fal', 'alhei', 'lig', 'pra', 'cand', 'cas', 'tod', 'mund', 'bamb', 'tod', 'mund', 'beb', 'tod', 'mund', 'samb', 'cas', 'ninguém', 'lig', 'pra', 'intrig', 'tod', 'mund', 'xing', 'tod', 'mund', 'brig', 'macumb', 'lá', 'cas', 'gal', 'pret', 'azeit', 'dend', 'lad', 'lá', 'cas', 'rez', 'bonit', 'canjic', 'pra', 'com', 'alguém', 'aflit', 'tod', 'mund', 'chor', 'tod', 'mund', 'sofr', 'log', 'rez', 'pra', 'benedit', 'pra', 'senh', 'pra', 'sant', 'onofr', 'alguém', 'cant', 'tod', 'mund', 'cant', 'tod', 'mund', 'danç', 'tod', 'mund', 'samb', 'ninguém', 'cans', 'poi', 'cas', 'cas', 'bamb']",PT-BR,https://api.vagalume.com.br/search.php?art= Martinho da Vila &mus=Casa-de-Bamba&apikey=dc668952146a4a25b6d06586e7b69708,aprox
NinguémÉdeNinguém,CaubiPeixoto,"['ninguém', 'ninguém', 'vid', 'tud', 'pass', 'ninguém', 'ninguém', 'abraç', 'record', 'fim', 'ninguém', 'ninguém', 'mund', 'assim', 'sens', 'am', 'ferv', 'ilusã', 'grand', 'am', 'talv', 'alguém', 'pens', 'am', 'sonh', 'perd', 'assim', 'vi', 'vid', 'ninguém', 'ninguém', 'sens', 'am', 'ferv', 'ilusã', 'grand', 'am', 'talv', 'alguém', 'pens', 'am', 'sonh', 'perd', 'assimv', 'vid', 'ninguém', 'ninguém', 'ninguém', 'ninguém']",PT-BR,-,Aproe
