Music,Artist,Text,Language,Url,Search Status,Unnamed: 6
BrincardeViver,MariaBethânia,"['cham', 'vai', 'quer', 'volt', 'pro', 'ninh', 'redescobr', 'lug', 'pra', 'retorn', 'enfrent', 'dia-a-d', 'reaprend', 'sonh', 'ver', 'assim', 'histór', 'fim', 'continu', 'sempr', 'respond', 'sim', 'imagin', 'art', 'sorr', 'cad', 'vez', 'mund', 'diz', 'ver', 'emoç', 'começ', 'agor', 'agor', 'brinc', 'viv', 'esquec', 'ninguém', 'centr', 'univers', 'assim', 'mai', 'praz', 'ver', 'assim', 'histór', 'fim', 'continu', 'sempr', 'respond', 'sim', 'imagin', 'art', 'sorr', 'cad', 'vez', 'mund', 'diz', 'desej', 'am', 'tod', 'cruz', 'caminh', 'feliz', 'quer', 'ver', 'feliz', 'and', 'comig', 'vem']",PT-BR,https://api.vagalume.com.br/search.php?art= Maria Bethania &mus=Brincar-de-Viver&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
VaiPassar,ChicoBuarque,"['vai', 'pass', 'ness', 'aven', 'samb', 'popul', 'cad', 'paralelepíped', 'velh', 'cidad', 'noit', 'vai', 'arrepi', 'lembr', 'aqu', 'pass', 'samb', 'imort', 'aqu', 'sangr', 'pé', 'aqu', 'samb', 'ancestr', 'temp', 'págin', 'infeliz', 'histór', 'pass', 'desbot', 'memór', 'nov', 'ger', 'dorm', 'pátr', 'mãe', 'tão', 'distra', 'perceb', 'subtra', 'tenebr', 'trans', 'filh', 'err', 'ceg', 'contin', 'lev', 'pedr', 'feit', 'penit', 'ergu', 'estranh', 'catedr', 'dia', 'afinal', 'direit', 'alegr', 'fugaz', 'ofeg', 'epidem', 'cham', 'carnav', 'carnav', 'carnav', 'vai', 'pass', 'palm', 'pra', 'ala', 'barã', 'famint', 'bloc', 'napol', 'retint', 'pigm', 'bulev', 'deu', 'vem', 'olh', 'vem', 'ver', 'pert', 'cidad', 'cant', 'evoluç', 'liberdad', 'dia', 'clar', 'ai', 'vid', 'boa', 'oler', 'ai', 'vid', 'boa', 'ol', 'estandart', 'sanatóri', 'geral', 'vai', 'pass', 'ai', 'vid', 'boa', 'oler', 'ai', 'vid', 'boa', 'ol', 'estandart', 'sanatóri', 'geral', 'vai', 'pass', '©', 'marol', 'ediç', 'music', 'ltd']",PT-BR,https://api.vagalume.com.br/search.php?art= Chico Buarque &mus=Vai-Passar&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Loiragelada,RPM,"['hom', 'fei', 'ai', 'disfarç', 'faz', 'viu', 'ouv', 'cham', 'desfaz', 'assim', 'mim', 'faz', 'qualqu', 'agor', 'sei', 'pass', 'cad', 'papel', 'rastej', 'tent', 'entr', 'céu', 'agor', 'sei', 'sei', 'sei', 'sei', 'pass', 'cad', 'papel', 'embriag', 'acord', 'bordel', 'sei', 'pouc', 'doi', 'bom', 'trê', 'demal', 'fic', 'louc', 'ciúm', 'outr', 'rapaz', 'agor', 'sei', 'pass', 'cad', 'papel', 'rastej', 'tent', 'entr', 'céu', 'agor', 'sei', 'sei', 'sei', 'pass', 'cad', 'papel', 'embriag', 'acord', 'bordel', 'madrug', 'mes', 'bar', 'ai', 'loir', 'gel', 'vem', 'consol', 'qualqu', 'mulh', 'sempr', 'assim', 'tod', 'igual', 'enlouquec', 'ent', 'esquec', 'quer', 'agor', 'sei', 'pass', 'cad', 'papel', 'rastej', 'tent', 'entr', 'céu', 'agor', 'sei', 'sei', 'sei', 'pass', 'cad', 'papel', 'embriag', 'acord', 'bordel', 'madrug', 'mes', 'bar', 'loir', 'gel', 'vem', 'consol', 'pass', 'cad', 'papel', 'rastej', 'pass', 'cad', 'papel', 'embriag', 'acord', 'bordel']",PT-BR,https://api.vagalume.com.br/search.php?art= RPM &mus=Loira-gelada&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
QuandoGiraoMundo,FábioJr.,"['tud', 'tud', 'pod', 'acontec', 'fech', 'olh', 'solt', 'praz', 'sonh', 'traz', 'vid', 'traz', 'tud', 'tud', 'pod', 'am', 'ganh', 'pass', 'temp', 'pass', 'pass', 'noit', 'vem', 'dia', 'vai', 'refr', 'gir', 'mund', 'alguém', 'cheg', 'fund', 'ser', 'human', 'estrel', 'solt', 'céu', 'boc', 'alguém', 'diz', 'amo', 'esperanç', 'desc', 'junt', 'madrug', 'sol', 'surg', 'cad', 'vez', 'lind', 'estr', 'esqueç', 'ent', 'talv', 'dig', 'sim', 'vez', 'am', 'vai', 'cheg', 'refr', 'gir', 'mund', 'alguém', 'cheg', 'fund', 'ser', 'human', 'estrel', 'solt', 'céu', 'boc', 'alguém', 'diz', 'amo', 'esperanç', 'desc', 'junt', 'madrug', 'sol', 'surg', 'cad', 'vez', 'lind', 'estr']",PT-BR,https://api.vagalume.com.br/search.php?art= Fabio Jr. &mus=Quando-Gira-o-Mundo&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Ideologia,Cazuza,"['part', 'coraçã', 'part', 'ilusã', 'tod', 'perd', 'sonh', 'tod', 'vend', 'tão', 'barat', 'acredit', 'acredit', 'garot', 'ia', 'mud', 'mund', 'mud', 'mund', 'frequent', 'agor', 'fest', 'grand', 'mond', 'herol', 'morr', 'overdos', 'inimig', 'pod', 'ideolog', 'quer', 'pra', 'viv', 'ideolog', 'quer', 'pra', 'viv', 'praz', 'agor', 'risc', 'vid', 'sex', 'and', 'drug', 'nenhum', 'rock', 'n', 'roll', 'vou', 'pag', 'cont', 'anal', 'pra', 'nunc', 'ter', 'sab', 'poi', 'garot', 'ia', 'mud', 'mund', 'mud', 'mund', 'agor', 'assist', 'tud', 'cim', 'mur', 'herol', 'morr', 'overdos', 'inimig', 'pod', 'ideolog', 'quer', 'pra', 'viv', 'ideolog', 'quer', 'pra', 'viv', '©', 'warn', 'chappell']",PT-BR,https://api.vagalume.com.br/search.php?art= Cazuza &mus=Ideologia&apikey=dc668952146a4a25b6d06586e7b69708,exact,
GuerreiroMenino,Fagner,"['hom', 'chor', 'menin', 'moren', 'desej', 'col', 'palavr', 'amen', 'precis', 'car', 'precis', 'tern', 'precis', 'abraç', 'própr', 'cand', 'guerr', 'pesso', 'fort', 'frágel', 'guerr', 'menin', 'fund', 'peit', 'precis', 'descans', 'precis', 'remans', 'precis', 'sonh', 'torn', 'perfeit', 'trist', 'ver', 'hom', 'guerr', 'menin', 'barr', 'temp', 'sobr', 'ombr', 'vej', 'berr', 'vej', 'sangr', 'dor', 'traz', 'peit', 'poi', 'ama', 'ama', 'hom', 'humilh', 'castr', 'sonh', 'sonh', 'vid', 'vid', 'trabalh', 'trabalh', 'hom', 'honr', 'honr', 'morr', 'mat', 'dá', 'pra', 'ser', 'feliz', 'dá', 'pra', 'ser', 'feliz', 'dá', 'pra', 'ser', 'feliz', 'dá', 'pra', 'ser', 'feliz', 'by', 'f8c9']",PT-BR,https://api.vagalume.com.br/search.php?art= Fagner &mus=Guerreiro-Menino&apikey=dc668952146a4a25b6d06586e7b69708,exact,
FestadoInterior,GalCosta,"['fagulh', 'pont', 'agulh', 'brilh', 'estrel', 'joã', 'bab', 'xot', 'xax', 'segur', 'pont', 'coraçã', 'bomb', 'guerra-mag', 'ning', 'mat', 'ning', 'morr', 'trinch', 'alegr', 'explod', 'am', 'ard', 'fogu', 'esquent', 'vid', 'int', 'etern', 'noit', 'sempr', 'prim', 'fest', 'interi']",PT-BR,https://api.vagalume.com.br/search.php?art= Gal Costa &mus=Festa-do-Interior&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Vitoriosa,IvanLins,"['quer', 'ris', 'gost', 'jeit', 'ach', 'vid', 'pod', 'ser', 'maravilh', 'quer', 'alegr', 'escandal', 'vitori', 'ter', 'vergonh', 'aprend', 'goz', 'quer', 'tod', 'pouc', 'cast', 'quer', 'tod', 'louc', 'liberdad', 'quer', 'tod', 'vontad', 'pass', 'limit', 'ir', 'além', 'ir', 'além', 'quer', 'ris', 'gost', 'jeit', 'ach', 'vid', 'pod', 'ser', 'maravilh', 'vid', 'pod', 'ser', 'maravilh']",PT-BR,https://api.vagalume.com.br/search.php?art= Ivan Lins &mus=Vitoriosa&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Esquinas,Djavan,"['esquinas/djavan', 'sei', 'esquin', 'pass', 'sei', 'sei', 'sab', 'lá', 'ter', 'ter', 'ter', 'pra', 'dar', 'sab', 'lá', 'sab', 'lá', 'arr', 'am', 'vai', 'sab', 'repar', 'dia', 'nasc', 'sei', 'desert', 'atravess', 'sei', 'sei', 'sab', 'lá', 'morr', 'sed', 'frent', 'mar', 'sab', 'lá', 'sab', 'lá', 'corrent', 'am', 'vai', 'sab', 'gui', 'nav', 'brev', 'vent', 'vag', 'lev', 'traz', 'tod', 'paz', 'dia', 'desej', 'lev', 'so', 'sei', 'esquin', 'porqu', 'pass', 'sei', 'sei', 'corrent', 'am', 'vai', 'sab', 'gui', 'nav', 'brev', 'vent', 'vag', 'lev', 'traz', 'tod', 'paz', 'dia', 'desej', 'lev', 'sei', 'esquin', 'porqu', 'pass']",PT-BR,https://api.vagalume.com.br/search.php?art= Djavan &mus=Esquinas&apikey=dc668952146a4a25b6d06586e7b69708,exact,
OAmoreoPoder,RosanaFiengo,"['músic', 'sombr', 'ritm', 'ar', 'animal', 'rond', 'véu', 'lu', 'sai', 'olh', 'rol', 'chã', 'feit', 'am', 'queim', 'mag', 'negr', 'seduç', 'deus', 'mantém', 'cois', 'diz', 'lev', 'além', 'aqu', 'ness', 'lug', 'rainh', 'rei', 'mulh', 'hom', 'troc', 'sonh', 'lei', 'deus', 'mantém', 'cois', 'diz', 'lev', 'além', 'tão', 'pert', 'lend', 'tão', 'long', 'fim', 'afim', 'divid', 'fund', 'praz', 'am', 'pod', 'músic', 'sombr', 'ritm', 'ar', 'animal', 'rond', 'véu', 'lu', 'tão', 'pert', 'lend', 'tão', 'long', 'fim', 'afim', 'divid', 'fund', 'praz', 'am', 'pod', 'deus', 'mantém', 'cois', 'diz', 'lev', 'além', 'tão', 'pert', 'lend', 'tão', 'long', 'fim', 'afim', 'divid', 'fund', 'praz', 'am', 'pod', 'deus', 'mantém', 'cois', 'diz', 'lev', 'além']",PT-BR,https://api.vagalume.com.br/search.php?art= Rosana Fiengo &mus=O-Amor-e-o-Poder&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Tropicana,AlceuValença,"['mang', 'ros', 'quer', 'gost', 'sum', 'melã', 'madur', 'sapot', 'juá', 'jabuticab', 'olh', 'noturn', 'beij', 'trav', 'umbu-caj', 'mac', 'ai', 'carn', 'caju', 'saliv', 'doc', 'doc', 'mel', 'mel', 'uruçu', 'lind', 'moren', 'frut', 'vez', 'tempor', 'cald', 'cana-cai', 'vem', 'desfrut', 'lind', 'moren', 'frut', 'vez', 'tempor', 'cald', 'cana-cai', 'vou', 'desfrut', 'moren', 'tropic', 'quer', 'sab']",PT-BR,https://api.vagalume.com.br/search.php?art= Alceu Valenca &mus=Tropicana&apikey=dc668952146a4a25b6d06586e7b69708,exact,
DeixaeuTeAmar,Agepê,"['quer', 'ir', 'font', 'ser', 'banhar-m', 'pur', 'guard', 'pot', 'got', 'felic', 'mat', 'saudad', 'aind', 'exist', 'mim', 'afag', 'cabel', 'molh', 'orvalh', 'natur', 'reg', 'sutil', 'fez', 'perfe', 'deix', 'cert', 'am', 'coraçã', 'deix', 'am', 'faz', 'cont', 'prim', 'bel', 'dess', 'olh', 'quer', 'est', 'temp', 'int', 'quer', 'saci', 'sed', 'desej', 'paix', 'alucin', 'vou', 'embrenh', 'ness', 'mat', 'porqu', 'exist', 'cascat', 'águ', 'cristalin', 'aí', 'ent', 'vou', 'am', 'sed', 'relv', 'red', 'ond', 'quis', 'quer', 'peg', 'col', 'deit', 'sol', 'faz', 'mulh', 'quer', 'peg', 'col', 'deit', 'sol', 'faz', 'mulh', 'deix', 'am', 'faz', 'cont', 'prim', 'bel', 'dess', 'olh', 'quer', 'est', 'temp', 'int']",PT-BR,https://api.vagalume.com.br/search.php?art= Agepe &mus=Deixa-eu-Te-Amar&apikey=dc668952146a4a25b6d06586e7b69708,exact,
CodinomeBeija-Flor,Cazuza,"['pra', 'ment', 'fing', 'perdo', 'tent', 'fic', 'amig', 'ranc', 'emoç', 'acab', 'coincid', 'am', 'músic', 'nunc', 'toc', 'pra', 'us', 'tant', 'educ', 'pra', 'destil', 'terc', 'intenç', 'desperdiç', 'mel', 'devag', 'fl', 'fl', 'inimig', 'beija-fl', 'proteg', 'nom', 'am', 'codinom', 'beija-fl', 'respond', 'nunc', 'am', 'nunc', 'pra', 'qualqu', 'rua', 'beija-fl', 'pod', 'dentr', 'orelh', 'fri', 'diz', 'segred', 'liquidific', 'sonh', 'acord', 'jeit', 'sent', 'dor', 'prend', 'chor', 'agu', 'bom', 'am', 'prend', 'chor', 'agu', 'bom', 'am', '©', 'edit', 'sig']",PT-BR,https://api.vagalume.com.br/search.php?art= Cazuza &mus=Codinome-Beija-Flor&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Clarear,RoupaNova,"['clar', 'baby', 'clar', 'menos', 'pouc', 'sol', 'quer', 'clar', 'am', 'nad', 'faz', 'nunc', 'tard', 'prá', 'lembr', 'sol', 'solt', 'pouc', 'luz', 'ness', 'vid', 'pouc', 'luz', 'pouc', 'luz', 'ness', 'vid', 'pouc', 'luz', 'ness', 'vid', 'pouc', 'luz', 'pouc', 'luz', 'ness', 'vid', 'clar', 'baby', 'clar', 'quer', 'clar', 'vez', 'tud', 'encontr', 'pouc', 'bom', 'rare', 'vid', 'escur', 'ruim', 'nunc', 'tard', 'prá', 'lembr', 'sol', 'dentr', 'mim', 'pouc', 'luz', 'ness', 'vid', 'pouc', 'luz', 'pouc', 'luz', 'ness', 'vid', 'pouc', 'luz', 'ness', 'vid', 'pouc', 'luz', 'pouc', 'luz', 'ness', 'vid', 'am', 'nad', 'faz', 'nunc', 'tard', 'prá', 'lembr', 'sol', 'sobr', 'pouc', 'luz', 'ness', 'vid', 'pouc', 'luz', 'pouc', 'luz', 'ness', 'vid', 'pouc', 'luz', 'ness', 'vid', 'pouc', 'luz', 'pouc', 'luz', 'ness', 'vid']",PT-BR,https://api.vagalume.com.br/search.php?art= Roupa Nova &mus=Clarear&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Alagados,ParalamasdoSucesso,"['tod', 'dia', 'sol', 'manhã', 'vem', 'desaf', 'traz', 'sonh', 'pro', 'mund', 'quer', 'palafit', 'trapich', 'farrap', 'filh', 'mesm', 'agon', 'cidad', 'braç', 'abert', 'cart', 'postal', 'punh', 'fech', 'vid', 'real', 'neg', 'oportun', 'mostr', 'fac', 'dur', 'mal', 'alag', 'trenchtown', 'favel', 'maré', 'esperanç', 'vem', 'mar', 'anten', 'tv', 'art', 'viv', 'dá', 'fé', 'sab', 'fé', 'quê', 'art', 'viv', 'dá', 'fé', 'sab', 'fé', 'quê', 'tod', 'dia', 'sol', 'manhã', 'vem', 'desaf', 'traz', 'sonh', 'pro', 'mund', 'quer', 'palafit', 'trapich', 'farrap', 'filh', 'mesm', 'agon', 'cidad', 'braç', 'abert', 'cart', 'postal', 'punh', 'fech', 'vid', 'real', 'neg', 'oportun', 'mostr', 'fac', 'dur', 'mal', 'alag', 'trenchtown', 'favel', 'maré', 'esperanç', 'vem', 'mar', 'anten', 'tv', 'art', 'viv', 'dá', 'fé', 'sab', 'fé', 'quê', 'art', 'viv', 'dá', 'fé', 'sab', 'fé', 'quê', 'alag', 'trenchtown', 'favel', 'maré', 'esperanç', 'vem', 'mar', 'anten', 'tv', 'art', 'viv', 'dá', 'fé', 'sab', 'fé', 'quê', 'art', 'viv', 'dá', 'fé', 'sab', 'fé', 'quê', 'alag', 'trenchtown', 'favel', 'maré', 'esperanç', 'vem', 'mar', 'anten', 'tv', 'art', 'viv', 'dá', 'fé', 'sab', 'fé', 'quê', 'art', 'viv', 'dá', 'fé', 'alag', 'trenchtown', 'favel', 'maré', 'esperanç', 'vem', 'mar', 'anten', 'tv', 'art', 'viv', 'dá', 'fé', 'sab', 'fé', 'quê', 'art', 'viv', 'dá', 'fé', 'art', 'viv', 'dá', 'fé', 'sab', 'fé', 'quê', 'art', 'viv', 'dá', 'fé', 'sab', 'fé', 'quê', 'art', 'viv', 'dá', 'fé']",PT-BR,https://api.vagalume.com.br/search.php?art= Paralamas do Sucesso &mus=Alagados&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Exagerado,Cazuza,"['am', 'vid', 'daqu', 'etern', 'destin', 'traç', 'matern', 'paix', 'cruel', 'desenfre', 'trag', 'mil', 'ros', 'roub', 'pra', 'desculp', 'ment', 'manc', 'exager', 'jog', 'pé', 'exager', 'ador', 'am', 'invent', 'nunc', 'vou', 'respir', 'not', 'poss', 'morr', 'fom', 'am', 'larg', 'tud', 'vou', 'mendig', 'roub', 'mat', 'cois', 'banal', 'pra', 'mim', 'tud', 'nunc', 'exager', 'jog', 'pé', 'exager', 'ador', 'am', 'invent', 'larg', 'tud', 'carr', 'dinh', 'canud', 'cois', 'banal', 'pra', 'mim', 'tud', 'nunc', '©', 'edit', 'sig']",PT-BR,https://api.vagalume.com.br/search.php?art= Cazuza &mus=Exagerado&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Palco,GilbertoGil,"['sub', 'ness', 'palc', 'alm', 'che', 'talc', 'bumbum', 'bebê', 'bebê', 'aur', 'cl', 'clarivid', 'pod', 'ver', 'pod', 'ver', 'trag', 'band', 'sab', 'ond', 'luand', 'sab', 'dar', 'val', 'dar', 'val', 'val', 'quant', 'pes', 'prá', 'prez', 'louc', 'bumbum', 'tambor', 'tambor', 'fog', 'etern', 'prá', 'afugent', 'infern', 'prá', 'outr', 'lug', 'fog', 'etern', 'prá', 'consum', 'infern', 'daqu', 'daqu', 'venh', 'fest', 'sei', 'muit', 'têm', 'test', 'deus-sol', 'sinal', 'sinal', 'devot', 'trag', 'cest', 'alegr', 'quint', 'quint', 'cântar', 'mand', 'deu', 'músic', 'ped', 'prá', 'deix', 'prá', 'deix', 'derram', 'báls', 'faz', 'cant', 'cant', 'cant']",PT-BR,https://api.vagalume.com.br/search.php?art= Gilberto Gil &mus=Palco&apikey=dc668952146a4a25b6d06586e7b69708,exact,
RoupaNova,Anjo,"['vê', 'estrel', 'demal', 'lembr', 'sonh', 'volt', 'atrás', 'cheg', 'pert', 'diz', 'anj', 'sent', 'corp', 'col', 'solt', 'med', 'bem', 'devag', 'cheg', 'pert', 'diz', 'anj', 'bem', 'pert', 'diz', 'anj', 'cois', 'louc', 'sai', 'olh', 'fiqu', 'silênci', 'deix', 'am', 'entr', 'pra', 'tant', 'press', 'cheg', 'sei', 'jeit', 'lug', 'sei', 'jeit', 'lug', 'vê', 'estrel', 'demal', 'lembr', 'sonh', 'volt', 'atrás', 'cheg', 'pert', 'diz', 'anj', 'sent', 'corp', 'col', 'solt', 'med', 'bem', 'devag', 'cheg', 'pert', 'diz', 'anj', 'bem', 'pert', 'diz', 'anj', 'cois', 'louc', 'sai', 'olh', 'fiqu', 'silênci', 'deix', 'am', 'entr', 'pra', 'tant', 'press', 'cheg', 'sei', 'jeit', 'lug', 'sei', 'jeit', 'lug', 'anj']",PT-BR,https://api.vagalume.com.br/search.php?art= Anjo &mus=Roupa-Nova&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
BateCoração,ElbaRamalho,"['bat', 'bat', 'bat', 'coraçã', 'dentr', 'dess', 'velh', 'peit', 'acostum', 'ser', 'maltrat', 'ter', 'direit', 'bat', 'bat', 'bat', 'coraçã', 'lig', 'deix', 'quis', 'fal', 'ah', 'porqu', 'lev', 'dess', 'vid', 'coraçã', 'am', 'gent', 'pra', 'dar', 'x2', 'oi', 'tum', 'tum', 'bat', 'coraçã', 'oi', 'tum', 'coraçã', 'pod', 'bat', 'oi', 'tum', 'tum', 'tum', 'bat', 'coraçã', 'morr', 'am', 'praz', 'x2', 'águ', 'deságu', 'mar', 'olh', 'viv', 'chei', ""d'águ"", 'chor', 'molh', 'rost', 'tant', 'desgost', 'caus', 'mágo', 'coraçã', 'am', 'am', 'pra', 'val', 'ê', 'gent', 'pen', 'sofr', 'chor', 'coraçã', 'morr', 'tod', 'dia', 'sab', 'x2', 'oi', 'tum', 'tum', 'bat', 'coraçã', 'oi', 'tum', 'coraçã', 'pod', 'bat', 'oi', 'tum', 'tum', 'tum', 'bat', 'coraçã', 'morr', 'am', 'praz', 'x2', 'águ', 'deságu', 'mar', 'olh', 'viv', 'chei', ""d'águ"", 'chor', 'molh', 'rost', 'tant', 'desgost', 'caus', 'mágo', 'coraçã', 'am', 'am', 'pra', 'val', 'ê', 'gent', 'pen', 'sofr', 'chor', 'coraçã', 'morr', 'tod', 'dia', 'sab', 'x2', 'oi', 'tum', 'tum', 'bat', 'coraçã', 'oi', 'tum', 'coraçã', 'pod', 'bat', 'oi', 'tum', 'tum', 'tum', 'bat', 'coraçã', 'morr', 'am', 'praz', 'x3']",PT-BR,https://api.vagalume.com.br/search.php?art= Elba Ramalho &mus=Bate-Coracao&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Leva,TimMaia,"['bom', 'fic', 'ano', 'int', 'pod', 'cr', 'legal', 'encontr', 'am', 'verd', 'bom', 'acord', 'amanhec', 'dia', 'dá', 'vontad', 'agrad', 'traz', 'alegr', 'tão', 'bom', 'encontr', 'ter', 'hor', 'marc', 'fal', 'am', 'bem', 'baix', 'madrug', 'tão', 'bom', 'pod', 'despert', 'fantas', 'envolv', 'acend', 'lig', 'faz', 'companh', 'refr', 'lev', 'som', 'contig', 'lev', 'faz', 'fest', 'quer', 'ver', 'feliz', 'bom', 'turm', 'amig', 'cançã', 'fic', 'escut', 'dig', 'carr', 'rua', 'bar', 'sempr', 'contig', 'tod', 'vez', 'precis', 'amig', 'pro', 'der', 'vi', 'cont', 'sempr', 'comig', 'estr', 'busc', 'emoç', 'despert', 'sent', 'primav', 'ver', 'outon', 'invern', 'cas', 'am', 'sab', 'sonh', 'etern', 'refr', 'lev', 'som', 'contig', 'lev', 'faz', 'fest', 'quer', 'ver', 'feliz']",PT-BR,https://api.vagalume.com.br/search.php?art= Tim Maia &mus=Leva&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Fullgás,MarinaLima,"['mund', 'faz', 'músic', 'letr', 'danç', 'tud', 'fullg', 'tud', 'lanç', 'lanç', 'vou', 'cont', 'segred', 'nad', 'nad', 'mal', 'alcanç', 'poi', 'tend', 'brinqued', 'nad', 'machuc', 'cans', 'ent', 'venh', 'diz', 'vid', 'noit', 'fri', 'dia', 'mund', 'estranh', 'pra', 'segur', 'ent', 'ond', 'qu', 'vá', 'lá', 'vou', 'est', 'am', 'espert', 'tão', 'bom', 'am', 'tud', 'lind', 'faç', 'vem', 'vem', 'feliz', 'abr', 'braç', 'gent', 'faz', 'país']",PT-BR,https://api.vagalume.com.br/search.php?art= Marina Lima &mus=Fullgas&apikey=dc668952146a4a25b6d06586e7b69708,exact,
LançaPerfume,RitaLee,"['lanç', 'menin', 'lanç', 'tod', 'perfum', 'desbaratin', 'dá', 'pra', 'fic', 'imun', 'am', 'cheir', 'cois', 'maluc', 'vem', 'cá', 'bem', 'descol', 'car', 'neném', 'sosseg', 'beij', 'vê', 'dá', 'praz', 'ter', 'praz', 'comig', 'aqueç', 'vir', 'pont', 'cabeç', 'faz', 'gat', 'sapat', 'deix', 'quatr', 'ato', 'ench', 'am', 'am', 'lanç', 'lanç', 'perfum', 'oh', 'oh', 'oh', 'oh', 'lanç', 'lanç', 'perfum', 'lanç', 'perfum']",PT-BR,https://api.vagalume.com.br/search.php?art= Rita Lee &mus=Lanca-Perfume&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
NossoLoucoAmor,Gang90eAbsurdetes,"['louc', 'am', 'olh', 'adeu', 'vem', 'acompanh', 'perd', 'aprend', 'err', 'am', 'vem', 'abandon', 'assim', 'mar', 'sul', 'jat', 'luz', 'bel', 'dor', 'vid', 'sex', 'selv', 'agor', 'aqu', 'pass', 'dor', 'rua', 'luz', 'cidad', 'ilumin', 'louc', 'am', 'louc', 'am', 'lanc', 'dad', 'abolir', 'cas', 'louc', 'am', 'olh', 'adeu', 'vem', 'acompanh', 'perd', 'aprend', 'err', 'am', 'vem', 'abandon', 'assim', 'mar', 'sul', 'jat', 'luz', 'bel', 'dor', 'vid', 'sex', 'selv', 'bom', 'sab', 'volt', 'ser', 'rua', 'estrel', 'ilumin', 'louc', 'am', 'louc', 'am', 'lanc', 'dad', 'abolir', 'cas']",PT-BR,https://api.vagalume.com.br/search.php?art= Gang 90 e Absurdetes &mus=Nosso-Louco-Amor&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
"Oqueé,oqueé",Gonzaguinha,"['fic', 'pur', 'respost', 'crianç', 'vid', 'bonit', 'bonit', 'viv', 'ter', 'vergonh', 'ser', 'feliz', 'cant', 'bel', 'ser', 'etern', 'aprendiz', 'sei', 'vid', 'dev', 'ser', 'bem', 'melhor', 'imped', 'repit', 'bonit', 'bonit', 'bonit', 'vid', 'vid', 'dig', 'lá', 'irm', 'bat', 'coraçã', 'doc', 'ilusã', 'vid', 'am', 'vid', 'sofr', 'alegr', 'lament', 'irm', 'fal', 'vid', 'gent', 'nad', 'mund', 'got', 'temp', 'dá', 'segund', 'fal', 'divin', 'mistéri', 'profund', 'sopr', 'cri', 'atitud', 'replet', 'am', 'diz', 'lut', 'praz', 'diz', 'vid', 'viv', 'diz', 'melhor', 'morr', 'poi', 'am', 'infern', 'sofr', 'sei', 'confi', 'moç', 'moç', 'ponh', 'forç', 'fé', 'faz', 'vid', 'der', 'pud', 'quis', 'sempr', 'desej', 'err', 'ninguém', 'qu', 'mort', 'saúd', 'sort', 'pergunt', 'rod', 'cabeç', 'agit', 'fic', 'pur', 'respost', 'crianç', 'vid', 'bonit', 'bonit', 'vid', 'bonit', 'bonit']",PT-BR,https://api.vagalume.com.br/search.php?art= Gonzaguinha &mus=O-que-e-o-que-e&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Sintonia,Tunai,"['abraç', 'lev', 'pro', 'infinit', 'faz', 'flutu', 'sonh', 'bonit', 'dá', 'pra', 'explic', 'quer', 'prescint', 'desej', 'beij', 'vam', 'segu', 'caminh', 'vão', 'destin', 'sol', 'lua', 'junt', 'am', 'uniu', 'mund', 'gent', 'olh', 'nam', 'danç', 'balé', 'vid', 'viv', 'tão', 'simpl', 'praz', 'bom', 'gent', 'tant', 'energ', 'assim', 'fic', 'afim', 'quer', 'outr', 'vez', 'paix', 'sinton']",PT-BR,https://api.vagalume.com.br/search.php?art= Tunai &mus=Sintonia&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Inútil,UltrajeaRigor,"['gent', 'sab', 'escolh', 'presid', 'gent', 'sab', 'tom', 'cont', 'gent', 'gent', 'sab', 'escov', 'dent', 'gring', 'pens', 'nóil', 'indig', 'refr', 'inútil', 'gent', 'inútil', 'inútil', 'gent', 'inútil', 'inútil', 'gent', 'inútil', 'inútil', 'gent', 'inútil', 'gent', 'faz', 'carr', 'sab', 'gui', 'gent', 'faz', 'trilh', 'tr', 'prá', 'bot', 'gent', 'faz', 'filh', 'conseg', 'cri', 'gent', 'ped', 'gran', 'conseg', 'pag', 'refr', 'gent', 'faz', 'músic', 'conseg', 'grav', 'gent', 'escrev', 'livr', 'conseg', 'public', 'gent', 'escrev', 'peç', 'conseg', 'encen', 'gent', 'jog', 'bol', 'conseg', 'ganh']",PT-BR,https://api.vagalume.com.br/search.php?art= Ultraje a Rigor &mus=Inutil&apikey=dc668952146a4a25b6d06586e7b69708,exact,
